"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-03,NA
3,3,3,2020-05-04,1
1,1,1,2020-05-05,3
0,0,0,2020-05-06,1
1,1,1,2020-05-07,NA
2,2,2,2020-05-08,1
1,1,1,2020-05-09,2
4,4,4,2020-05-10,1
3,3,3,2020-05-11,4
3,3,3,2020-05-12,3
7,7,7,2020-05-13,3
4,4,4,2020-05-14,7
2,2,2,2020-05-15,4
3,3,3,2020-05-16,2
0,0,0,2020-05-17,3
2,2,2,2020-05-18,NA
1,1,1,2020-05-19,2
2,2,2,2020-05-20,1
2,2,2,2020-05-21,2
4,4,4,2020-05-22,2
9,9,10,2020-05-23,4
3,3,4,2020-05-24,9
3,3,5,2020-05-25,3
6,6,8,2020-05-26,3
6,6,8,2020-05-27,6
6,6,9,2020-05-28,6
12,12,15,2020-05-29,6
1,1,4,2020-05-30,12
3,3,6,2020-05-31,1
5,5,8,2020-06-01,3
3,3,5,2020-06-02,5
3,3,6,2020-06-03,3
5,4,7,2020-06-04,3
8,7,11,2020-06-05,4
5,4,9,2020-06-06,7
10,8,14,2020-06-07,4
8,6,12,2020-06-08,8
3,1,7,2020-06-09,6
2,0,6,2020-06-10,1
2,0,8,2020-06-11,NA
