"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-16,3
1,1,2,2020-05-17,1
7,7,9,2020-05-18,7
3,3,5,2020-05-19,3
7,7,10,2020-05-20,7
6,6,9,2020-05-21,6
11,11,14,2020-05-22,11
9,9,12,2020-05-23,9
4,3,6,2020-05-24,3
7,6,9,2020-05-25,6
9,8,12,2020-05-26,8
7,6,10,2020-05-27,6
8,7,11,2020-05-28,7
6,5,9,2020-05-29,5
2,1,6,2020-05-30,1
7,6,11,2020-05-31,6
10,8,13,2020-06-01,8
5,3,9,2020-06-02,3
10,8,14,2020-06-03,8
9,7,13.0249999999996,2020-06-04,7
11,9,16,2020-06-05,9
6,4,11,2020-06-06,4
6,4,11,2020-06-07,4
9,6,13,2020-06-08,6
7,4,11,2020-06-09,4
8,5,13,2020-06-10,5
5,2,10,2020-06-11,2
8,5,14,2020-06-12,5
5,2,10,2020-06-13,2
7,3,12,2020-06-14,3
8,4,13,2020-06-15,4
7,3,12,2020-06-16,3
5,1,11,2020-06-17,1
4,0,10,2020-06-18,NA
4,0,10,2020-06-19,NA
4,0,11,2020-06-20,NA
4,0,11,2020-06-21,NA
4,0,12,2020-06-22,NA
4,0,13,2020-06-23,NA
5,0,13,2020-06-24,NA
