"week","age_clas","fit_link","se_link","fit","upper","lower"
"12","age_20_39",-2.2482940779177,0.36355808629757,0.09549671584326,0.17928813234668,0.0485492004763812
"12","age_40_59",-1.30249557712738,0.348852339742803,0.213745315014462,0.353248378329064,0.119181897965623
"12","age_60",0.0619890629042779,0.349636053013474,0.515492305092763,0.681627484565999,0.345860969172575
"13","age_0_19",-1.6842642884244,0.365220420230715,0.156531632132969,0.278116546159292,0.0820582082426261
"13","age_20_39",-1.53974027186287,0.203891762513125,0.176573034778971,0.243800171008854,0.124823614040759
"13","age_40_59",-0.593941771072546,0.177870383377137,0.355730940968602,0.440729732449044,0.278948670666005
"13","age_60",0.770542868959116,0.178924687273793,0.683638315492475,0.755542071299854,0.601733552086286
"14","age_0_19",-1.36669960770175,0.342876412631376,0.203153597836005,0.336050023334236,0.113804811027003
"14","age_20_39",-1.22217559114022,0.159184221561892,0.227553813577382,0.288268756060702,0.176456202124054
"14","age_40_59",-0.276377090349895,0.128605753534423,0.43134220350471,0.49520875083881,0.369680294290044
"14","age_60",1.08810754968177,0.128218169581454,0.748025193392955,0.793236189220062,0.69670818249781
"15","age_0_19",-1.44428490760548,0.337546459667573,0.190882682933634,0.316653921340247,0.107227616469807
"15","age_20_39",-1.29976089104395,0.1451029684179,0.214205261353537,0.26706695597093,0.169388564070066
"15","age_40_59",-0.353962390253626,0.106135023067269,0.412421882693777,0.464636060176322,0.362106624193951
"15","age_60",1.01052224977804,0.104745699517604,0.733122341922634,0.77206595135547,0.690194946902656
"16","age_0_19",-1.40297288886729,0.335129129353847,0.197344782645904,0.324599303428026,0.111725966361851
"16","age_20_39",-1.25844887230576,0.144387099276443,0.221241025778009,0.274945351380762,0.175487704945884
"16","age_40_59",-0.312650371515436,0.105390319951277,0.422467945423835,0.474554568166696,0.372050299092307
"16","age_60",1.05183426851623,0.0992795750427078,0.741126973493271,0.777367956388207,0.701253721692838
"17","age_0_19",-1.60646291499641,0.333423032579569,0.167080270607069,0.280977743627775,0.0933577561387424
"17","age_20_39",-1.46193889843488,0.141991455073838,0.188170954863297,0.235419913993769,0.148562315805854
"17","age_40_59",-0.516140397644556,0.103886082503635,0.373755179794633,0.423513084659056,0.32653199251776
"17","age_60",0.848344242387106,0.0952825981428379,0.700219694223118,0.738639526735555,0.658761305640234
"18","age_0_19",-1.98483100581474,0.333619396700872,0.120804791284378,0.211219165515525,0.0658615530755492
"18","age_20_39",-1.84030698925321,0.143827044999975,0.137014989543298,0.174703437305321,0.106408708754806
"18","age_40_59",-0.894508488462887,0.105373335188842,0.290180310655799,0.335422221601133,0.24875653146529
"18","age_60",0.469976151568775,0.0952209132772908,0.615378111771816,0.659354275187726,0.569432053816951
"19","age_0_19",-2.19978443328907,0.339376452225869,0.0997698487515401,0.179309671764407,0.0532247946041494
"19","age_20_39",-2.05526041672754,0.158198353892791,0.113521923622918,0.149457322130311,0.0853596731628767
"19","age_40_59",-1.10946191593721,0.122089289979227,0.247971217671432,0.296236688559931,0.205275832551069
"19","age_60",0.255022724094447,0.113123859473784,0.563412375917335,0.618047826482702,0.507193254958425
"20","age_0_19",-2.44578491142051,0.34426646759617,0.0797473373930198,0.147134844535936,0.0417136650816861
"20","age_20_39",-2.30126089485898,0.17451995659225,0.0910185880720131,0.124311384618865,0.0659704717701731
"20","age_40_59",-1.35546239406866,0.144181492207074,0.204978771928113,0.255955087497127,0.16194521455657
"20","age_60",0.00902224596300139,0.134892462908729,0.502255546190476,0.569253761982472,0.435176233846526
"21","age_0_19",-2.78892686432794,0.359518647024639,0.0579254886514491,0.112058025956714,0.0290864738357231
"21","age_20_39",-2.64440284776641,0.210049974102096,0.0663348261110979,0.0975892103597251,0.0445954598631309
"21","age_40_59",-1.69860434697609,0.188747463729369,0.154647633306081,0.21063377419796,0.111441640884946
"21","age_60",-0.334119706944429,0.17929404011805,0.417238573929522,0.506116788148549,0.333430983456102
"22","age_0_19",-2.45315293415825,0.376037396257686,0.0792082867258471,0.15432450604029,0.0389694674432242
"22","age_20_39",-2.30862891759672,0.235052808183472,0.090410834714527,0.137226032756817,0.0584841979866438
"22","age_40_59",-1.3628304168064,0.215226781773639,0.203780670468033,0.282442751408615,0.142670569644761
"22","age_60",0.00165422322526299,0.209993946903385,0.500413555712009,0.603876127197213,0.396915556806564
"23","age_0_19",-2.34002726006974,0.372492748815096,0.0878617301269797,0.168675738210712,0.0437297146716981
"23","age_20_39",-2.19550324350821,0.233777656846825,0.100155026747356,0.150850250261951,0.0651886995434577
"23","age_40_59",-1.24970474271788,0.213993509355978,0.222751253458867,0.305399156466507,0.157401359696212
"23","age_60",0.114779897313777,0.20807847667467,0.52866351246181,0.629701590991989,0.42522088495317
"24","age_0_19",-2.83019134927995,0.419934900853548,0.0557143301405731,0.120222848447802,0.0248420627192951
"24","age_20_39",-2.68566733271842,0.309319370076047,0.0638244101948401,0.112343012280986,0.0354237607193808
"24","age_40_59",-1.7398688319281,0.295204096023035,0.149329596079745,0.240587613168031,0.0886462804588954
"24","age_60",-0.375384191896435,0.289952660564851,0.40724065446862,0.550952797746952,0.27782230336884
"25","age_0_19",-2.79334902577968,0.423455509720132,0.0576846419716485,0.124942277036949,0.02557430711745
"25","age_20_39",-2.64882500921815,0.312973482956459,0.0660614663553888,0.116821722838728,0.0364468724653406
"25","age_40_59",-1.70302650842783,0.297974202647545,0.154070398927752,0.248416021664859,0.0912078938072564
"25","age_60",-0.338541868396166,0.292748976086852,0.416163718088533,0.561427148114491,0.284135468597962
"26","age_0_19",-2.90250646655908,0.48296813942427,0.0520297984830348,0.126025141362518,0.0204633786054823
"26","age_20_39",-2.75798244999755,0.383963624813639,0.0596374113015962,0.120251022658741,0.028583943924764
"26","age_40_59",-1.81218394920723,0.3704253239523,0.140374382819955,0.255149609833142,0.0722228827613659
"26","age_60",-0.447699309175563,0.366932356300782,0.389907914941855,0.571057102108035,0.234771097498565
"27","age_0_19",-3.29362432442979,0.481809058683847,0.0357905612599266,0.0886681616848558,0.0139635571137708
"27","age_20_39",-3.14910030786826,0.38392242508435,0.0411267432164307,0.0846132749505674,0.0195134461470359
"27","age_40_59",-2.20330180707794,0.37143731910016,0.0994543773521951,0.188401999542155,0.0499175348566106
"27","age_60",-0.838817167046274,0.366752900593555,0.301783960754233,0.473696463954571,0.171885486356853
