"estimate","lower","upper","onset_date","n.reported"
14,14,14,2020-05-27,14
11,11,12,2020-05-28,11
18,18,21,2020-05-29,18
16,16,19,2020-05-30,16
17,17,20,2020-05-31,17
27,26,31,2020-06-01,26
16,15,19,2020-06-02,15
10,9,13,2020-06-03,9
16,15,20,2020-06-04,15
9,8,13,2020-06-05,8
18,16,22,2020-06-06,16
12,10,16,2020-06-07,10
18,16,22,2020-06-08,16
21,19,26,2020-06-09,19
18,16,23,2020-06-10,16
14,12,19,2020-06-11,12
15,13,19,2020-06-12,13
11,9,15,2020-06-13,9
11,9,15,2020-06-14,9
11,9,15,2020-06-15,9
11,9,16,2020-06-16,9
9,7,14,2020-06-17,7
13,10,17,2020-06-18,10
14,11,18,2020-06-19,11
11,8,15,2020-06-20,8
8,5,12,2020-06-21,5
4,1,8,2020-06-22,1
9,6,13,2020-06-23,6
6,3,10,2020-06-24,3
4,1,9,2020-06-25,1
9,6,15,2020-06-26,5
6,2,11,2020-06-27,1
11,7,18,2020-06-28,6
7,2,14,2020-06-29,1
8,3,15,2020-06-30,1
8,3,16,2020-07-01,1
7,2,16,2020-07-02,NA
7,2,17,2020-07-03,NA
8,2,18,2020-07-04,NA
8,2,18,2020-07-05,NA
