"estimate","lower","upper","onset_date","n.reported"
3,3,3,2020-05-30,NA
2,2,2,2020-05-31,3
1,1,4,2020-06-01,2
4,3,7,2020-06-02,1
0,0,4,2020-06-03,3
3,3,7,2020-06-04,NA
0,0,3,2020-06-05,3
2,1,5,2020-06-06,NA
2,1,5,2020-06-07,1
0,0,4,2020-06-08,1
0,0,4,2020-06-09,NA
2,1,5,2020-06-10,NA
2,1,6,2020-06-11,1
1,0,5,2020-06-12,1
3,2,8,2020-06-13,NA
4,2,8,2020-06-14,2
4,2,9,2020-06-15,2
2,0,8,2020-06-16,2
4,1,10,2020-06-17,NA
5,2,12,2020-06-18,1
4,1,11,2020-06-19,2
3,0,10,2020-06-20,1
4,1,12,2020-06-21,NA
3,0,11,2020-06-22,1
5,1,13,2020-06-23,NA
5,1,14,2020-06-24,1
7,2,17,2020-06-25,1
5,1,16,2020-06-26,2
6,2,18,2020-06-27,NA
7,2,20,2020-06-28,1
6,1,21,2020-06-29,1
8,2,25,2020-06-30,NA
9,3,29,2020-07-01,1
11,4,35,2020-07-02,1
11,4,36,2020-07-03,2
8,2,32,2020-07-04,2
9,2,33,2020-07-05,NA
8,1,34,2020-07-06,1
9,1,35,2020-07-07,NA
9,1,39,2020-07-08,NA
