"estimate","lower","upper","onset_date","n.reported"
7,7,7,2020-04-18,7
5,5,6,2020-04-19,5
10,10,12.0249999999996,2020-04-20,10
4,4,7,2020-04-21,4
12,12,15,2020-04-22,12
6,5,8,2020-04-23,5
10,9,13,2020-04-24,9
11,10,14,2020-04-25,10
11,10,14,2020-04-26,10
6,5,9,2020-04-27,5
5,4,8,2020-04-28,4
8,7,12,2020-04-29,7
5,4,9,2020-04-30,4
12,10,16,2020-05-01,10
5,3,9,2020-05-02,3
11,9,15,2020-05-03,9
5,3,9,2020-05-04,3
8,6,13,2020-05-05,6
4,2,9,2020-05-06,2
7,4,11,2020-05-07,4
10,7,15,2020-05-08,7
4,1,10,2020-05-09,1
11,8,16,2020-05-10,7
9,6,15,2020-05-11,5
10,6,16,2020-05-12,5
11,7,17,2020-05-13,6
6,2,13,2020-05-14,1
10,5,16,2020-05-15,4
9,4,16,2020-05-16,3
6,2,13,2020-05-17,NA
8,3,15,2020-05-18,1
9,4,16,2020-05-19,2
8,3,16,2020-05-20,1
8,3,16,2020-05-21,1
10,4,18,2020-05-22,2
9,3,17,2020-05-23,1
8,2,17,2020-05-24,NA
8,2,18,2020-05-25,NA
8,3,18,2020-05-26,NA
8,2,18,2020-05-27,NA
