"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-04-24,2
4,4,5,2020-04-25,4
4,4,5,2020-04-26,4
3,3,4,2020-04-27,3
1,1,2,2020-04-28,1
3,3,4,2020-04-29,3
4,4,5,2020-04-30,4
4,4,5,2020-05-01,4
0,0,1,2020-05-02,NA
5,5,7,2020-05-03,5
0,0,2,2020-05-04,NA
3,3,5,2020-05-05,3
2,2,4,2020-05-06,2
2,2,4,2020-05-07,2
2,2,5,2020-05-08,2
1,1,4,2020-05-09,1
4,3,6,2020-05-10,3
4,3,6,2020-05-11,3
5,4,7,2020-05-12,4
3,2,5,2020-05-13,2
1,0,4,2020-05-14,NA
3,2,6,2020-05-15,2
1,0,4,2020-05-16,NA
2,1,6,2020-05-17,1
1,0,5,2020-05-18,NA
2,1,6,2020-05-19,1
1,0,5,2020-05-20,NA
4,2,7,2020-05-21,2
3,1,6,2020-05-22,1
2,0,6,2020-05-23,NA
2,0,6,2020-05-24,NA
2,0,6,2020-05-25,NA
2,0,6,2020-05-26,NA
2,0,7,2020-05-27,NA
2,0,7,2020-05-28,NA
2,0,7,2020-05-29,NA
2,0,7,2020-05-30,NA
2,0,7,2020-05-31,NA
2,0,7,2020-06-01,NA
2,0,7,2020-06-02,NA
