"dt_notific","n.notific"
2020-04-05,2
2020-04-11,2
2020-04-14,1
2020-04-16,4
2020-04-17,3
2020-04-18,2
2020-04-19,3
2020-04-20,5
2020-04-21,2
2020-04-23,2
2020-04-24,1
2020-04-25,3
2020-04-26,2
2020-04-28,3
2020-04-29,2
2020-04-30,1
2020-05-01,2
2020-05-03,1
2020-05-04,6
2020-05-05,3
2020-05-06,3
2020-05-07,2
2020-05-08,4
2020-05-09,3
2020-05-10,1
2020-05-11,4
2020-05-12,3
2020-05-13,5
2020-05-14,5
2020-05-15,9
2020-05-16,1
2020-05-17,2
2020-05-18,3
2020-05-19,5
2020-05-20,3
2020-05-21,1
2020-05-22,1
2020-05-23,2
2020-05-24,2
2020-05-25,1
2020-05-26,3
2020-05-27,3
2020-05-28,4
2020-05-29,3
2020-06-01,1
2020-06-02,3
2020-06-03,1
2020-06-04,1
2020-06-09,3
2020-06-10,2
2020-06-11,13
2020-06-15,4
2020-06-16,9
2020-06-17,1
2020-06-23,1
2020-06-25,1
2020-07-04,1
