"estimate","lower","upper","onset_date","n.reported"
20,20,20,2020-05-10,20
23,23,24,2020-05-11,23
14,14,15,2020-05-12,14
12,12,13,2020-05-13,12
11,11,13,2020-05-14,11
19,19,21,2020-05-15,19
11,11,14,2020-05-16,11
23,22,25,2020-05-17,22
22,21,25,2020-05-18,21
20,19,23,2020-05-19,19
21,20,25,2020-05-20,20
18,17,22,2020-05-21,17
22,21,26,2020-05-22,21
20,18,24,2020-05-23,18
16,14,20,2020-05-24,14
30,28,34,2020-05-25,28
16,14,20,2020-05-26,14
17,15,21,2020-05-27,15
14,12,18,2020-05-28,12
14,12,18,2020-05-29,12
13,10,17,2020-05-30,10
20,16,25,2020-05-31,16
37,33,43,2020-06-01,32
16,12,22,2020-06-02,11
28,24,35,2020-06-03,22
31,26,38,2020-06-04,23
26,20,34,2020-06-05,17
25,19,33,2020-06-06,15
30,23,39,2020-06-07,18
19,12,28,2020-06-08,6
25,17,36,2020-06-09,9
37,27,51,2020-06-10,17
26,17,41,2020-06-11,6
25,14,40,2020-06-12,3
25,13,41,2020-06-13,1
29,16,49,2020-06-14,3
27,14,51,2020-06-15,1
28,14,56,2020-06-16,1
27,12,58,2020-06-17,NA
27,12,64,2020-06-18,NA
