"estimate","lower","upper","onset_date","n.reported"
10,10,10,2020-05-09,10
22,22,24,2020-05-10,22
8,7,11,2020-05-11,7
15,14,18,2020-05-12,14
12,11,15,2020-05-13,11
20,19,23,2020-05-14,19
16,15,19,2020-05-15,15
14,13,17,2020-05-16,13
17,16,21,2020-05-17,16
9,8,13,2020-05-18,8
12,10,16,2020-05-19,10
16,14,21,2020-05-20,14
19,16,23,2020-05-21,16
12,9,16,2020-05-22,9
12,9,16,2020-05-23,9
9,6,14,2020-05-24,6
14,11,19,2020-05-25,11
13,10,18,2020-05-26,10
9,5,14,2020-05-27,5
13,10,18,2020-05-28,9
19,16,25,2020-05-29,15
17,13,22,2020-05-30,12
9,5,15,2020-05-31,4
15,11,21,2020-06-01,10
17,12,23,2020-06-02,11
14,10,20,2020-06-03,8
10,6,16,2020-06-04,4
10,6,17,2020-06-05,4
10,5,16,2020-06-06,3
12,6,18,2020-06-07,4
11,6,18,2020-06-08,3
12,6,20,2020-06-09,3
13,7,21,2020-06-10,3
16,9,24,2020-06-11,5
14,8,23,2020-06-12,3
14,7,23,2020-06-13,2
13,6,23,2020-06-14,1
13,6,23,2020-06-15,1
13,5,23,2020-06-16,NA
13,5,24,2020-06-17,NA
