"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-19,1
5,5,6,2020-05-20,5
5,5,6,2020-05-21,5
7,7,9,2020-05-22,7
3,3,5,2020-05-23,3
6,6,8,2020-05-24,6
12,12,14,2020-05-25,12
3,3,5,2020-05-26,3
7,7,9,2020-05-27,7
2,2,4,2020-05-28,2
5,5,7,2020-05-29,5
6,6,8,2020-05-30,6
6,6,8,2020-05-31,6
9,9,12,2020-06-01,9
5,5,8,2020-06-02,5
6,6,9,2020-06-03,6
8,8,11,2020-06-04,8
7,7,10,2020-06-05,7
8,8,11,2020-06-06,8
11,11,14,2020-06-07,11
8,8,11,2020-06-08,8
9,9,12,2020-06-09,9
14,14,18,2020-06-10,14
6,6,10,2020-06-11,6
13,12,16,2020-06-12,12
4,3,7,2020-06-13,3
6,5,9,2020-06-14,5
12,11,15,2020-06-15,11
9,8,13,2020-06-16,8
5,3,8,2020-06-17,3
12,10,16,2020-06-18,10
11,8,15,2020-06-19,8
14,10,19,2020-06-20,10
12,8,18,2020-06-21,7
12,8,19,2020-06-22,7
7,3,15,2020-06-23,1
11,6,20,2020-06-24,3
13,6,23,2020-06-25,3
10,4,22,2020-06-26,NA
11,4,24,2020-06-27,NA
