dt_int,observed,estimate,upper,lower
2019-12-29,2,2,2,2
2019-12-30,4,4,4,4
2019-12-31,4,4,4,4
2020-01-01,11,11,11,11
2020-01-02,10,10,10,10
2020-01-03,12,12,12,12
2020-01-04,13,13,13,13
2020-01-05,17,17,17,17
2020-01-06,18,18,18,18
2020-01-07,19,19,19,19
2020-01-08,13,13,13,13
2020-01-09,8,8,8,8
2020-01-10,15,15,15,15
2020-01-11,13,13,13,13
2020-01-12,6,6,6,6
2020-01-13,10,10,10,10
2020-01-14,11,11,11,11
2020-01-15,16,16,16,16
2020-01-16,10,10,10,10
2020-01-17,12,12,12,12
2020-01-18,12,12,12,12
2020-01-19,4,4,4,4
2020-01-20,12,12,12,12
2020-01-21,5,5,5,5
2020-01-22,9,9,9,9
2020-01-23,13,13,13,13
2020-01-24,10,10,10,10
2020-01-25,13,13,13,13
2020-01-26,11,11,11,11
2020-01-27,9,9,9,9
2020-01-28,14,14,14,14
2020-01-29,20,20,20,20
2020-01-30,18,18,18,18
2020-01-31,9,9,9,9
2020-02-01,11,11,11,11
2020-02-02,12,12,12,12
2020-02-03,20,20,20,20
2020-02-04,12,12,12,12
2020-02-05,13,13,13,13
2020-02-06,17,17,17,17
2020-02-07,12,12,12,12
2020-02-08,10,10,10,10
2020-02-09,12,12,12,12
2020-02-10,18,18,18,18
2020-02-11,12,12,12,12
2020-02-12,18,18,18,18
2020-02-13,20,20,20,20
2020-02-14,17,17,17,17
2020-02-15,17,17,17,17
2020-02-16,16,16,16,16
2020-02-17,26,26,26,26
2020-02-18,26,26,26,26
2020-02-19,36,36,36,36
2020-02-20,30,30,30,30
2020-02-21,19,19,19,19
2020-02-22,16,16,16,16
2020-02-23,20,20,20,20
2020-02-24,22,22,22,22
2020-02-25,28,28,28,28
2020-02-26,39,39,39,39
2020-02-27,42,42,42,42
2020-02-28,31,31,31,31
2020-02-29,35,35,35,35
2020-03-01,30,30,30,30
2020-03-02,31,31,31,31
2020-03-03,47,47,47,47
2020-03-04,35,35,35,35
2020-03-05,41,41,41,41
2020-03-06,31,31,31,31
2020-03-07,34,34,34,34
2020-03-08,46,46,46,46
2020-03-09,72,72,72,72
2020-03-10,59,59,59,59
2020-03-11,76,76,76,76
2020-03-12,125,125,125,125
2020-03-13,121,121,121,121
2020-03-14,138,138,138,138
2020-03-15,170,170,170,170
2020-03-16,267,267,267,267
2020-03-17,317,317,317,317
2020-03-18,462,462,462,462
2020-03-19,542,542,542,542
2020-03-20,599,599,599,599
2020-03-21,591,591,591,591
2020-03-22,564,564,564,564
2020-03-23,803,803,803,803
2020-03-24,822,822,822,822
2020-03-25,847,847,847,847
2020-03-26,1018,1018,1018,1018
2020-03-27,981,981,981,981
2020-03-28,848,848,848,848
2020-03-29,847,847,847,847
2020-03-30,1124,1124,1124,1124
2020-03-31,1025,1025,1025,1025
2020-04-01,948,948,948,948
2020-04-02,1016,1016,1016,1016
2020-04-03,909,909,909,909
2020-04-04,819,819,819,819
2020-04-05,720,720,720,720
2020-04-06,957,957,957,957
2020-04-07,930,930,930,930
2020-04-08,927,927,927,927
2020-04-09,827,827,827,827
2020-04-10,712,712,712,712
2020-04-11,735,735,735,735
2020-04-12,707,707,707,707
2020-04-13,896,896,896,896
2020-04-14,951,951,951,951
2020-04-15,983,983,983,983
2020-04-16,936,936,936,936
2020-04-17,927,927,927,927
2020-04-18,758,758,758,758
2020-04-19,816,816,816,816
2020-04-20,970,970,970,970
2020-04-21,1066,1066,1066,1066
2020-04-22,1317,1317,1317,1317
2020-04-23,1285,1285,1285,1285
2020-04-24,1217,1217,1217,1217
2020-04-25,1060,1060,1060,1060
2020-04-26,1051,1051,1051,1051
2020-04-27,1436,1436,1436,1436
2020-04-28,1308,1308,1308,1308
2020-04-29,1323,1323,1323,1323
2020-04-30,1343,1343,1343,1343
2020-05-01,1256,1256,1256,1256
2020-05-02,1139,1139,1139,1139
2020-05-03,1079,1079,1079,1079
2020-05-04,1350,1350,1350,1350
2020-05-05,1339,1339,1339,1339
2020-05-06,1430,1430,1430,1430
2020-05-07,1197,1197,1197,1197
2020-05-08,1182,1182,1182,1182
2020-05-09,1055,1055,1055,1055
2020-05-10,1122,1122,1122,1122
2020-05-11,1499,1499,1499,1499
2020-05-12,1487,1487,1487,1487
2020-05-13,1392,1392,1392,1392
2020-05-14,1446,1446,1446,1446
2020-05-15,1291,1291,1291,1291
2020-05-16,1150,1150,1150,1150
2020-05-17,1125,1125,1125,1125
2020-05-18,1386,1386,1386,1386
2020-05-19,1366,1366,1366,1366
2020-05-20,1289,1289,1289,1289
2020-05-21,1282,1282,1282,1282
2020-05-22,1226,1226,1226,1226
2020-05-23,955,955,955,955
2020-05-24,855,855,855,855
2020-05-25,988,988,988,988
2020-05-26,911,911,911,911
2020-05-27,767,767,767,767
2020-05-28,196,196,196,196
2020-05-29,4,4,4,4
2020-05-30,5,5,5,5
2020-04-20,NA,1,NA,NA
2020-04-21,NA,1,NA,NA
2020-04-21,NA,1,NA,NA
2020-04-22,NA,1,NA,NA
2020-04-22,NA,1,NA,NA
2020-04-22,NA,1,NA,NA
2020-04-23,NA,1,NA,NA
2020-04-23,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-24,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-25,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-26,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-27,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-28,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-29,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-04-30,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
2020-05-01,NA,1,NA,NA
