"dt_evoluca","n.casos"
2020-04-02,1
2020-04-03,2
2020-04-07,1
2020-04-12,1
2020-04-14,2
2020-04-15,1
2020-04-16,2
2020-04-17,3
2020-04-18,3
2020-04-19,1
2020-04-22,2
2020-04-23,5
2020-04-24,1
2020-04-25,1
2020-04-26,3
2020-04-28,2
2020-04-29,4
2020-04-30,3
2020-05-01,3
2020-05-02,2
2020-05-03,1
2020-05-04,1
2020-05-05,3
2020-05-06,1
2020-05-07,2
2020-05-08,3
2020-05-09,3
2020-05-10,2
2020-05-12,3
2020-05-13,4
2020-05-14,3
2020-05-15,1
2020-05-16,3
2020-05-17,1
2020-05-19,2
2020-05-20,1
2020-05-21,3
2020-05-22,3
2020-05-23,1
2020-05-25,4
2020-05-26,2
2020-05-28,2
2020-05-29,1
2020-05-30,1
2020-05-31,3
2020-06-01,1
2020-06-02,1
2020-06-03,1
2020-06-06,2
2020-06-07,1
