"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-05-18,2
3,3,3,2020-05-19,3
7,7,8,2020-05-20,7
0,0,1,2020-05-21,NA
1,1,2,2020-05-22,1
0,0,0.0249999999996362,2020-05-23,NA
0,0,1,2020-05-24,NA
7,7,8,2020-05-25,7
1,1,2,2020-05-26,1
3,3,4,2020-05-27,3
1,1,2,2020-05-28,1
1,1,2,2020-05-29,1
1,1,2,2020-05-30,1
4,4,5,2020-05-31,4
5,5,6,2020-06-01,5
1,1,2,2020-06-02,1
0,0,1,2020-06-03,NA
4,4,6,2020-06-04,4
4,4,6,2020-06-05,4
1,1,3,2020-06-06,1
1,1,3,2020-06-07,1
0,0,2,2020-06-08,NA
0,0,2,2020-06-09,NA
4,4,7,2020-06-10,4
2,2,5,2020-06-11,2
2,2,5,2020-06-12,2
0,0,3,2020-06-13,NA
0,0,3,2020-06-14,NA
1,1,4,2020-06-15,1
0,0,3,2020-06-16,NA
0,0,4,2020-06-17,NA
0,0,4,2020-06-18,NA
0,0,4,2020-06-19,NA
0,0,4,2020-06-20,NA
0,0,5,2020-06-21,NA
1,0,5,2020-06-22,NA
1,0,6,2020-06-23,NA
1,0,7,2020-06-24,NA
1,0,8,2020-06-25,NA
1,0,10,2020-06-26,NA
