"dt_notific","n.notific"
2020-04-02,1
2020-04-06,1
2020-04-16,1
2020-04-19,1
2020-04-20,1
2020-04-22,1
2020-04-25,2
2020-04-26,2
2020-04-27,2
2020-04-29,2
2020-05-01,1
2020-05-02,1
2020-05-04,2
2020-05-05,3
2020-05-06,1
2020-05-07,3
2020-05-08,2
2020-05-09,3
2020-05-10,1
2020-05-11,1
2020-05-12,1
2020-05-13,3
2020-05-14,1
2020-05-15,2
2020-05-17,2
2020-05-18,2
2020-05-19,1
2020-05-21,1
2020-05-24,1
2020-05-26,2
2020-05-27,3
2020-05-28,1
2020-05-30,1
2020-06-01,2
2020-06-03,2
2020-06-06,3
2020-06-08,4
2020-06-16,1
