"estimate","lower","upper","onset_date","n.reported"
35,35,35,2020-06-06,35
42,42,43,2020-06-07,42
21,21,22,2020-06-08,21
31,31,33,2020-06-09,31
36,36,39,2020-06-10,36
14,13,16,2020-06-11,13
34,33,37,2020-06-12,33
27,26,30,2020-06-13,26
30,29,34,2020-06-14,29
51,49,56,2020-06-15,49
17,15,21,2020-06-16,15
26,24,31,2020-06-17,24
27,24,32,2020-06-18,24
24,21,29,2020-06-19,21
45,41,51,2020-06-20,40
19,16,24,2020-06-21,15
25,22,30,2020-06-22,21
20,17,25,2020-06-23,16
18,15,24,2020-06-24,14
23,19,29,2020-06-25,18
23,19,29,2020-06-26,18
19,15,25,2020-06-27,14
21,17,28,2020-06-28,15
26,21,33,2020-06-29,19
26,20,33,2020-06-30,17
47,40,57,2020-07-01,35
23,17,32,2020-07-02,13
24,18,33,2020-07-03,14
27,21,36,2020-07-04,16
23,16,32,2020-07-05,11
24,17,34,2020-07-06,11
29,20,40,2020-07-07,13
29,20,42,2020-07-08,11
28,18,42,2020-07-09,8
35,24,52,2020-07-10,12
27,16,43,2020-07-11,5
25,13,43,2020-07-12,3
25,11,45,2020-07-13,2
23,8,47,2020-07-14,NA
24,7,53,2020-07-15,NA
