"estimate","lower","upper","onset_date","n.reported"
23,23,23,2020-05-28,23
17,17,19,2020-05-29,17
18,18,20,2020-05-30,18
7,7,10,2020-05-31,7
37,36,41,2020-06-01,36
15,14,18,2020-06-02,14
19,18,23,2020-06-03,18
19,17,23,2020-06-04,17
32,30,37,2020-06-05,30
22,20,26,2020-06-06,20
20,18,24,2020-06-07,18
9,8,13,2020-06-08,8
20,18,24,2020-06-09,18
16,14,20,2020-06-10,14
6,4,9,2020-06-11,4
16,14,20,2020-06-12,14
11,9,15,2020-06-13,9
17,15,22,2020-06-14,15
20,17,24,2020-06-15,17
6,4,10,2020-06-16,4
12,9,16,2020-06-17,9
8,5,12,2020-06-18,5
11,8,16,2020-06-19,8
15,11,20,2020-06-20,11
8,5,13,2020-06-21,5
8,4,13,2020-06-22,4
9,5,14,2020-06-23,5
11,8,17,2020-06-24,7
9,6,15,2020-06-25,5
7,4,13,2020-06-26,3
8,4,14,2020-06-27,3
9,5,16,2020-06-28,4
9,5,16,2020-06-29,4
5,1,11,2020-06-30,NA
6,2,13,2020-07-01,1
5,0,12,2020-07-02,NA
6,2,14,2020-07-03,1
6,2,16,2020-07-04,1
5,1,16,2020-07-05,NA
6,1,17,2020-07-06,NA
