"estimate","lower","upper","onset_date","n.reported"
20,20,20,2020-05-26,20
14,14,16,2020-05-27,14
17,16,20,2020-05-28,16
11,10,14,2020-05-29,10
19,17,23,2020-05-30,17
12,9,16,2020-05-31,9
20,16.9750000000002,25,2020-06-01,16
18,14,23,2020-06-02,13
12,8,17,2020-06-03,7
14,10,20,2020-06-04,9
17,13,23,2020-06-05,12
12,8,19,2020-06-06,6
15,11,22,2020-06-07,9
16,11,23,2020-06-08,9
9,4,16,2020-06-09,2
23,18,30,2020-06-10,15
14,9,22,2020-06-11,6
17,11,24,2020-06-12,8
12,6,19,2020-06-13,3
14,8,22,2020-06-14,5
15,9,23,2020-06-15,6
13,7,20,2020-06-16,3
15,9,23,2020-06-17,5
14,8,22,2020-06-18,4
15,9,23,2020-06-19,5
12,6,21,2020-06-20,2
15,8,23,2020-06-21,4
15,8,23,2020-06-22,4
15,9,24,2020-06-23,4
13,7,22,2020-06-24,2
15,8,23,2020-06-25,3
14,7,23,2020-06-26,2
13,6,22,2020-06-27,1
14,7,23,2020-06-28,2
13,6,23,2020-06-29,1
13,5,22,2020-06-30,NA
13,5,23,2020-07-01,NA
13,5,23,2020-07-02,NA
13,5,24,2020-07-03,NA
13,5,24,2020-07-04,NA
