"dt_notific","n.notific"
2020-01-08,1
2020-01-09,1
2020-01-15,1
2020-02-26,1
2020-03-10,1
2020-03-17,5
2020-03-18,1
2020-03-20,3
2020-03-21,2
2020-03-22,3
2020-03-23,5
2020-03-25,4
2020-03-26,6
2020-03-27,5
2020-03-28,5
2020-03-30,6
2020-03-31,6
2020-04-01,7
2020-04-02,13
2020-04-03,5
2020-04-04,3
2020-04-05,2
2020-04-06,13
2020-04-07,13
2020-04-08,13
2020-04-09,8
2020-04-10,3
2020-04-11,5
2020-04-12,4
2020-04-13,17
2020-04-14,6
2020-04-15,21
2020-04-16,1
2020-04-17,16
2020-04-18,6
2020-04-19,3
2020-04-20,25
2020-04-21,5
2020-04-22,16
2020-04-23,4
2020-04-24,18
2020-04-25,12
2020-04-26,2
2020-04-27,21
2020-04-28,23
2020-04-29,21
2020-04-30,11
2020-05-01,9
2020-05-02,10
2020-05-03,6
2020-05-04,8
2020-05-05,18
2020-05-06,20
2020-05-07,13
2020-05-08,13
2020-05-09,9
2020-05-10,7
2020-05-11,22
2020-05-12,15
2020-05-13,16
2020-05-14,10
2020-05-15,8
2020-05-16,6
2020-05-17,8
2020-05-18,10
2020-05-19,8
2020-05-20,13
2020-05-21,4
2020-05-22,8
2020-05-23,4
2020-05-24,4
2020-05-25,8
2020-05-26,5
2020-05-27,5
2020-05-28,5
2020-05-29,6
2020-06-01,3
2020-06-02,6
2020-06-03,2
2020-06-04,1
2020-06-05,1
