"estimate","lower","upper","onset_date","n.reported"
2,2,2,2020-04-27,2
2,2,2,2020-04-28,2
5,5,5,2020-04-29,5
3,3,3,2020-04-30,3
2,2,2,2020-05-01,2
6,6,7,2020-05-02,6
3,3,5,2020-05-03,3
8,8,10,2020-05-04,8
4,4,6,2020-05-05,4
4,4,6,2020-05-06,4
6,6,8,2020-05-07,6
2,2,4,2020-05-08,2
3,3,5,2020-05-09,3
6,6,8,2020-05-10,6
5,5,8,2020-05-11,5
2,2,5,2020-05-12,2
3,2,5,2020-05-13,2
4,3,7,2020-05-14,3
7,6,10,2020-05-15,6
2,1,6,2020-05-16,1
5,3,8,2020-05-17,3
8,6,11,2020-05-18,6
3,1,7,2020-05-19,1
5,3,9,2020-05-20,3
4,2,9,2020-05-21,2
8,5,12,2020-05-22,5
7,4,11,2020-05-23,4
3,0,7,2020-05-24,NA
4,1,8,2020-05-25,1
3,0,8,2020-05-26,NA
7,4,12,2020-05-27,4
4,1,9,2020-05-28,1
3,0,8,2020-05-29,NA
4,1,9,2020-05-30,1
4,1,9,2020-05-31,1
3,0,8,2020-06-01,NA
5,1,10,2020-06-02,1
4,0,9,2020-06-03,NA
4,0,9,2020-06-04,NA
4,0,10,2020-06-05,NA
