"estimate","lower","upper","onset_date","n.reported"
9,9,9,2020-05-30,9
5,5,6,2020-05-31,5
9,9,12,2020-06-01,9
6,6,9,2020-06-02,6
3,3,6,2020-06-03,3
2,2,5,2020-06-04,2
7,6,9,2020-06-05,6
3,2,6,2020-06-06,2
3,2,6,2020-06-07,2
4,3,8,2020-06-08,3
5,4,9,2020-06-09,4
9,7,14,2020-06-10,7
5,3,10,2020-06-11,3
7,5,12,2020-06-12,5
4,2,9,2020-06-13,2
3,1,8,2020-06-14,1
6,3,11,2020-06-15,3
5,2,10,2020-06-16,2
7,4,12,2020-06-17,4
4,1,9,2020-06-18,1
7,4,13,2020-06-19,4
6,3,12,2020-06-20,3
5,1,10,2020-06-21,1
7,3,12,2020-06-22,3
7,3,12,2020-06-23,3
4,1,10,2020-06-24,1
3,0,9,2020-06-25,NA
4,1,10,2020-06-26,1
3,0,9,2020-06-27,NA
3,0,9,2020-06-28,NA
3,0,9,2020-06-29,NA
3,0,9,2020-06-30,NA
3,0,9,2020-07-01,NA
4,0,10,2020-07-02,NA
4,0,10,2020-07-03,NA
4,0,10,2020-07-04,NA
5,1,12,2020-07-05,1
4,0,11,2020-07-06,NA
4,0,11,2020-07-07,NA
4,0,12,2020-07-08,NA
