"estimate","lower","upper","onset_date","n.reported"
54,54,54,2020-04-27,54
51,51,53,2020-04-28,51
35,35,37,2020-04-29,35
47,46,49,2020-04-30,46
84,82,88,2020-05-01,82
54,52,59,2020-05-02,52
58,56,63,2020-05-03,56
52,49,56,2020-05-04,49
70,67,75,2020-05-05,67
54,51,59,2020-05-06,50
74,70,80,2020-05-07,69
83,78,89,2020-05-08,77
73,68,79,2020-05-09,66
74,69,81,2020-05-10,66
82,76,89,2020-05-11,73
83,77,91,2020-05-12,73
78,72,86,2020-05-13,67
87,80,96,2020-05-14,74
107,99,117,2020-05-15,91
95,87,105,2020-05-16,78
102,94,112,2020-05-17,84
83,75,94,2020-05-18,65
92,82,103,2020-05-19,70
117,106,129,2020-05-20,91
103,92,115,2020-05-21,75
107,95,121,2020-05-22,75
99,87,113,2020-05-23,64
111,98,127,2020-05-24,71
124,110,142,2020-05-25,78
93,78,110,2020-05-26,44
102,85,121,2020-05-27,47
98,80,119,2020-05-28,37
110,90,133,2020-05-29,39
106,84,131,2020-05-30,27
116,92,146,2020-05-31,28
122,96,156,2020-06-01,25
113,84,149,2020-06-02,11
114,82,156,2020-06-03,7
119,84,168,2020-06-04,6
118,79,178,2020-06-05,1
