"estimate","lower","upper","onset_date","n.reported"
73,73,73,2020-05-22,73
47,47,47,2020-05-23,47
53,53,53,2020-05-24,53
72,72,72,2020-05-25,72
47,47,47,2020-05-26,47
43,43,43,2020-05-27,43
50,50,50,2020-05-28,50
61,61,61,2020-05-29,61
65,65,68,2020-05-30,65
47,46,50,2020-05-31,46
42,40,46,2020-06-01,40
47,44,52,2020-06-02,44
40,36,45,2020-06-03,36
37,33,43,2020-06-04,32
40,35,46,2020-06-05,34
42,37,49,2020-06-06,35
35,29,41,2020-06-07,27
43,37,50,2020-06-08,34
39,33,46,2020-06-09,29
50,44,59,2020-06-10,39
46,39,55,2020-06-11,34
39,32,47.0249999999996,2020-06-12,26
45,38,55,2020-06-13,32
32,25,42,2020-06-14,18
39,32,49,2020-06-15,24
39,31,49,2020-06-16,23
43,35,53,2020-06-17,26
41,32,51.0249999999996,2020-06-18,23
30,22,41,2020-06-19,12
39,29.9750000000002,50,2020-06-20,19
35.5,26,47,2020-06-21,15
31,21,43,2020-06-22,10
34,24,47,2020-06-23,12
36,26,49,2020-06-24,13
29,18,42,2020-06-25,5
28,16,42,2020-06-26,3
30,18,45,2020-06-27,4
30,18,46,2020-06-28,3
35,21,51,2020-06-29,6
31,16,49,2020-06-30,1
