"atraso","mean","lower","upper"
0,0.0128911277948604,0.0120771167581964,0.0136516781762676
1,0.0346442501146454,0.0333172596266314,0.0360048830842071
2,0.0497215084265212,0.0479958641521449,0.0514668838718517
3,0.0496141700443431,0.0477925415872444,0.0514214225804791
4,0.0478453244934621,0.0459570476624761,0.0497125415267367
5,0.0390397130110829,0.037416090321714,0.0405561734668641
6,0.0315623056370789,0.0302179061688664,0.032807071522694
7,0.0287739049505875,0.027537196964006,0.0301973008112047
8,0.0245757572027999,0.0233302985111349,0.0258015314380304
9,0.0224254162791326,0.0215055646007548,0.023425028435839
10,0.0200746805499214,0.0189399094843213,0.0212595980926163
11,0.0190410768022112,0.0180801499099197,0.0201780762456291
12,0.01758566116878,0.0167268015790115,0.0184762430767401
13,0.0156889549551453,0.0146381141547924,0.0168671941137028
14,0.015633165610558,0.0147209486778161,0.0165198934775074
15,0.0150833690708738,0.0142108671391661,0.0160446326678599
16,0.0140409609530467,0.0132996064929595,0.0148318254044115
17,0.0147856822453359,0.0139572414643976,0.0156623897288747
18,0.0142993812924348,0.0135394814254852,0.0151571900217107
19,0.0124961463798193,0.0117705713200863,0.0135065977521512
20,0.012009099646973,0.0112080683855189,0.0129024938344939
21,0.0109213959397875,0.0102937391990325,0.0118417759740871
22,0.0128118159161059,0.0119406566649918,0.0136690710354567
23,0.0123507606193639,0.0114229810148986,0.0131960643415317
24,0.0117578900150935,0.0109886230468222,0.0126381493993937
25,0.0107061692825983,0.009915859518188,0.0114969421027994
26,0.0103945477503909,0.0095923264811895,0.0112791088997722
27,0.00985682191371337,0.00917415199543271,0.0107011076296319
28,0.0082718548748242,0.00746709679178779,0.00911370589074966
29,0.0084433795566411,0.00762066588077782,0.00925150199640311
30,0.00830649452546001,0.00742962074410445,0.00912206584517247
31,0.00782965577549899,0.00711604221831014,0.00872526821838964
32,0.00753679471472032,0.00700465065328389,0.00830758691389356
33,0.00773758339823168,0.00691459677990835,0.00851611646932983
34,0.00813908453800396,0.00742650248253492,0.008930151390823
35,0.00668584687207886,0.00610986253953816,0.00732937732369876
36,0.0067203135963199,0.00611186481292962,0.00739849982104535
37,0.00729265540160547,0.00658585991482615,0.00803920812898946
38,0.00751907630213875,0.00658082792172109,0.00851367298494885
39,0.00710185281856799,0.00653047716546976,0.00787784345339242
40,0.00633799948833752,0.00581502907403225,0.00706387501466975
41,0.005573987506156,0.00475908746248672,0.00639278407999402
42,0.00671048331419907,0.00607915176234042,0.00739533699181259
43,0.00692882947020296,0.00617130916393657,0.00765890119786759
44,0.00845501523126223,0.00774059773680454,0.0095707267543966
45,0.0065071781408258,0.0056686003956087,0.00730404603381023
46,0.0070238977751288,0.00620912539613181,0.00787185933680256
47,0.00688189233860918,0.00613964494401392,0.00751440818982414
48,0.00488451657739195,0.00451991203335078,0.00539676367323427
49,0.00563010338382056,0.00506506973020486,0.00625265072027174
50,0.0058792680829191,0.00531630718114148,0.00659486365755742
51,0.00759132921415283,0.00674510726904742,0.00854534163309839
52,0.00542857317209982,0.00472484979877405,0.00601832620596642
53,0.00429024136878343,0.00377186287835385,0.00488127303485478
54,0.00479546437719357,0.00423747981287229,0.00531267776093453
55,0.00513601137561891,0.00440577644140378,0.00628873420601235
56,0.00520121884100579,0.00465113685419297,0.00576598058437319
57,0.0055700342430446,0.00497299081998832,0.00633225586647122
58,0.00444015417231765,0.00386631796196731,0.0050617591971034
59,0.00621064883387985,0.00547878105731465,0.00731105575405246
60,0.00527202241937395,0.00440372740849491,0.00609312511715062
61,0.00264980331750488,0.00222627702378035,0.00303960923006451
62,0.00409995573005231,0.00329911231419493,0.00500022748096078
63,0.00464286910332018,0.00389002970227637,0.00542162409497561
64,0.00453055868660628,0.00395001600814825,0.00528413876353874
65,0.00318993823125151,0.00266193667382869,0.00373194259243899
66,0.00191532407210278,0.00156164713341081,0.00237010599549518
67,0.00246538243083973,0.00183752667786495,0.00303463987758244
68,0.00198813514388179,0.0016194817305723,0.00236478020594114
69,0.00192431929945635,0.00158922450748598,0.00227962174231932
70,0.00191647687983629,0.00159224898758291,0.00234097030983899
71,0.00225851315431749,0.00200213479003197,0.00262325674197467
72,0.00129626770502835,0.00107394047754134,0.00164555073770379
73,0.0014026351590529,0.00107421719131406,0.00178821776904531
74,0.00140105275624177,0.00106622773304691,0.00177692516858573
75,0.00129038583082469,0.000822779425061301,0.00174216935492277
76,0.00185781181593364,0.00145015296396699,0.00252268524112859
77,0.00133193216896937,0.00109471360473219,0.00165635854959263
78,0.00136895798011586,0.00116746915450289,0.0015961102924983
79,0.000818650426741136,0.000718600496759906,0.000925859137731812
80,0.00142812786604738,0.00124848410628815,0.00160546100867882
81,0.000927169409466842,0.00071351848729581,0.0013440777206226
82,0.000603300162492313,0.000473520980149817,0.000728714799646342
83,0.000623007679245726,0.000426858345796811,0.00077655333699543
84,0.000496217532007403,0.000328972444358682,0.000813215260195115
85,0.000541451746039412,0.000393478555885354,0.00074449995540018
86,0.000626597542064177,0.000458034906405438,0.000797089772542623
87,0.000636796733229918,0.000477461179526105,0.000920744254043565
88,0.0010840572729289,0.00076780723724016,0.00144101570964302
89,0.00156564598444041,0.0011730302130812,0.00193281728450533
90,0.000989365243693516,0.000696196326295462,0.00129804404213759
91,0.000685657615985217,0.000575535482842063,0.000803978687187618
92,0.000658244592011362,0.000492874059300968,0.000833642519962354
93,0.0017077728563682,0.00135215564770423,0.00208874199095548
94,0.000800925701710679,0.000476063003722621,0.00110995147549821
95,0.00158266510686638,0.0012323166485188,0.00213149807694973
96,0.00185635241739149,0.00129042945793948,0.00306150489373712
97,0.00154581493183256,0.00131997856831502,0.0018374556175797
98,0.00137291792352372,0.00104403368421738,0.00188853508076413
99,0.00186161499088888,0.00163171634635758,0.00232410443382315
100,0.00143383055839487,0.00113317931096985,0.0020295940984434
101,0.00162952879730296,0.00120693217060588,0.00220286940356618
102,0.000918777001915515,0.000650448745396712,0.00113780598591616
103,0.00153105690025781,0.00110505529879871,0.00281447735649164
104,0.00322505655368907,0.00233467735283673,0.00496001325264913
105,0.00467404160873211,0.003855973571301,0.00553135073525925
106,0.00410359860320408,0.003168848529949,0.00530147717857403
107,0.00512320900428908,0.00425155239816535,0.00674638188755372
108,0.00700710830993613,0.00562247289073642,0.0103119525853395
109,0.000907524875513205,0.000607664681660081,0.00126046369776731
110,0.00252431712225995,0.00218918622821032,0.00291852097647526
111,0.00803127908553605,0.00656295062705835,0.00977210652357897
112,0.00655261804952791,0.00329709244876834,0.0109171039679687
113,0.00565187163945638,0.00463796389313537,0.0077109215288754
114,0.00980589581328544,0.00663165165276542,0.014575204746232
115,0.00407418597804258,0.00338437715298869,0.00483166482752077
116,0.00935235456471187,0.00729004603999445,0.011985708334464
117,0.0026053654483139,0.0021194814470525,0.00439837931804102
118,0.00735283077111004,0.0055638057709116,0.00910842859117537
119,0.00310719169275838,0.0025123738208828,0.00388254061669524
120,0.00584388325712255,0.00482975293106722,0.00715468752698282
121,0.000813890605147109,0.000643878651191358,0.00104647835337499
122,0.00426783127856525,0.00327097840867316,0.00609363584901531
