nome_drs,semana_epidem,cod_drs.x,pop,pop_60,area,casos_not,casos_sin,casos_not_pc,casos_sin_pc,obitos_not,obitos_sin,obitos_not_pc,obitos_sin_pc
Araçatuba,35,7,764041,134989,1639171,833,809,109.025562764302,105.884370079616,27,12,3.53384177027149,1.57059634234288
Araçatuba,36,7,764041,134989,1639171,725,883,94.8901956832159,115.569714190731,23,15,3.0103096561572,1.96324542792861
Araçatuba,37,7,764041,134989,1639171,788,762,103.135826480516,99.7328677387732,14,23,1.83236239940003,3.0103096561572
Araçatuba,38,7,764041,134989,1639171,785,812,102.74317739493,106.277019165202,12,25,1.57059634234288,3.27207571321434
Araçatuba,39,7,764041,134989,1639171,885,820,115.831480247788,107.32408339343,21,26,2.74854359910005,3.40295874174292
Araçatuba,40,7,764041,134989,1639171,939,750,122.899163788331,98.1622713964303,24,27,3.14119268468577,3.53384177027149
Araçatuba,41,7,764041,134989,1639171,781,984,102.219645280816,128.788900072117,30,29,3.92649085585721,3.79560782732864
Araçatuba,42,7,764041,134989,1639171,1104,902,144.494863495545,118.056491732774,25,18,3.27207571321434,2.35589451351433
Araçatuba,43,7,764041,134989,1639171,949,863,124.207994073616,112.952053620159,29,20,3.79560782732864,2.61766057057147
Araçatuba,44,7,764041,134989,1639171,807,744,105.622604022559,97.3769732252589,17,12,2.22501148498575,1.57059634234288
Araçatuba,45,7,764041,134989,1639171,382,692,49.9973168979152,90.571055741773,12,19,1.57059634234288,2.4867775420429
Araçatuba,46,7,764041,134989,1639171,1215,855,159.022879662217,111.904989391931,27,16,3.53384177027149,2.09412845645718
Araçatuba,47,7,764041,134989,1639171,849,868,111.119691220759,113.606468762802,16,11,2.09412845645718,1.43971331381431
Araçatuba,48,7,764041,134989,1639171,590,965,77.2209868318585,126.302122530074,23,24,3.0103096561572,3.14119268468577
Araçatuba,49,7,764041,134989,1639171,846,1273,110.727042135173,166.614095316874,9,27,1.17794725675716,3.53384177027149
Araçatuba,50,7,764041,134989,1639171,1330,1393,174.074427943003,182.320058740303,14,20,1.83236239940003,2.61766057057147
Araçatuba,51,7,764041,134989,1639171,1410,1518,184.545070225289,198.680437306375,26,22,3.40295874174292,2.87942662762862
Araçatuba,52,7,764041,134989,1639171,1358,1317,177.739152741803,172.372948572132,15,30,1.96324542792861,3.92649085585721
Araçatuba,53,7,764041,134989,1639171,1131,1517,148.028705265817,198.549554277846,33,23,4.31913994144293,3.0103096561572
Araraquara,9,8,991435,163288,915921,0,2,0,0.201727798594966,0,0,0,0
Araraquara,10,8,991435,163288,915921,0,2,0,0.201727798594966,0,0,0,0
Araraquara,11,8,991435,163288,915921,0,6,0,0.605183395784898,0,0,0,0
Araraquara,12,8,991435,163288,915921,0,15,0,1.51295848946224,0,3,0,0.302591697892449
Araraquara,13,8,991435,163288,915921,0,13,0,1.31123069086728,0,2,0,0.201727798594966
Araraquara,14,8,991435,163288,915921,4,27,0.403455597189932,2.72332528103204,0,2,0,0.201727798594966
Araraquara,15,8,991435,163288,915921,17,46,1.71468628805721,4.63973936768422,4,0,0.403455597189932,0
Araraquara,16,8,991435,163288,915921,42,31,4.23628377049428,3.12678087822197,1,2,0.100863899297483,0.201727798594966
Araraquara,17,8,991435,163288,915921,12,56,1.2103667915698,5.64837836065904,2,2,0.201727798594966,0.201727798594966
Araraquara,18,8,991435,163288,915921,36,54,3.63110037470939,5.44665056206408,1,2,0.100863899297483,0.201727798594966
Araraquara,19,8,991435,163288,915921,60,94,6.05183395784898,9.4812065339634,1,2,0.100863899297483,0.201727798594966
Araraquara,20,8,991435,163288,915921,91,169,9.17861483607095,17.0459989812746,2,7,0.201727798594966,0.706047295082381
Araraquara,21,8,991435,163288,915921,140,210,14.1209459016476,21.1814188524714,1,3,0.100863899297483,0.302591697892449
Araraquara,22,8,991435,163288,915921,174,280,17.550318477762,28.2418918032952,4,4,0.403455597189932,0.403455597189932
Araraquara,23,8,991435,163288,915921,317,454,31.9738560773021,45.7922102810573,1,8,0.100863899297483,0.806911194379864
Araraquara,24,8,991435,163288,915921,378,473,38.1265539344486,47.7086243677094,6,12,0.605183395784898,1.2103667915698
Araraquara,25,8,991435,163288,915921,432,529,43.5732044965126,53.3570027283685,6,17,0.605183395784898,1.71468628805721
Araraquara,26,8,991435,163288,915921,514,573,51.8440442389062,57.7950142974577,7,7,0.706047295082381,0.706047295082381
Araraquara,27,8,991435,163288,915921,462,760,46.5991214754371,76.656563466087,8,15,0.806911194379864,1.51295848946224
Araraquara,28,8,991435,163288,915921,664,897,66.9736291335287,90.4749176698422,8,15,0.806911194379864,1.51295848946224
Araraquara,29,8,991435,163288,915921,510,934,51.4405886417163,94.2068819438491,17,20,1.71468628805721,2.01727798594966
Araraquara,30,8,991435,163288,915921,954,1079,96.2241599297987,108.832147341984,12,20,1.2103667915698,2.01727798594966
Araraquara,31,8,991435,163288,915921,1097,1163,110.647697529339,117.304714882973,16,23,1.61382238875973,2.31986968384211
Araraquara,32,8,991435,163288,915921,1303,1229,131.42566078462,123.961732236607,24,21,2.42073358313959,2.11814188524714
Araraquara,33,8,991435,163288,915921,1361,1234,137.275766943874,124.466051733094,15,27,1.51295848946224,2.72332528103204
Araraquara,34,8,991435,163288,915921,1188,1065,119.82631236541,107.420052751819,17,21,1.71468628805721,2.11814188524714
Araraquara,35,8,991435,163288,915921,1140,923,114.984845199131,93.0973790515768,19,13,1.91641408665218,1.31123069086728
Araraquara,36,8,991435,163288,915921,1105,892,111.454608723719,89.9705981733548,25,18,2.52159748243707,1.81555018735469
Araraquara,37,8,991435,163288,915921,975,958,98.3423018150459,96.6276155269887,25,20,2.52159748243707,2.01727798594966
Araraquara,38,8,991435,163288,915921,994,909,100.258715901698,91.685284461412,19,15,1.91641408665218,1.51295848946224
Araraquara,39,8,991435,163288,915921,904,923,91.1809649649246,93.0973790515768,16,19,1.61382238875973,1.91641408665218
Araraquara,40,8,991435,163288,915921,1007,837,101.569946592565,84.4230837119932,16,14,1.61382238875973,1.41209459016476
Araraquara,41,8,991435,163288,915921,807,761,81.3971667330687,76.7574273653845,28,14,2.82418918032952,1.41209459016476
Araraquara,42,8,991435,163288,915921,740,639,74.6392854801374,64.4520316510916,17,12,1.71468628805721,1.2103667915698
Araraquara,43,8,991435,163288,915921,637,607,64.2503038524966,61.2243868735721,16,10,1.61382238875973,1.00863899297483
Araraquara,44,8,991435,163288,915921,623,545,62.8382092623319,54.9708251171282,8,10,0.806911194379864,1.00863899297483
Araraquara,45,8,991435,163288,915921,225,664,22.6943773419337,66.9736291335287,6,16,0.605183395784898,1.61382238875973
Araraquara,46,8,991435,163288,915921,1029,782,103.78895237711,78.8755692506317,19,12,1.91641408665218,1.2103667915698
Araraquara,47,8,991435,163288,915921,754,847,76.0513800703021,85.4317227049681,13,12,1.31123069086728,1.2103667915698
Araraquara,48,8,991435,163288,915921,637,1054,64.2503038524966,106.310549859547,14,16,1.41209459016476,1.61382238875973
Araraquara,49,8,991435,163288,915921,1033,1134,104.1924079743,114.379661803346,15,8,1.51295848946224,0.806911194379864
Araraquara,50,8,991435,163288,915921,1082,1031,109.134739039877,103.990680175705,10,6,1.00863899297483,0.605183395784898
Araraquara,51,8,991435,163288,915921,1093,884,110.244241932149,89.1636869789749,8,8,0.806911194379864,0.806911194379864
Araraquara,52,8,991435,163288,915921,775,1140,78.1695219555493,114.984845199131,13,6,1.31123069086728,0.605183395784898
Araraquara,53,8,991435,163288,915921,907,1350,91.483556662817,136.166264051602,10,8,1.00863899297483,0.806911194379864
Baixada Santista,9,13,1831884,297676,229545,0,8,0,0.436708874579395,0,0,0,0
Baixada Santista,10,13,1831884,297676,229545,0,25,0,1.36471523306061,0,1,0,0.0545886093224243
Baixada Santista,11,13,1831884,297676,229545,0,52,0,2.83860768476607,0,8,0,0.436708874579395
Baixada Santista,12,13,1831884,297676,229545,0,223,0,12.1732598789006,0,24,0,1.31012662373818
Baixada Santista,13,13,1831884,297676,229545,0,345,0,18.8330702162364,0,31,0,1.69224688899515
Baixada Santista,14,13,1831884,297676,229545,80,538,4.36708874579395,29.3686718154643,2,40,0.109177218644849,2.18354437289697
Baixada Santista,15,13,1831884,297676,229545,110,611,6.00474702546668,33.3536402960013,6,38,0.327531655934546,2.07436715425212
Baixada Santista,16,13,1831884,297676,229545,258,791,14.0838612051855,43.1795899740377,21,62,1.14636079577091,3.38449377799031
Baixada Santista,17,13,1831884,297676,229545,332,1143,18.1234182950449,62.394780455531,15,91,0.818829139836365,4.96756344834062
Baixada Santista,18,13,1831884,297676,229545,420,1901,22.9272159154182,103.772946321929,45,100,2.4564874195091,5.45886093224243
Baixada Santista,19,13,1831884,297676,229545,635,2300,34.6637669197395,125.553801441576,51,139,2.78401907544364,7.58781669581698
Baixada Santista,20,13,1831884,297676,229545,818,3551,44.6534824257431,193.844151703929,34,146,1.85601271696243,7.96993696107395
Baixada Santista,21,13,1831884,297676,229545,1292,4027,70.5284832445723,219.828329741403,84,180,4.58544318308364,9.82594967803638
Baixada Santista,22,13,1831884,297676,229545,2299,3852,125.499212832254,210.275323109979,131,154,7.15110782123759,8.40664583565335
Baixada Santista,23,13,1831884,297676,229545,3823,4223,208.692253439628,230.527697168598,106,161,5.78639258817698,8.78876610091032
Baixada Santista,24,13,1831884,297676,229545,2828,4411,154.376587163816,240.790355721214,63,172,3.43908238731273,9.38924080345699
Baixada Santista,25,13,1831884,297676,229545,3854,3708,210.384500328623,202.414563367549,155,126,8.46123444497577,6.87816477462547
Baixada Santista,26,13,1831884,297676,229545,3906,3918,213.223108013389,213.878171325259,150,74,8.18829139836365,4.0395570898594
Baixada Santista,27,13,1831884,297676,229545,3038,3324,165.840195121525,181.452537387739,99,90,5.40427232292001,4.91297483901819
Baixada Santista,28,13,1831884,297676,229545,4573,2736,249.633710431447,149.354435106153,76,86,4.14873430850425,4.69462040172849
Baixada Santista,29,13,1831884,297676,229545,2004,2295,109.395573082138,125.280858394964,107,63,5.8409811974994,3.43908238731273
Baixada Santista,30,13,1831884,297676,229545,3563,1947,194.499215015798,106.28402235076,106,43,5.78639258817698,2.34731020086425
Baixada Santista,31,13,1831884,297676,229545,2587,1822,141.220732317112,99.4604461854572,120,47,6.55063311869092,2.56566463815394
Baixada Santista,32,13,1831884,297676,229545,4152,2100,226.651905906706,114.636079577091,108,44,5.89556980682183,2.40189881018667
Baixada Santista,33,13,1831884,297676,229545,3160,1434,172.500005458861,78.2800657683565,102,69,5.56803815088728,3.76661404324728
Baixada Santista,34,13,1831884,297676,229545,2198,1189,119.985763290689,64.9058564843625,69,41,3.76661404324728,2.2381329822194
Baixada Santista,35,13,1831884,297676,229545,1935,1128,105.628959038891,61.5759513156947,75,39,4.09414569918183,2.12895576357455
Baixada Santista,36,13,1831884,297676,229545,1937,1238,105.738136257536,67.5806983411613,50,42,2.72943046612122,2.29272159154182
Baixada Santista,37,13,1831884,297676,229545,1213,1182,66.2159831081007,64.5237362191056,40,38,2.18354437289697,2.07436715425212
Baixada Santista,38,13,1831884,297676,229545,1721,1082,93.9469966438923,59.0648752868631,72,27,3.93037987121455,1.47389245170546
Baixada Santista,39,13,1831884,297676,229545,1756,1074,95.8575979701772,58.6281664122837,77,25,4.20332291782667,1.36471523306061
Baixada Santista,40,13,1831884,297676,229545,1241,1175,67.7444641691286,64.1416159538486,32,40,1.74683549831758,2.18354437289697
Baixada Santista,41,13,1831884,297676,229545,1337,1266,72.9849706640813,69.1091794021892,32,39,1.74683549831758,2.12895576357455
Baixada Santista,42,13,1831884,297676,229545,1190,1521,64.960445093685,83.0292747794074,41,39,2.2381329822194,2.12895576357455
Baixada Santista,43,13,1831884,297676,229545,1294,1881,70.6376604632171,102.68117413548,42,46,2.29272159154182,2.51107602883152
Baixada Santista,44,13,1831884,297676,229545,1688,1812,92.1455725362523,98.9145600922329,32,61,1.74683549831758,3.32990516866789
Baixada Santista,45,13,1831884,297676,229545,710,2261,38.7579126189213,123.424845678001,30,81,1.63765827967273,4.42167735511637
Baixada Santista,46,13,1831884,297676,229545,2123,2363,115.891617591507,128.992883828889,76,76,4.14873430850425,4.14873430850425
Baixada Santista,47,13,1831884,297676,229545,1872,2108,102.189876651578,115.072788451671,62,75,3.38449377799031,4.09414569918183
Baixada Santista,48,13,1831884,297676,229545,1620,1830,88.4335471023274,99.8971550600366,83,65,4.53085457376122,3.54825960595758
Baixada Santista,49,13,1831884,297676,229545,2133,1513,116.437503684731,82.592565904828,29,64,1.58306967035031,3.49367099663516
Baixada Santista,50,13,1831884,297676,229545,2445,1496,133.469149793328,81.6645595463468,105,40,5.73180397885456,2.18354437289697
Baixada Santista,51,13,1831884,297676,229545,2380,1109,129.92089018737,60.5387677385686,49,25,2.67484185679879,1.36471523306061
Baixada Santista,52,13,1831884,297676,229545,1704,1060,93.0189902854111,57.8639258817698,88,22,4.80379762037334,1.20094940509334
Baixada Santista,53,13,1831884,297676,229545,1178,717,64.3053817818159,39.1400328841783,41,11,2.2381329822194,0.600474702546668
Barretos,9,16,425090,73090,714082,0,3,0,0.70573290362041,0,0,0,0
Barretos,10,16,425090,73090,714082,0,1,0,0.235244301206803,0,0,0,0
Barretos,11,16,425090,73090,714082,0,5,0,1.17622150603402,0,0,0,0
Barretos,12,16,425090,73090,714082,0,8,0,1.88195440965443,0,2,0,0.470488602413607
Barretos,13,16,425090,73090,714082,0,12,0,2.82293161448164,0,0,0,0
Barretos,14,16,425090,73090,714082,0,29,0,6.82208473499729,0,1,0,0.235244301206803
Barretos,15,16,425090,73090,714082,8,33,1.88195440965443,7.76306193982451,0,4,0,0.940977204827213
Barretos,16,16,425090,73090,714082,8,45,1.88195440965443,10.5859935543061,0,1,0,0.235244301206803
Barretos,17,16,425090,73090,714082,17,48,3.99915312051566,11.2917264579266,2,1,0.470488602413607,0.235244301206803
Barretos,18,16,425090,73090,714082,44,61,10.3507492530993,14.349902373615,1,4,0.235244301206803,0.940977204827213
Barretos,19,16,425090,73090,714082,25,89,5.88110753017008,20.9367428074055,2,8,0.470488602413607,1.88195440965443
Barretos,20,16,425090,73090,714082,84,90,19.7605213013715,21.1719871086123,6,3,1.41146580724082,0.70573290362041
Barretos,21,16,425090,73090,714082,73,112,17.1728339880966,26.347361735162,3,3,0.70573290362041,0.70573290362041
Barretos,22,16,425090,73090,714082,117,232,27.523583241196,54.5766778799784,4,6,0.940977204827213,1.41146580724082
Barretos,23,16,425090,73090,714082,161,360,37.8743324942953,84.6879484344492,7,13,1.64671010844762,3.05817591568844
Barretos,24,16,425090,73090,714082,205,375,48.2250817473947,88.2166129525512,2,13,0.470488602413607,3.05817591568844
Barretos,25,16,425090,73090,714082,420,502,98.8026065068574,118.092639205815,10,27,2.35244301206803,6.35159613258369
Barretos,26,16,425090,73090,714082,462,440,108.682867157543,103.507492530993,23,14,5.41061892775647,3.29342021689525
Barretos,27,16,425090,73090,714082,395,565,92.9214989766873,132.913030181844,12,22,2.82293161448164,5.17537462654967
Barretos,28,16,425090,73090,714082,521,584,122.562280928744,137.382671904773,12,18,2.82293161448164,4.23439742172246
Barretos,29,16,425090,73090,714082,413,680,97.1558963984098,159.966124820626,22,19,5.17537462654967,4.46964172292926
Barretos,30,16,425090,73090,714082,654,856,153.849772989249,201.369121833024,20,20,4.70488602413607,4.70488602413607
Barretos,31,16,425090,73090,714082,704,1015,165.611988049589,238.772965724905,14,22,3.29342021689525,5.17537462654967
Barretos,32,16,425090,73090,714082,950,988,223.482086146463,232.421369592322,11,24,2.58768731327484,5.64586322896328
Barretos,33,16,425090,73090,714082,1151,1079,270.766190689031,253.828601002141,20,24,4.70488602413607,5.64586322896328
Barretos,34,16,425090,73090,714082,919,856,216.189512809052,201.369121833024,21,19,4.94013032534287,4.46964172292926
Barretos,35,16,425090,73090,714082,1149,827,270.295702086617,194.547037098026,21,18,4.94013032534287,4.23439742172246
Barretos,36,16,425090,73090,714082,1186,851,278.999741231269,200.19290032699,11,18,2.58768731327484,4.23439742172246
Barretos,37,16,425090,73090,714082,759,775,178.550424615964,182.314333435273,19,17,4.46964172292926,3.99915312051566
Barretos,38,16,425090,73090,714082,802,738,188.665929567856,173.610294290621,32,17,7.5278176386177,3.99915312051566
Barretos,39,16,425090,73090,714082,713,569,167.729186760451,133.854007386671,7,23,1.64671010844762,5.41061892775647
Barretos,40,16,425090,73090,714082,740,408,174.080782893034,95.9796748923757,24,7,5.64586322896328,1.64671010844762
Barretos,41,16,425090,73090,714082,528,337,124.208991037192,79.2773295066927,10,10,2.35244301206803,2.35244301206803
Barretos,42,16,425090,73090,714082,715,282,168.199675362864,66.3388929403185,16,7,3.76390881930885,1.64671010844762
Barretos,43,16,425090,73090,714082,326,306,76.6896421934179,71.9847561692818,16,6,3.76390881930885,1.41146580724082
Barretos,44,16,425090,73090,714082,334,155,78.5715966030723,36.4628666870545,16,1,3.76390881930885,0.235244301206803
Barretos,45,16,425090,73090,714082,49,130,11.5269707591334,30.5817591568844,4,2,0.940977204827213,0.470488602413607
Barretos,46,16,425090,73090,714082,369,141,86.8051471453104,33.1694464701593,7,2,1.64671010844762,0.470488602413607
Barretos,47,16,425090,73090,714082,160,187,37.6390881930885,43.9906843256722,3,0,0.70573290362041,0
Barretos,48,16,425090,73090,714082,105,255,24.7006516267143,59.9872968077348,3,2,0.70573290362041,0.470488602413607
Barretos,49,16,425090,73090,714082,294,366,69.1618245548002,86.09941424169,7,2,1.64671010844762,0.470488602413607
Barretos,50,16,425090,73090,714082,342,491,80.4535510127267,115.50495189254,3,5,0.70573290362041,1.17622150603402
Barretos,51,16,425090,73090,714082,381,467,89.628078759792,109.859088663577,6,1,1.41146580724082,0.235244301206803
Barretos,52,16,425090,73090,714082,364,491,85.6289256392764,115.50495189254,1,6,0.235244301206803,1.41146580724082
Barretos,53,16,425090,73090,714082,326,564,76.6896421934179,132.677785880637,1,0,0.235244301206803,0
Bauru,9,12,1741281,287181,2885579,0,4,0,0.229715939012715,0,0,0,0
Bauru,10,12,1741281,287181,2885579,0,11,0,0.631718832284967,0,0,0,0
Bauru,11,12,1741281,287181,2885579,0,25,0,1.43572461882947,0,0,0,0
Bauru,12,12,1741281,287181,2885579,0,65,0,3.73288400895662,0,4,0,0.229715939012715
Bauru,13,12,1741281,287181,2885579,0,68,0,3.90517096321616,0,8,0,0.459431878025431
Bauru,14,12,1741281,287181,2885579,15,76,0.861434771297683,4.36460284124159,0,10,0,0.574289847531788
Bauru,15,12,1741281,287181,2885579,27,73,1.55058258833583,4.19231588698206,5,4,0.287144923765894,0.229715939012715
Bauru,16,12,1741281,287181,2885579,94,99,5.39832456679881,5.6854694905647,9,8,0.51686086277861,0.459431878025431
Bauru,17,12,1741281,287181,2885579,74,149,4.24974487173523,8.55691872822365,8,9,0.459431878025431,0.51686086277861
Bauru,18,12,1741281,287181,2885579,169,231,9.70549842328722,13.2660954779843,4,12,0.229715939012715,0.689147817038146
Bauru,19,12,1741281,287181,2885579,193,276,11.0837940573635,15.8503997918774,9,15,0.51686086277861,0.861434771297683
Bauru,20,12,1741281,287181,2885579,312,423,17.9178432429918,24.2924605505946,11,11,0.631718832284967,0.631718832284967
Bauru,21,12,1741281,287181,2885579,305,462,17.5158403497195,26.5321909559686,15,17,0.861434771297683,0.97629274080404
Bauru,22,12,1741281,287181,2885579,375,709,21.5358692824421,40.7171501900038,14,24,0.804005786544504,1.37829563407629
Bauru,23,12,1741281,287181,2885579,625,1042,35.8931154707368,59.8410021128123,15,29,0.861434771297683,1.66544055784219
Bauru,24,12,1741281,287181,2885579,730,1252,41.9231588698206,71.9010889109799,13,30,0.746576801791325,1.72286954259537
Bauru,25,12,1741281,287181,2885579,1049,1480,60.2430050060846,84.9948974347047,21,39,1.20600867981676,2.23973040537397
Bauru,26,12,1741281,287181,2885579,1401,1682,80.4580076392036,96.5955523548468,33,26,1.8951564968549,1.49315360358265
Bauru,27,12,1741281,287181,2885579,1362,2031,78.2182772338296,116.638268033706,18,35,1.03372172555722,2.01001446636126
Bauru,28,12,1741281,287181,2885579,1513,2323,86.8900539315596,133.407531581634,24,41,1.37829563407629,2.35458837488033
Bauru,29,12,1741281,287181,2885579,1201,2404,68.9722106885678,138.059279346642,35,50,2.01001446636126,2.87144923765894
Bauru,30,12,1741281,287181,2885579,2952,3006,169.530362991384,172.631528168056,36,45,2.06744345111444,2.58430431389305
Bauru,31,12,1741281,287181,2885579,2823,2252,162.122023958224,129.330073664159,49,35,2.81402025290576,2.01001446636126
Bauru,32,12,1741281,287181,2885579,2857,2144,164.074609439832,123.127743310815,37,37,2.12487243586762,2.12487243586762
Bauru,33,12,1741281,287181,2885579,2674,2274,153.56510523,130.593511328729,46,51,2.64173329864623,2.92887822241212
Bauru,34,12,1741281,287181,2885579,2322,2092,133.350102596881,120.14143610365,30,30,1.72286954259537,1.72286954259537
Bauru,35,12,1741281,287181,2885579,2209,2350,126.860627319772,134.95811416997,37,27,2.12487243586762,1.55058258833583
Bauru,36,12,1741281,287181,2885579,2204,2356,126.573482396006,135.302688078489,43,35,2.46944634438669,2.01001446636126
Bauru,37,12,1741281,287181,2885579,2001,2152,114.915398491111,123.587175188841,33,46,1.8951564968549,2.64173329864623
Bauru,38,12,1741281,287181,2885579,2373,2071,136.278980819293,118.935427423833,26,38,1.49315360358265,2.1823014206208
Bauru,39,12,1741281,287181,2885579,2375,2148,136.3938387888,123.357459249828,37,27,2.12487243586762,1.55058258833583
Bauru,40,12,1741281,287181,2885579,2004,1919,115.08768544537,110.20622174135,50,36,2.87144923765894,2.06744345111444
Bauru,41,12,1741281,287181,2885579,2118,1529,121.634589707233,87.8089176876104,39,24,2.23973040537397,1.37829563407629
Bauru,42,12,1741281,287181,2885579,1403,1350,80.5728656087099,77.5291294167914,31,26,1.78029852734854,1.49315360358265
Bauru,43,12,1741281,287181,2885579,1660,1516,95.3321146902769,87.0623408858191,32,19,1.83772751210172,1.0911507103104
Bauru,44,12,1741281,287181,2885579,1597,1035,91.7140886508266,59.4389992195401,22,13,1.26343766456993,0.746576801791325
Bauru,45,12,1741281,287181,2885579,427,1366,24.5221764896074,78.4479931728423,20,12,1.14857969506358,0.689147817038146
Bauru,46,12,1741281,287181,2885579,1956,1399,112.331094177218,80.3431496696972,25,20,1.43572461882947,1.14857969506358
Bauru,47,12,1741281,287181,2885579,1438,1593,82.5828800750712,91.4843727118139,11,17,0.631718832284967,0.97629274080404
Bauru,48,12,1741281,287181,2885579,1516,1761,87.0623408858191,101.132442150348,20,34,1.14857969506358,1.95258548160808
Bauru,49,12,1741281,287181,2885579,2194,1784,125.999192548474,102.453308799671,18,28,1.03372172555722,1.60801157308901
Bauru,50,12,1741281,287181,2885579,2046,2052,117.499702805004,117.844276713523,29,21,1.66544055784219,1.20600867981676
Bauru,51,12,1741281,287181,2885579,2088,2196,119.911720164637,126.114050517981,24,30,1.37829563407629,1.72286954259537
Bauru,52,12,1741281,287181,2885579,1714,2249,98.4332798669485,129.157786709899,20,28,1.14857969506358,1.60801157308901
Bauru,53,12,1741281,287181,2885579,1777,2468,102.051305906399,141.734734370845,33,23,1.8951564968549,1.32086664932311
Campinas,9,3,4562125,691058,876341,0,15,0,0.328794147464175,0,0,0,0
Campinas,10,3,4562125,691058,876341,0,68,0,1.49053346850426,0,1,0,0.021919609830945
Campinas,11,3,4562125,691058,876341,0,114,0,2.49883552072773,0,11,0,0.241115708140395
Campinas,12,3,4562125,691058,876341,3,302,0.065758829492835,6.61972216894539,0,18,0,0.39455297695701
Campinas,13,3,4562125,691058,876341,9,290,0.197276488478505,6.35668685097405,0,23,0,0.504151026111735
Campinas,14,3,4562125,691058,876341,40,303,0.8767843932378,6.64164177877634,5,20,0.109598049154725,0.4383921966189
Campinas,15,3,4562125,691058,876341,139,360,3.04682576650136,7.8910595391402,9,18,0.197276488478505,0.39455297695701
Campinas,16,3,4562125,691058,876341,210,449,4.60311806449845,9.84190481409431,16,31,0.35071375729512,0.679507904759295
Campinas,17,3,4562125,691058,876341,195,587,4.27432391703428,12.8668109707647,27,44,0.591829465435515,0.96446283256158
Campinas,18,3,4562125,691058,876341,421,1063,9.22815573882785,23.3005452502945,21,48,0.460311806449845,1.05214127188536
Campinas,19,3,4562125,691058,876341,571,1112,12.5160972134696,24.3746061320109,32,64,0.70142751459024,1.40285502918048
Campinas,20,3,4562125,691058,876341,871,1606,19.0919801627531,35.2028933884977,27,100,0.591829465435515,2.1919609830945
Campinas,21,3,4562125,691058,876341,1076,1996,23.5855001780968,43.7515412225662,52,124,1.13981971120914,2.71803161903718
Campinas,22,3,4562125,691058,876341,1396,2581,30.5997753239992,56.5745129736691,61,158,1.33709619968765,3.46329835328931
