nome_drs,semana_epidem,cod_drs.x,pop,pop_60,area,casos_not,casos_sin,casos_not_pc,casos_sin_pc,obitos_not,obitos_sin,obitos_not_pc,obitos_sin_pc
Campinas,23,3,4562125,691058,876341,2272,4457,49.8013535359071,97.6957010165219,92,233,2.01660410444694,5.10726909061019
Campinas,24,3,4562125,691058,876341,2490,5207,54.5798284790531,114.135408389731,106,226,2.32347864208017,4.95383182179357
Campinas,25,3,4562125,691058,876341,4262,6293,93.4213770994876,137.940104666137,167,249,3.66057484176782,5.45798284790531
Campinas,26,3,4562125,691058,876341,5095,6518,111.680412088665,142.8720168781,182,257,3.98936898923199,5.63333972655287
Campinas,27,3,4562125,691058,876341,5300,8123,116.173932104009,178.052990656766,178,273,3.90169054990821,5.98405348384799
Campinas,28,3,4562125,691058,876341,6731,8788,147.540893772091,192.629531194345,212,280,4.64695728416034,6.1374907526646
Campinas,29,3,4562125,691058,876341,5190,8470,113.762775022605,185.659095268104,214,226,4.69079650382223,4.95383182179357
Campinas,30,3,4562125,691058,876341,8576,8238,187.982573910184,180.573745787325,250,210,5.47990245773625,4.60311806449845
Campinas,31,3,4562125,691058,876341,9357,7596,205.101789188152,166.501356275858,231,164,5.0634298709483,3.59481601227498
Campinas,32,3,4562125,691058,876341,9035,6720,198.043674822588,147.29977806395,242,142,5.30454557908869,3.11258459599419
Campinas,33,3,4562125,691058,876341,9907,6054,217.157574595172,132.701317916541,223,141,4.88807299230074,3.09066498616325
Campinas,34,3,4562125,691058,876341,6174,4946,135.331671096254,108.414390223854,181,126,3.96744937940105,2.76187083869907
Campinas,35,3,4562125,691058,876341,6300,4779,138.093541934954,104.753815382086,159,125,3.48521796312026,2.73995122886813
Campinas,36,3,4562125,691058,876341,5893,4411,129.172260733759,96.6873989642984,166,119,3.63865523193687,2.60843356988246
Campinas,37,3,4562125,691058,876341,3870,3561,84.8288900457572,78.0557306079952,123,77,2.69611200920624,1.68780995698277
Campinas,38,3,4562125,691058,876341,4051,2997,88.7963394251582,65.6930706633422,149,63,3.26602186481081,1.38093541934954
Campinas,39,3,4562125,691058,876341,4062,2646,89.0374551332986,57.9992876126805,123,57,2.69611200920624,1.24941776036387
Campinas,40,3,4562125,691058,876341,2549,2268,55.8730854590788,49.7136750965833,78,60,1.70972956681371,1.3151765898567
Campinas,41,3,4562125,691058,876341,2925,1833,64.1148587555141,40.1786448201222,153,33,3.35370030413459,0.723347124421185
Campinas,42,3,4562125,691058,876341,2681,1784,58.7664739567636,39.1045839384059,71,32,1.5562922979971,0.70142751459024
Campinas,43,3,4562125,691058,876341,2335,2053,51.1822889552566,45.0009589829301,49,28,1.07406088171631,0.61374907526646
Campinas,44,3,4562125,691058,876341,2164,1986,47.434035674165,43.5323451242568,51,32,1.1179001013782,0.70142751459024
Campinas,45,3,4562125,691058,876341,856,3091,18.7631860152889,67.753513987451,22,50,0.48223141628079,1.09598049154725
Campinas,46,3,4562125,691058,876341,3857,4297,84.5439351179549,94.1885634435707,52,56,1.13981971120914,1.22749815053292
Campinas,47,3,4562125,691058,876341,3578,5590,78.4283639751212,122.530618954983,45,84,0.986382442392525,1.84124722579938
Campinas,48,3,4562125,691058,876341,2961,6657,64.9039647094282,145.918842644601,51,80,1.1179001013782,1.7535687864756
Campinas,49,3,4562125,691058,876341,6224,7151,136.427651587802,156.747129901088,76,110,1.66589034715182,2.41115708140395
Campinas,50,3,4562125,691058,876341,6064,5794,132.920514014851,127.002219360495,69,94,1.51245307833521,2.06044332410883
Campinas,51,3,4562125,691058,876341,6920,5435,151.683700030139,119.133079431186,93,97,2.03852371427789,2.12620215360167
Campinas,52,3,4562125,691058,876341,4963,4869,108.78702359098,106.726580266871,68,65,1.49053346850426,1.42477463901143
Campinas,53,3,4562125,691058,876341,4645,4590,101.81658766474,100.611009124038,96,27,2.10428254377072,0.591829465435515
Franca,10,4,696336,109259,883822,0,1,0,0.143608832517635,0,0,0,0
Franca,12,4,696336,109259,883822,0,6,0,0.861652995105811,0,0,0,0
Franca,13,4,696336,109259,883822,0,7,0,1.00526182762345,0,0,0,0
Franca,14,4,696336,109259,883822,2,8,0.28721766503527,1.14887066014108,0,2,0,0.28721766503527
Franca,15,4,696336,109259,883822,2,12,0.28721766503527,1.72330599021162,0,0,0,0
Franca,16,4,696336,109259,883822,7,10,1.00526182762345,1.43608832517635,0,0,0,0
Franca,17,4,696336,109259,883822,4,31,0.574435330070541,4.45187380804669,0,3,0,0.430826497552905
Franca,18,4,696336,109259,883822,20,50,2.8721766503527,7.18044162588176,2,3,0.28721766503527,0.430826497552905
Franca,19,4,696336,109259,883822,18,55,2.58495898531743,7.89848578846993,1,1,0.143608832517635,0.143608832517635
Franca,20,4,696336,109259,883822,33,59,4.73909147308196,8.47292111854047,1,2,0.143608832517635,0.28721766503527
Franca,21,4,696336,109259,883822,64,68,9.19096528112865,9.76540061119919,0,7,0,1.00526182762345
Franca,22,4,696336,109259,883822,49,139,7.03683279336412,19.9616277199513,2,4,0.28721766503527,0.574435330070541
Franca,23,4,696336,109259,883822,75,216,10.7706624388226,31.0195078238092,5,13,0.718044162588176,1.86691482272926
Franca,24,4,696336,109259,883822,65,254,9.33457411364629,36.4766434594793,3,6,0.430826497552905,0.861652995105811
Franca,25,4,696336,109259,883822,253,390,36.3330346269617,56.0074446818777,5,14,0.718044162588176,2.01052365524689
Franca,26,4,696336,109259,883822,317,443,45.5239999080903,63.6187128053124,7,15,1.00526182762345,2.15413248776453
Franca,27,4,696336,109259,883822,226,595,32.4555961489855,85.4472553479929,4,21,0.574435330070541,3.01578548287034
Franca,28,4,696336,109259,883822,516,666,74.1021575790997,95.643482456745,11,22,1.57969715769399,3.15939431538797
Franca,29,4,696336,109259,883822,367,725,52.7044415339721,104.116403575285,15,20,2.15413248776453,2.8721766503527
Franca,30,4,696336,109259,883822,591,813,84.8728200179224,116.753980836837,15,28,2.15413248776453,4.02104731049378
Franca,31,4,696336,109259,883822,654,828,93.9201764665334,118.908113324602,14,28,2.01052365524689,4.02104731049378
Franca,32,4,696336,109259,883822,1113,1017,159.836630592128,146.050182670435,12,23,1.72330599021162,3.30300314790561
Franca,33,4,696336,109259,883822,993,993,142.603570690012,142.603570690012,30,32,4.30826497552906,4.59548264056433
Franca,34,4,696336,109259,883822,832,849,119.482548654672,121.923898807472,17,32,2.4413501527998,4.59548264056433
Franca,35,4,696336,109259,883822,1021,740,146.624618000506,106.27053606305,19,25,2.72856781783507,3.59022081294088
Franca,36,4,696336,109259,883822,879,888,126.232163783001,127.52464327566,30,23,4.30826497552906,3.30300314790561
Franca,37,4,696336,109259,883822,797,921,114.456239516555,132.263734748742,35,25,5.02630913811723,3.59022081294088
Franca,38,4,696336,109259,883822,1021,853,146.624618000506,122.498334137543,38,28,5.45713563567014,4.02104731049378
Franca,39,4,696336,109259,883822,996,828,143.034397187565,118.908113324602,19,27,2.72856781783507,3.87743847797615
Franca,40,4,696336,109259,883822,847,664,121.636681142437,95.3562647917097,28,23,4.02104731049378,3.30300314790561
Franca,41,4,696336,109259,883822,867,536,124.50885779279,76.9743342294525,38,18,5.45713563567014,2.58495898531743
Franca,42,4,696336,109259,883822,553,328,79.4156843822523,47.1036970657843,19,5,2.72856781783507,0.718044162588176
Franca,43,4,696336,109259,883822,683,372,98.0848326095448,53.4224856965603,32,4,4.59548264056433,0.574435330070541
Franca,44,4,696336,109259,883822,406,296,58.3051860021599,42.50821442522,9,7,1.29247949265872,1.00526182762345
Franca,45,4,696336,109259,883822,105,358,15.0789274143517,51.4119620413134,9,4,1.29247949265872,0.574435330070541
Franca,46,4,696336,109259,883822,591,286,84.8728200179224,41.0721261000437,10,10,1.43608832517635,1.43608832517635
Franca,47,4,696336,109259,883822,363,217,52.1300062039016,31.1631166563268,23,11,3.30300314790561,1.57969715769399
Franca,48,4,696336,109259,883822,282,221,40.4976907699731,31.7375519863974,13,5,1.86691482272926,0.718044162588176
Franca,49,4,696336,109259,883822,232,276,33.3172491440914,39.6360377748673,5,6,0.718044162588176,0.861652995105811
Franca,50,4,696336,109259,883822,212,310,30.4450724937387,44.5187380804669,6,7,0.861652995105811,1.00526182762345
Franca,51,4,696336,109259,883822,398,467,57.1563153420188,67.0653247857356,10,4,1.43608832517635,0.574435330070541
Franca,52,4,696336,109259,883822,251,530,36.0458169619264,76.1126812343466,5,9,0.718044162588176,1.29247949265872
Franca,53,4,696336,109259,883822,468,892,67.2089336182533,128.099078605731,10,5,1.43608832517635,0.718044162588176
Grande São Paulo,9,10,21138247,3056864,706660,1,145,0.00473076125943651,0.685960382618294,0,0,0,0
Grande São Paulo,10,10,21138247,3056864,706660,11,736,0.0520383738538016,3.48184028694527,0,45,0,0.212884256674643
Grande São Paulo,11,10,21138247,3056864,706660,52,2074,0.245999585490698,9.81159885207132,0,182,0,0.860998549217445
Grande São Paulo,12,10,21138247,3056864,706660,265,4327,1.25365173375067,20.4700039695818,9,484,0.0425768513349286,2.28968844956727
Grande São Paulo,13,10,21138247,3056864,706660,821,5627,3.88395499399737,26.6199936068492,57,712,0.269653391787881,3.36830201671879
Grande São Paulo,14,10,21138247,3056864,706660,2967,6804,14.0361686567481,32.188099609206,177,740,0.837344742920262,3.50076333198302
Grande São Paulo,15,10,21138247,3056864,706660,3403,7253,16.0987805658624,34.312211414693,257,803,1.21580564367518,3.79880129132752
Grande São Paulo,16,10,21138247,3056864,706660,4443,9555,21.0187722756764,45.2024238339158,349,998,1.65103567954334,4.72129973691764
Grande São Paulo,17,10,21138247,3056864,706660,5097,12561,24.1126901393479,59.423092179782,571,1221,2.70126467913825,5.77625949777198
Grande São Paulo,18,10,21138247,3056864,706660,9263,14514,43.8210415461604,68.6622689194615,790,1368,3.73730139495484,6.47168140290914
Grande São Paulo,19,10,21138247,3056864,706660,10244,16379,48.4619183416676,77.4851386683106,876,1406,4.14414686326638,6.65145033076773
Grande São Paulo,20,10,21138247,3056864,706660,12658,20836,59.8819760219473,98.5701416016191,924,1574,4.37122340371933,7.44621822235306
Grande São Paulo,21,10,21138247,3056864,706660,14132,22396,66.8551181183567,105.95012916634,1107,1395,5.23695271419621,6.59941195691393
Grande São Paulo,22,10,21138247,3056864,706660,19343,23359,91.5071150412804,110.505852259177,1182,1284,5.59175980865395,6.07429745711648
Grande São Paulo,23,10,21138247,3056864,706660,22404,26095,105.987975256416,123.449215064996,1153,1195,5.45456773213029,5.65325970502663
Grande São Paulo,24,10,21138247,3056864,706660,21034,24555,99.5068323309875,116.163842725463,1163,1027,5.50187534472466,4.85849181344129
Grande São Paulo,25,10,21138247,3056864,706660,25257,25039,119.484837129588,118.453531175031,1269,923,6.00333603822493,4.3664926424599
Grande São Paulo,26,10,21138247,3056864,706660,27160,22432,128.487475806296,106.12043657168,1074,793,5.08083759263481,3.75149367873315
Grande São Paulo,27,10,21138247,3056864,706660,24538,26235,116.083419784053,124.111521641317,1092,898,5.16599129530467,4.24822361097398
Grande São Paulo,28,10,21138247,3056864,706660,23287,27673,110.165237448498,130.914356332386,981,875,4.64087679550722,4.13941610200694
Grande São Paulo,29,10,21138247,3056864,706660,21269,24182,100.618561226955,114.399268775694,1033,763,4.88687638099791,3.60957084095006
Grande São Paulo,30,10,21138247,3056864,706660,26657,23453,126.107902892799,110.950543817564,884,717,4.18199295334187,3.39195582301598
Grande São Paulo,31,10,21138247,3056864,706660,32638,22469,154.402585985489,106.295474738279,730,660,3.45345571938865,3.1223024312281
Grande São Paulo,32,10,21138247,3056864,706660,25787,19946,121.992140597089,94.3597640807206,819,556,3.8744934714785,2.6303032602467
Grande São Paulo,33,10,21138247,3056864,706660,33565,18158,158.788001672986,85.9011629488481,835,484,3.95018565162948,2.28968844956727
Grande São Paulo,34,10,21138247,3056864,706660,19343,14753,91.5071150412804,69.7929208604668,756,457,3.576455512134,2.16195789556248
Grande São Paulo,35,10,21138247,3056864,706660,19842,15266,93.8677649097392,72.2198013865577,775,423,3.66633997606329,2.00111201274164
Grande São Paulo,36,10,21138247,3056864,706660,17990,14122,85.1063950572628,66.8078105057624,574,427,2.71545696291656,2.02003505777939
Grande São Paulo,37,10,21138247,3056864,706660,12434,11710,58.8222854998335,55.3972143480015,576,305,2.72491848543543,1.44288218412814
Grande São Paulo,38,10,21138247,3056864,706660,14043,9914,66.4340803662669,46.9007671260535,614,290,2.90468741329402,1.37192076523659
Grande São Paulo,39,10,21138247,3056864,706660,12494,9085,59.1061311753997,42.9789660419807,427,245,2.02003505777939,1.15903650856194
Grande São Paulo,40,10,21138247,3056864,706660,10764,8443,50.9219141965746,39.9418173134224,511,279,2.41741900357206,1.31988239138279
Grande São Paulo,41,10,21138247,3056864,706660,10492,9198,49.6351471340079,43.513542064297,402,227,1.90176602629348,1.07388280589209
Grande São Paulo,42,10,21138247,3056864,706660,10033,9818,47.4637277159265,46.4466140451476,289,181,1.36719000397715,0.856267787958008
Grande São Paulo,43,10,21138247,3056864,706660,10112,11310,47.837457855422,53.5049098442269,305,247,1.44288218412814,1.16849803108082
Grande São Paulo,44,10,21138247,3056864,706660,11225,10912,53.1027951371748,51.6220668629712,263,264,1.2441902112318,1.24892097249124
Grande São Paulo,45,10,21138247,3056864,706660,3984,15402,18.8473528575951,72.8631849178411,169,334,0.79949865284477,1.58007426065179
Grande São Paulo,46,10,21138247,3056864,706660,19241,18381,91.0245773928179,86.9561227097025,356,432,1.6841510083594,2.04368886407657
Grande São Paulo,47,10,21138247,3056864,706660,17622,19664,83.3654749137902,93.0256894055595,409,504,1.93488135510953,2.384303674756
Grande São Paulo,48,10,21138247,3056864,706660,15458,20021,73.1281075483696,94.7145711751783,403,497,1.90649678755291,2.35118834593994
Grande São Paulo,49,10,21138247,3056864,706660,20558,19458,97.2549899714957,92.0511525861156,553,531,2.61611097646839,2.51203422876079
Grande São Paulo,50,10,21138247,3056864,706660,20212,16581,95.6181465757307,78.4407524427167,517,461,2.44580357112867,2.18088094060023
Grande São Paulo,51,10,21138247,3056864,706660,19322,14563,91.4077690548322,68.8940762211739,611,334,2.89049512951571,1.58007426065179
Grande São Paulo,52,10,21138247,3056864,706660,15366,14595,72.6928775125014,69.0454605814758,356,259,1.6841510083594,1.22526716619406
Grande São Paulo,53,10,21138247,3056864,706660,16079,14089,76.0659102904796,66.651695384201,424,174,2.00584277400108,0.823152459141952
Marília,9,5,1109670,200936,1966309,0,5,0,0.450584407977146,0,0,0,0
Marília,10,5,1109670,200936,1966309,0,4,0,0.360467526381717,0,0,0,0
Marília,11,5,1109670,200936,1966309,0,20,0,1.80233763190859,0,1,0,0.0901168815954293
Marília,12,5,1109670,200936,1966309,0,34,0,3.0639739742446,0,2,0,0.180233763190859
Marília,13,5,1109670,200936,1966309,0,22,0,1.98257139509944,0,1,0,0.0901168815954293
Marília,14,5,1109670,200936,1966309,2,30,0.180233763190859,2.70350644786288,0,2,0,0.180233763190859
Marília,15,5,1109670,200936,1966309,9,25,0.811051934358863,2.25292203988573,1,2,0.0901168815954293,0.180233763190859
Marília,16,5,1109670,200936,1966309,20,48,1.80233763190859,4.32561031658061,1,5,0.0901168815954293,0.450584407977146
Marília,17,5,1109670,200936,1966309,19,70,1.71222075031316,6.30818171168005,3,6,0.270350644786288,0.540701289572576
Marília,18,5,1109670,200936,1966309,50,86,4.50584407977146,7.75005181720692,5,6,0.450584407977146,0.540701289572576
Marília,19,5,1109670,200936,1966309,48,74,4.32561031658061,6.66864923806177,3,2,0.270350644786288,0.180233763190859
Marília,20,5,1109670,200936,1966309,98,145,8.83145439635207,13.0669478313372,2,3,0.180233763190859,0.270350644786288
Marília,21,5,1109670,200936,1966309,82,176,7.3895842908252,15.8605711607956,6,3,0.540701289572576,0.270350644786288
Marília,22,5,1109670,200936,1966309,117,202,10.5436751466652,18.2036100822767,2,4,0.180233763190859,0.360467526381717
Marília,23,5,1109670,200936,1966309,164,345,14.7791685816504,31.0903241504231,5,11,0.450584407977146,0.991285697549722
Marília,24,5,1109670,200936,1966309,181,372,16.3111555687727,33.5234799534997,5,16,0.450584407977146,1.44187010552687
Marília,25,5,1109670,200936,1966309,428,566,38.5700253228437,51.006154983013,7,9,0.630818171168005,0.811051934358863
Marília,26,5,1109670,200936,1966309,470,536,42.3549343498518,48.3026485351501,9,13,0.811051934358863,1.17151946074058
Marília,27,5,1109670,200936,1966309,368,735,33.163012427118,66.2359079726405,13,15,1.17151946074058,1.35175322393144
Marília,28,5,1109670,200936,1966309,670,950,60.3783106689376,85.6110375156578,13,28,1.17151946074058,2.52327268467202
Marília,29,5,1109670,200936,1966309,578,894,52.0875575621581,80.5644921463138,12,14,1.08140257914515,1.26163634233601
Marília,30,5,1109670,200936,1966309,953,911,85.8813881604441,82.0964791334361,18,16,1.62210386871773,1.44187010552687
Marília,31,5,1109670,200936,1966309,1009,920,90.9279335297881,82.9075310677949,21,17,1.89245451350401,1.5319869871223
Marília,32,5,1109670,200936,1966309,1011,898,91.108167292979,80.9249596726955,12,14,1.08140257914515,1.26163634233601
Marília,33,5,1109670,200936,1966309,1045,874,94.1721412672236,78.7621545144052,16,8,1.44187010552687,0.720935052763434
Marília,34,5,1109670,200936,1966309,899,733,81.0150765542909,66.0556742094497,16,25,1.44187010552687,2.25292203988573
Marília,35,5,1109670,200936,1966309,955,887,86.061621923635,79.9336739751458,15,21,1.35175322393144,1.89245451350401
Marília,36,5,1109670,200936,1966309,849,851,76.5092324745195,76.6894662377103,17,19,1.5319869871223,1.71222075031316
Marília,37,5,1109670,200936,1966309,793,749,71.4626871051754,67.4975443149765,18,19,1.62210386871773,1.71222075031316
Marília,38,5,1109670,200936,1966309,938,809,84.5296349365127,72.9045572107023,24,16,2.1628051582903,1.44187010552687
Marília,39,5,1109670,200936,1966309,750,755,67.587661196572,68.0382456045491,17,11,1.5319869871223,0.991285697549722
Marília,40,5,1109670,200936,1966309,712,766,64.1632196959456,69.0295313020988,9,20,0.811051934358863,1.80233763190859
Marília,41,5,1109670,200936,1966309,864,700,77.8609856984509,63.0818171168005,27,12,2.43315580307659,1.08140257914515
Marília,42,5,1109670,200936,1966309,658,641,59.2969080897925,57.7649211026702,14,11,1.26163634233601,0.991285697549722
Marília,43,5,1109670,200936,1966309,677,834,61.0091288401056,75.157479250588,14,14,1.26163634233601,1.26163634233601
Marília,44,5,1109670,200936,1966309,767,508,69.1196481836943,45.7793758504781,9,12,0.811051934358863,1.08140257914515
Marília,45,5,1109670,200936,1966309,326,709,29.3781034001099,63.8928690511594,9,15,0.811051934358863,1.35175322393144
Marília,46,5,1109670,200936,1966309,854,722,76.9598168824966,65.0643885118999,15,11,1.35175322393144,0.991285697549722
Marília,47,5,1109670,200936,1966309,749,812,67.4975443149765,73.1749078554886,18,19,1.62210386871773,1.71222075031316
Marília,48,5,1109670,200936,1966309,710,957,63.9829859327548,86.2418556868258,15,15,1.35175322393144,1.35175322393144
Marília,49,5,1109670,200936,1966309,916,1171,82.5470635414132,105.526868348248,10,20,0.901168815954293,1.80233763190859
Marília,50,5,1109670,200936,1966309,1134,1414,102.192543729217,127.425270575937,15,20,1.35175322393144,1.80233763190859
Marília,51,5,1109670,200936,1966309,1418,1684,127.785738102319,151.756828606703,15,26,1.35175322393144,2.34303892148116
Marília,52,5,1109670,200936,1966309,1288,1671,116.070543494913,150.585309145962,19,19,1.71222075031316,1.71222075031316
Marília,53,5,1109670,200936,1966309,1244,1731,112.105400704714,155.992322041688,26,16,2.34303892148116,1.44187010552687
Piracicaba,9,11,1539600,244681,790693,0,7,0,0.454663548973759,0,0,0,0
Piracicaba,10,11,1539600,244681,790693,0,9,0,0.584567420109119,0,0,0,0
Piracicaba,11,11,1539600,244681,790693,0,23,0,1.49389451805664,0,3,0,0.19485580670304
Piracicaba,12,11,1539600,244681,790693,0,55,0,3.5723564562224,0,4,0,0.25980774227072
Piracicaba,13,11,1539600,244681,790693,0,45,0,2.9228371005456,0,3,0,0.19485580670304
Piracicaba,14,11,1539600,244681,790693,10,61,0.649519355676799,3.96206806962847,0,4,0,0.25980774227072
Piracicaba,15,11,1539600,244681,790693,15,53,0.974279033515199,3.44245258508704,1,6,0.0649519355676799,0.38971161340608
Piracicaba,16,11,1539600,244681,790693,30,94,1.9485580670304,6.10548194336191,7,10,0.454663548973759,0.649519355676799
Piracicaba,17,11,1539600,244681,790693,49,152,3.18264484281632,9.87269420628735,7,10,0.454663548973759,0.649519355676799
Piracicaba,18,11,1539600,244681,790693,138,219,8.96336710833983,14.2244738893219,10,11,0.649519355676799,0.714471291244479
Piracicaba,19,11,1539600,244681,790693,176,261,11.4315406599117,16.9524551831645,4,5,0.25980774227072,0.3247596778384
Piracicaba,20,11,1539600,244681,790693,191,400,12.4058196934269,25.980774227072,6,25,0.38971161340608,1.623798389192
Piracicaba,21,11,1539600,244681,790693,260,572,16.8875032475968,37.1525071447129,9,28,0.584567420109119,1.81865419589504
Piracicaba,22,11,1539600,244681,790693,386,757,25.0714471291244,49.1686152247337,10,24,0.649519355676799,1.55884645362432
Piracicaba,23,11,1539600,244681,790693,565,1564,36.6978435957392,101.584827227851,26,62,1.68875032475968,4.02702000519615
Piracicaba,24,11,1539600,244681,790693,787,2132,51.1171732917641,138.477526630294,17,64,1.10418290465056,4.15692387633151
Piracicaba,25,11,1539600,244681,790693,1213,2532,78.7866978435957,164.458300857366,44,91,2.85788516497792,5.91062613665887
Piracicaba,26,11,1539600,244681,790693,1506,2737,97.817614964926,177.77344764874,49,63,3.18264484281632,4.09197194076383
Piracicaba,27,11,1539600,244681,790693,1863,3639,121.005455962588,236.360093530787,46,116,2.98778903611328,7.53442452585087
Piracicaba,28,11,1539600,244681,790693,3071,3636,199.467394128345,236.165237724084,69,93,4.48168355416991,6.04053000779423
Piracicaba,29,11,1539600,244681,790693,2355,3427,152.961808261886,222.590283190439,82,91,5.32605871654975,5.91062613665887
Piracicaba,30,11,1539600,244681,790693,3413,3467,221.680956092492,225.188360613146,83,76,5.39101065211743,4.93634710314367
Piracicaba,31,11,1539600,244681,790693,3553,2652,230.774227071967,172.252533125487,100,56,6.49519355676799,3.63730839179008
Piracicaba,32,11,1539600,244681,790693,2992,2295,194.336191218498,149.064692127825,85,57,5.52091452325279,3.70226032735776
Piracicaba,33,11,1539600,244681,790693,2830,2322,183.813977656534,150.818394388153,71,56,4.61158742530527,3.63730839179008
Piracicaba,34,11,1539600,244681,790693,2337,2016,151.792673421668,130.943102104443,57,56,3.70226032735776,3.63730839179008
Piracicaba,35,11,1539600,244681,790693,2541,1876,165.042868277475,121.849831124968,64,40,4.15692387633151,2.5980774227072
Piracicaba,36,11,1539600,244681,790693,3684,2047,239.282930631333,132.956612107041,75,31,4.87139516757599,2.01351000259808
Piracicaba,37,11,1539600,244681,790693,2570,1890,166.926474408937,122.759158222915,44,33,2.85788516497792,2.14341387373344
Piracicaba,38,11,1539600,244681,790693,2342,1916,152.117433099506,124.447908547675,46,25,2.98778903611328,1.623798389192
Piracicaba,39,11,1539600,244681,790693,2316,1577,150.428682774747,102.429202390231,47,29,3.05274097168096,1.88360613146272
Piracicaba,40,11,1539600,244681,790693,1686,1309,109.508963367108,85.022083658093,29,19,1.88360613146272,1.23408677578592
Piracicaba,41,11,1539600,244681,790693,1922,1186,124.837620161081,77.0329955832684,48,18,3.11769290724864,1.16913484021824
Piracicaba,42,11,1539600,244681,790693,1261,877,81.9043907508444,56.9628474928553,28,7,1.81865419589504,0.454663548973759
Piracicaba,43,11,1539600,244681,790693,1430,1089,92.8812678617823,70.7326578332034,14,15,0.909327097947519,0.974279033515199
Piracicaba,44,11,1539600,244681,790693,1060,782,68.8490517017407,50.7924136139257,12,12,0.779423226812159,0.779423226812159
Piracicaba,45,11,1539600,244681,790693,392,861,25.4611587425305,55.9236165237724,9,7,0.584567420109119,0.454663548973759
Piracicaba,46,11,1539600,244681,790693,1401,1034,90.9976617303196,67.160301376981,7,19,0.454663548973759,1.23408677578592
Piracicaba,47,11,1539600,244681,790693,1120,1093,72.7461678358015,70.9924655754741,15,23,0.974279033515199,1.49389451805664
Piracicaba,48,11,1539600,244681,790693,685,1383,44.4920758638607,89.8285268901013,11,14,0.714471291244479,0.909327097947519
Piracicaba,49,11,1539600,244681,790693,1376,1697,89.3738633411276,110.223434658353,19,20,1.23408677578592,1.2990387113536
Piracicaba,50,11,1539600,244681,790693,1777,1705,115.419589503767,110.743050142894,24,31,1.55884645362432,2.01351000259808
Piracicaba,51,11,1539600,244681,790693,1731,1711,112.431800467654,111.1327617563,26,19,1.68875032475968,1.23408677578592
Piracicaba,52,11,1539600,244681,790693,1041,2078,67.6149649259548,134.970122109639,16,17,1.03923096908288,1.10418290465056
Piracicaba,53,11,1539600,244681,790693,1479,2260,96.0639127045986,146.791374382957,23,6,1.49389451805664,0.38971161340608
Presidente Prudente,9,2,752260,133347,1884239,0,1,0,0.132932762608673,0,0,0,0
Presidente Prudente,10,2,752260,133347,1884239,0,2,0,0.265865525217345,0,0,0,0
Presidente Prudente,11,2,752260,133347,1884239,0,9,0,1.19639486347805,0,0,0,0
Presidente Prudente,12,2,752260,133347,1884239,0,27,0,3.58918459043416,0,4,0,0.53173105043469
Presidente Prudente,13,2,752260,133347,1884239,0,37,0,4.91851221652088,0,5,0,0.664663813043363
Presidente Prudente,14,2,752260,133347,1884239,1,26,0.132932762608673,3.45625182782549,1,6,0.132932762608673,0.797596575652035
Presidente Prudente,15,2,752260,133347,1884239,9,27,1.19639486347805,3.58918459043416,5,1,0.664663813043363,0.132932762608673
Presidente Prudente,16,2,752260,133347,1884239,12,59,1.59519315130407,7.84303299391168,2,5,0.265865525217345,0.664663813043363
Presidente Prudente,17,2,752260,133347,1884239,17,73,2.25985696434743,9.7040916704331,4,2,0.53173105043469,0.265865525217345
Presidente Prudente,18,2,752260,133347,1884239,29,90,3.8550501156515,11.9639486347805,1,6,0.132932762608673,0.797596575652035
Presidente Prudente,19,2,752260,133347,1884239,91,88,12.0968813973892,11.6980831095632,7,7,0.930529338260708,0.930529338260708
Presidente Prudente,20,2,752260,133347,1884239,113,101,15.02140217478,13.4262090234759,4,6,0.53173105043469,0.797596575652035
Presidente Prudente,21,2,752260,133347,1884239,73,77,9.7040916704331,10.2358227208678,5,2,0.664663813043363,0.265865525217345
Presidente Prudente,22,2,752260,133347,1884239,56,122,7.44423470608566,16.217797038258,1,4,0.132932762608673,0.53173105043469
Presidente Prudente,23,2,752260,133347,1884239,117,193,15.5531332252147,25.6560231834738,7,6,0.930529338260708,0.797596575652035
Presidente Prudente,24,2,752260,133347,1884239,112,308,14.8884694121713,40.9432908834711,2,6,0.265865525217345,0.797596575652035
Presidente Prudente,25,2,752260,133347,1884239,170,389,22.5985696434743,51.7108446547736,5,12,0.664663813043363,1.59519315130407
Presidente Prudente,26,2,752260,133347,1884239,322,466,42.8043495599926,61.9466673756414,9,20,1.19639486347805,2.65865525217345
Presidente Prudente,27,2,752260,133347,1884239,465,637,61.8137346130327,84.6781697817244,8,23,1.06346210086938,3.05745353999947
Presidente Prudente,28,2,752260,133347,1884239,512,816,68.0615744556403,108.473134288677,10,26,1.32932762608673,3.45625182782549
Presidente Prudente,29,2,752260,133347,1884239,447,901,59.4209448860766,119.772419110414,19,21,2.52572248956478,2.79158801478212
Presidente Prudente,30,2,752260,133347,1884239,854,796,113.524579267806,105.814479036503,18,16,2.39278972695611,2.12692420173876
Presidente Prudente,31,2,752260,133347,1884239,786,742,104.485151410417,98.636109855635,25,23,3.32331906521681,3.05745353999947
Presidente Prudente,32,2,752260,133347,1884239,989,790,131.470502219977,105.016882460851,19,28,2.52572248956478,3.72211735304283
Presidente Prudente,33,2,752260,133347,1884239,954,777,126.817855528674,103.288756546939,20,21,2.65865525217345,2.79158801478212
