"estimate","lower","upper","onset_date","n.reported"
8,8,8,2020-02-21,8
9,9,11,2020-02-22,9
8,8,12,2020-02-23,8
6,6,10,2020-02-24,6
10,9,14,2020-02-25,9
7,6,12,2020-02-26,6
7,6,12,2020-02-27,6
16,14,22,2020-02-28,14
8,5,13,2020-02-29,5
20,16,27,2020-03-01,16
15,11,23,2020-03-02,10
35,28,45,2020-03-03,26
39,31,50,2020-03-04,27
42,33,57,2020-03-05,27
53,42,69,2020-03-06,33
53,41,72,2020-03-07,30
82,65,107,2020-03-08,46
129,105,166,2020-03-09,71
182,149,230.025,2020-03-10,95
213,174,270,2020-03-11,105
299,245,374,2020-03-12,140
346,284,431,2020-03-13,154
455,373,565,2020-03-14,191
608,503,753,2020-03-15,241
814,669,1010,2020-03-16,294
874,718,1091,2020-03-17,286
941,772,1176,2020-03-18,285
1068,874,1336,2020-03-19,295
1674,1383,2098,2020-03-20,426
1415,1163,1788,2020-03-21,305
1606,1310,2020.025,2020-03-22,302
1890,1546,2406.025,2020-03-23,310
2014,1645.975,2561,2020-03-24,268
1934,1568,2483.025,2020-03-25,196
2234,1801.975,2864,2020-03-26,182
2141,1687.975,2780.025,2020-03-27,124
2625,2013.975,3495.025,2020-03-28,97
3277,2461.975,4490,2020-03-29,69
2931.5,1945.975,4365.05,2020-03-30,18
3313,1889,5880.025,2020-03-31,6
