"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-03-13,NA
3,3,3,2020-03-14,NA
2,2,2,2020-03-15,1
4,4,4,2020-03-16,3
6,6,6,2020-03-17,2
9,9,9,2020-03-18,4
8,8,8,2020-03-19,6
10,10,10,2020-03-20,9
16,16,17,2020-03-21,8
17,17,18,2020-03-22,10
13,13,14,2020-03-23,16
15,15,16,2020-03-24,17
17,17,18,2020-03-25,13
26,26,28,2020-03-26,15
23,23,25,2020-03-27,17
21,21,23,2020-03-28,26
34,34,36,2020-03-29,23
31,31,33,2020-03-30,21
37,37,40,2020-03-31,34
33,33,36,2020-04-01,31
42,41,45,2020-04-02,37
40,39,44,2020-04-03,33
37,36,42,2020-04-04,41
42,40,47,2020-04-05,39
32,29,36,2020-04-06,36
28,25,33,2020-04-07,40
35,31,40,2020-04-08,29
28,25,33,2020-04-09,25
29,25,35,2020-04-10,31
45,40,52,2020-04-11,24
22,18,28,2020-04-12,24
39,34,47,2020-04-13,38
23,18,29,2020-04-14,16
22,17,29,2020-04-15,31
19,15,26,2020-04-16,16
12,8,19,2020-04-17,15
17,12,23,2020-04-18,13
14,10,20,2020-04-19,7
4,0,10,2020-04-20,11
5,1,11,2020-04-21,9
