"data";"tot.pass";"est.pagantes";"est.grat";"tot.grat";"semana";"semana.num";"semana.dia1";"ano";"estudantes";"grat.no.est"
2019-10-15;8725891;238368;633481;1440709;"2019-W42";42;2019-10-13;"2019";871849;807228
2019-10-16;9273646;283930;885055;1487966;"2019-W42";42;2019-10-13;"2019";1168985;602911
2019-10-17;9213979;280863;884667;1439343;"2019-W42";42;2019-10-13;"2019";1165530;554676
2019-10-18;8844417;249336;788924;1376944;"2019-W42";42;2019-10-13;"2019";1038260;588020
2019-10-19;5439237;108904;438869;910659;"2019-W42";42;2019-10-13;"2019";547773;471790
2019-10-20;2989975;53628;229250;571466;"2019-W43";43;2019-10-20;"2019";282878;342216
2019-10-21;8312030;253338;811782;1310115;"2019-W43";43;2019-10-20;"2019";1065120;498333
2019-10-22;9087230;276043;891908;1438312;"2019-W43";43;2019-10-20;"2019";1167951;546404
2019-10-23;9104698;273667;878074;1444659;"2019-W43";43;2019-10-20;"2019";1151741;566585
2019-10-24;9010562;266482;857749;1401355;"2019-W43";43;2019-10-20;"2019";1124231;543606
2019-10-25;8931318;242774;789285;1421559;"2019-W43";43;2019-10-20;"2019";1032059;632274
2019-10-26;5368957;101202;388518;914223;"2019-W43";43;2019-10-20;"2019";489720;525705
2019-10-27;3014956;49600;208907;595192;"2019-W44";44;2019-10-27;"2019";258507;386285
2019-10-28;7921712;208514;516558;1275430;"2019-W44";44;2019-10-27;"2019";725072;758872
2019-10-29;8993896;247406;764647;1457671;"2019-W44";44;2019-10-27;"2019";1012053;693024
2019-10-30;9043067;237396;733820;1460821;"2019-W44";44;2019-10-27;"2019";971216;727001
2019-10-31;8987140;223961;676089;1438094;"2019-W44";44;2019-10-27;"2019";900050;762005
2019-11-01;8975138;222384;779575;1464068;"2019-W44";44;2019-10-27;"2019";1001959;684493
2019-11-02;4233002;70795;311684;801967;"2019-W44";44;2019-10-27;"2019";382479;490283
2019-11-03;3065960;53194;258385;589694;"2019-W45";45;2019-11-03;"2019";311579;331309
2019-11-04;8863149;258432;859986;1443167;"2019-W45";45;2019-11-03;"2019";1118418;583181
2019-11-05;8925098;263669;849359;1453180;"2019-W45";45;2019-11-03;"2019";1113028;603821
2019-11-06;9137042;280730;817898;1496025;"2019-W45";45;2019-11-03;"2019";1098628;678127
2019-11-07;9302310;283181;864643;1515666;"2019-W45";45;2019-11-03;"2019";1147824;651023
2019-11-08;9154502;266983;830101;1472196;"2019-W45";45;2019-11-03;"2019";1097084;642095
2019-11-09;5664348;116571;434995;963926;"2019-W45";45;2019-11-03;"2019";551566;528931
2019-11-10;3086199;58901;251879;590446;"2019-W46";46;2019-11-10;"2019";310780;338567
2019-11-11;9024271;277487;855291;1473177;"2019-W46";46;2019-11-10;"2019";1132778;617886
2019-11-12;9252732;291453;892455;1497593;"2019-W46";46;2019-11-10;"2019";1183908;605138
2019-11-13;9246862;292222;887231;1497157;"2019-W46";46;2019-11-10;"2019";1179453;609926
2019-11-14;8820825;261936;801053;1383166;"2019-W46";46;2019-11-10;"2019";1062989;582113
2019-11-15;3365609;57006;239277;551421;"2019-W46";46;2019-11-10;"2019";296283;312144
2019-11-16;4818319;84528;350280;883629;"2019-W46";46;2019-11-10;"2019";434808;533349
2019-11-17;2864005;48296;208811;576679;"2019-W47";47;2019-11-17;"2019";257107;367868
2019-11-18;8239704;254282;785954;1330757;"2019-W47";47;2019-11-17;"2019";1040236;544803
2019-11-19;7584930;232575;703082;1207938;"2019-W47";47;2019-11-17;"2019";935657;504856
2019-11-20;4051093;74625;297043;710674;"2019-W47";47;2019-11-17;"2019";371668;413631
2019-11-21;8604672;263053;815944;1368946;"2019-W47";47;2019-11-17;"2019";1078997;553002
2019-11-22;7436174;219137;670637;1144134;"2019-W47";47;2019-11-17;"2019";889774;473497
2019-11-23;3977239;78885;299371;658296;"2019-W47";47;2019-11-17;"2019";378256;358925
2019-11-24;2932514;53095;222614;585758;"2019-W48";48;2019-11-24;"2019";275709;363144
2019-11-25;8830052;252092;826150;1448151;"2019-W48";48;2019-11-24;"2019";1078242;622001
2019-11-26;9004351;253554;816702;1468299;"2019-W48";48;2019-11-24;"2019";1070256;651597
2019-11-27;8804850;240806;755227;1435051;"2019-W48";48;2019-11-24;"2019";996033;679824
2019-11-28;8523156;222219;710515;1290070;"2019-W48";48;2019-11-24;"2019";932734;579555
2019-11-29;8772979;211424;684013;1433178;"2019-W48";48;2019-11-24;"2019";895437;749165
2019-11-30;5356595;90612;335075;899488;"2019-W48";48;2019-11-24;"2019";425687;564413
2019-12-01;3225535;48635;218862;624695;"2019-W49";49;2019-12-01;"2019";267497;405833
2019-12-02;8757269;212752;728510;1453885;"2019-W49";49;2019-12-01;"2019";941262;725375
2019-12-03;9049424;231452;751123;1513686;"2019-W49";49;2019-12-01;"2019";982575;762563
2019-12-04;9013339;229717;736927;1513583;"2019-W49";49;2019-12-01;"2019";966644;776656
2019-12-05;8907609;223816;706023;1465531;"2019-W49";49;2019-12-01;"2019";929839;759508
2019-12-06;9021275;218094;620751;1527605;"2019-W49";49;2019-12-01;"2019";838845;906854
2019-12-07;6048570;116238;412017;1026372;"2019-W49";49;2019-12-01;"2019";528255;614355
2019-12-08;3459212;60802;234977;662810;"2019-W50";50;2019-12-08;"2019";295779;427833
2019-12-09;8618495;199131;577340;1450693;"2019-W50";50;2019-12-08;"2019";776471;873353
2019-12-10;8560406;194355;554002;1409789;"2019-W50";50;2019-12-08;"2019";748357;855787
2019-12-11;8736139;190371;556667;1473707;"2019-W50";50;2019-12-08;"2019";747038;917040
2019-12-12;8837765;186371;550495;1467147;"2019-W50";50;2019-12-08;"2019";736866;916652
2019-12-13;8602678;169778;512067;1407846;"2019-W50";50;2019-12-08;"2019";681845;895779
2019-12-14;5620676;90642;328293;945739;"2019-W50";50;2019-12-08;"2019";418935;617446
2019-12-15;3471378;53707;209437;653401;"2019-W51";51;2019-12-15;"2019";263144;443964
2019-12-16;8305187;142120;402535;1410090;"2019-W51";51;2019-12-15;"2019";544655;1007555
2019-12-17;8307725;136691;366212;1383920;"2019-W51";51;2019-12-15;"2019";502903;1017708
2019-12-18;8233877;128902;335829;1369306;"2019-W51";51;2019-12-15;"2019";464731;1033477
2019-12-19;8338943;124273;322410;1412306;"2019-W51";51;2019-12-15;"2019";446683;1089896
2019-12-20;8350798;116718;310128;1410908;"2019-W51";51;2019-12-15;"2019";426846;1100780
2019-12-21;5727563;70257;229005;966802;"2019-W51";51;2019-12-15;"2019";299262;737797
2019-12-22;3466812;38712;132837;655077;"2019-W52";52;2019-12-22;"2019";171549;522240
2019-12-23;6766161;75038;208558;1180090;"2019-W52";52;2019-12-22;"2019";283596;971532
2019-12-24;4549967;38732;132522;817165;"2019-W52";52;2019-12-22;"2019";171254;684643
2019-12-25;1714555;15402;55176;328212;"2019-W52";52;2019-12-22;"2019";70578;273036
2019-12-26;6064547;61977;150650;1060230;"2019-W52";52;2019-12-22;"2019";212627;909580
2019-12-27;6483142;62785;157469;1178538;"2019-W52";52;2019-12-22;"2019";220254;1021069
2019-12-28;4527820;38548;117088;849606;"2019-W52";52;2019-12-22;"2019";155636;732518
2019-12-29;2728983;21421;70356;571314;"2020-W01";1;2019-12-29;"2019";91777;500958
2019-12-30;5458108;42330;116958;1083989;"2020-W01";1;2019-12-29;"2019";159288;967031
2019-12-31;3307579;20247;67374;670880;"2020-W01";1;2019-12-29;"2019";87621;603506
2020-01-01;1510667;10425;33415;299007;"2020-W01";1;2019-12-29;"2020";43840;265592
2020-01-02;5180666;34152;75375;936811;"2020-W01";1;2019-12-29;"2020";109527;861436
2020-01-03;6041922;38774;91554;1142745;"2020-W01";1;2019-12-29;"2020";130328;1051191
2020-01-04;4094846;23324;66553;794387;"2020-W01";1;2019-12-29;"2020";89877;727834
2020-01-05;2470913;14239;41445;538064;"2020-W02";2;2020-01-05;"2020";55684;496619
2020-01-06;7231256;53099;83;1350266;"2020-W02";2;2020-01-05;"2020";53182;1350183
2020-01-07;7446019;51522;37;1353394;"2020-W02";2;2020-01-05;"2020";51559;1353357
2020-01-08;7406739;46202;175;1340312;"2020-W02";2;2020-01-05;"2020";46377;1340137
2020-01-09;7459897;43726;16;1315765;"2020-W02";2;2020-01-05;"2020";43742;1315749
2020-01-10;7557759;42578;31;1341271;"2020-W02";2;2020-01-05;"2020";42609;1341240
2020-01-11;4736997;22795;29;862284;"2020-W02";2;2020-01-05;"2020";22824;862255
2020-01-12;2583099;11020;13;542486;"2020-W03";3;2020-01-12;"2020";11033;542473
2020-01-13;7418355;40189;41;1314525;"2020-W03";3;2020-01-12;"2020";40230;1314484
2020-01-14;7642034;40382;34;1348610;"2020-W03";3;2020-01-12;"2020";40416;1348576
2020-01-15;7763874;39786;28;1358662;"2020-W03";3;2020-01-12;"2020";39814;1358634
2020-01-16;7429340;34596;60;1226881;"2020-W03";3;2020-01-12;"2020";34656;1226821
2020-01-17;7477716;32853;31;1266971;"2020-W03";3;2020-01-12;"2020";32884;1266940
2020-01-18;4755050;18914;22;869113;"2020-W03";3;2020-01-12;"2020";18936;869091
2020-01-19;2700074;9949;26;576296;"2020-W04";4;2020-01-19;"2020";9975;576270
2020-01-20;7624226;33704;48;1334673;"2020-W04";4;2020-01-19;"2020";33752;1334625
2020-01-21;7863389;35427;61;1360729;"2020-W04";4;2020-01-19;"2020";35488;1360668
2020-01-22;7842272;33954;44;1357060;"2020-W04";4;2020-01-19;"2020";33998;1357016
2020-01-23;7624370;30823;60;1251703;"2020-W04";4;2020-01-19;"2020";30883;1251643
2020-01-24;7577364;28476;52;1259485;"2020-W04";4;2020-01-19;"2020";28528;1259433
2020-01-25;4016035;14437;15;773709;"2020-W04";4;2020-01-19;"2020";14452;773694
2020-01-26;2788490;9128;20;600868;"2020-W05";5;2020-01-26;"2020";9148;600848
2020-01-27;7739098;34584;51;1356914;"2020-W05";5;2020-01-26;"2020";34635;1356863
2020-01-28;7870635;34742;65;1359242;"2020-W05";5;2020-01-26;"2020";34807;1359177
2020-01-29;7977046;34488;59;1392939;"2020-W05";5;2020-01-26;"2020";34547;1392880
2020-01-30;7828873;31973;71;1315768;"2020-W05";5;2020-01-26;"2020";32044;1315697
2020-01-31;7999590;31024;62;1385317;"2020-W05";5;2020-01-26;"2020";31086;1385255
2020-02-01;4781423;16590;34073;849025;"2020-W05";5;2020-01-26;"2020";50663;814952
2020-02-02;2668300;9463;25250;565091;"2020-W06";6;2020-02-02;"2020";34713;539841
2020-02-03;7823655;55056;138064;1283551;"2020-W06";6;2020-02-02;"2020";193120;1145487
2020-02-04;8357076;73619;184913;1425876;"2020-W06";6;2020-02-02;"2020";258532;1240963
2020-02-05;8589246;82491;216222;1489960;"2020-W06";6;2020-02-02;"2020";298713;1273738
2020-02-06;8570033;89597;258111;1454032;"2020-W06";6;2020-02-02;"2020";347708;1195921
2020-02-07;8673768;92770;290267;1502602;"2020-W06";6;2020-02-02;"2020";383037;1212335
2020-02-08;5317762;39892;144178;963127;"2020-W06";6;2020-02-02;"2020";184070;818949
2020-02-09;2900872;19600;78117;600743;"2020-W07";7;2020-02-09;"2020";97717;522626
2020-02-10;6294201;66618;233975;943153;"2020-W07";7;2020-02-09;"2020";300593;709178
2020-02-11;8398070;117316;380217;1376147;"2020-W07";7;2020-02-09;"2020";497533;995930
2020-02-12;8752441;134280;437587;1446736;"2020-W07";7;2020-02-09;"2020";571867;1009149
2020-02-13;8789529;138076;459881;1450273;"2020-W07";7;2020-02-09;"2020";597957;990392
2020-02-14;8714699;133530;455350;1445428;"2020-W07";7;2020-02-09;"2020";588880;990078
2020-02-15;5323304;56124;217118;934798;"2020-W07";7;2020-02-09;"2020";273242;717680
2020-02-16;3006815;30952;130147;593492;"2020-W08";8;2020-02-16;"2020";161099;463345
2020-02-17;8612053;155893;516573;1415124;"2020-W08";8;2020-02-16;"2020";672466;898551
2020-02-18;8845290;168345;543197;1436653;"2020-W08";8;2020-02-16;"2020";711542;893456
2020-02-19;8755119;168487;552444;1427281;"2020-W08";8;2020-02-16;"2020";720931;874837
2020-02-20;8818195;170295;563560;1409031;"2020-W08";8;2020-02-16;"2020";733855;845471
2020-02-21;8426560;145456;489448;1356304;"2020-W08";8;2020-02-16;"2020";634904;866856
2020-02-22;4576087;46140;205531;807926;"2020-W08";8;2020-02-16;"2020";251671;602395
2020-02-23;2705880;27579;126288;544931;"2020-W09";9;2020-02-23;"2020";153867;418643
2020-02-24;4379158;38393;170221;797969;"2020-W09";9;2020-02-23;"2020";208614;627748
2020-02-25;3139127;29647;138631;561313;"2020-W09";9;2020-02-23;"2020";168278;422682
2020-02-26;6346098;65782;242329;1037969;"2020-W09";9;2020-02-23;"2020";308111;795640
2020-02-27;8301713;150833;469419;1368021;"2020-W09";9;2020-02-23;"2020";620252;898602
2020-02-28;8331436;145740;453781;1390676;"2020-W09";9;2020-02-23;"2020";599521;936895
2020-02-29;4993574;57005;243517;887046;"2020-W09";9;2020-02-23;"2020";300522;643529
2020-03-01;2770588;28188;145684;565153;"2020-W10";10;2020-03-01;"2020";173872;419469
2020-03-02;8544188;181673;634225;1390860;"2020-W10";10;2020-03-01;"2020";815898;756635
2020-03-03;8696716;196388;600511;1425721;"2020-W10";10;2020-03-01;"2020";796899;825210
2020-03-04;8858633;199923;673427;1478787;"2020-W10";10;2020-03-01;"2020";873350;805360
2020-03-05;8836446;204535;678188;1454355;"2020-W10";10;2020-03-01;"2020";882723;776167
2020-03-06;8546742;188077;563924;1438137;"2020-W10";10;2020-03-01;"2020";752001;874213
2020-03-07;4918552;66533;267549;867007;"2020-W10";10;2020-03-01;"2020";334082;599458
2020-03-08;2895127;32728;151504;581054;"2020-W11";11;2020-03-08;"2020";184232;429550
2020-03-09;8831401;211507;674911;1466526;"2020-W11";11;2020-03-08;"2020";886418;791615
2020-03-10;9100311;223879;715822;1495415;"2020-W11";11;2020-03-08;"2020";939701;779593
2020-03-11;9082989;227059;722877;1491104;"2020-W11";11;2020-03-08;"2020";949936;768227
2020-03-12;8960759;223843;725606;1429716;"2020-W11";11;2020-03-08;"2020";949449;704110
2020-03-13;8651977;195676;684071;1378253;"2020-W11";11;2020-03-08;"2020";879747;694182
2020-03-14;4961557;65259;297111;857113;"2020-W11";11;2020-03-08;"2020";362370;560002
2020-03-15;2628658;29030;149648;522997;"2020-W12";12;2020-03-15;"2020";178678;373349
2020-03-16;7354644;116671;443584;1153320;"2020-W12";12;2020-03-15;"2020";560255;709736
2020-03-17;6648224;82469;326332;1011335;"2020-W12";12;2020-03-15;"2020";408801;685003
2020-03-18;6110833;67507;286364;905000;"2020-W12";12;2020-03-15;"2020";353871;618636
2020-03-19;5371313;52211;241386;748844;"2020-W12";12;2020-03-15;"2020";293597;507458
2020-03-20;4566894;40422;204477;615536;"2020-W12";12;2020-03-15;"2020";244899;411059
2020-03-21;2173891;13554;91851;310287;"2020-W12";12;2020-03-15;"2020";105405;218436
2020-03-22;1076847;6228;43520;166268;"2020-W13";13;2020-03-22;"2020";49748;122748
2020-03-23;2863364;19190;106978;378772;"2020-W13";13;2020-03-22;"2020";126168;271794
2020-03-24;2384210;14532;86060;297920;"2020-W13";13;2020-03-22;"2020";100592;211860
2020-03-25;2337923;12995;84854;297287;"2020-W13";13;2020-03-22;"2020";97849;212433
2020-03-26;2315474;12258;84612;294192;"2020-W13";13;2020-03-22;"2020";96870;209580
2020-03-27;2409535;12164;89801;316144;"2020-W13";13;2020-03-22;"2020";101965;226343
2020-03-28;1538247;6405;58916;216763;"2020-W13";13;2020-03-22;"2020";65321;157847
2020-03-29;857147;3500;32406;128180;"2020-W14";14;2020-03-29;"2020";35906;95774
2020-03-30;2391211;11177;84991;309569;"2020-W14";14;2020-03-29;"2020";96168;224578
2020-03-31;2291319;10272;80243;300997;"2020-W14";14;2020-03-29;"2020";90515;220754
2020-04-01;2517227;10732;83093;351766;"2020-W14";14;2020-03-29;"2020";93825;268673
2020-04-02;2454383;9813;77514;336751;"2020-W14";14;2020-03-29;"2020";87327;259237
2020-04-03;2515810;9722;78388;359041;"2020-W14";14;2020-03-29;"2020";88110;280653
2020-04-04;1649513;5676;52804;248273;"2020-W14";14;2020-03-29;"2020";58480;195469
2020-04-05;914782;3059;29654;148000;"2020-W15";15;2020-04-05;"2020";32713;118346
2020-04-06;2722928;11349;2076;405472;"2020-W15";15;2020-04-05;"2020";13425;403396
2020-04-07;2794639;10961;2321;420480;"2020-W15";15;2020-04-05;"2020";13282;418159
2020-04-08;2820536;10739;2361;414309;"2020-W15";15;2020-04-05;"2020";13100;411948
2020-04-09;2879819;10354;2334;425721;"2020-W15";15;2020-04-05;"2020";12688;423387
2020-04-10;1220652;4102;1213;180150;"2020-W15";15;2020-04-05;"2020";5315;178937
2020-04-11;1671681;5332;1429;262473;"2020-W15";15;2020-04-05;"2020";6761;261044
2020-04-12;949501;2992;938;152641;"2020-W16";16;2020-04-12;"2020";3930;151703
2020-04-13;2604735;8928;2422;369794;"2020-W16";16;2020-04-12;"2020";11350;367372
2020-04-14;2648567;8780;2522;365004;"2020-W16";16;2020-04-12;"2020";11302;362482
2020-04-15;2682644;8576;2690;371633;"2020-W16";16;2020-04-12;"2020";11266;368943
2020-04-16;2660944;8234;2726;364355;"2020-W16";16;2020-04-12;"2020";10960;361629
2020-04-17;2713702;8327;2767;374834;"2020-W16";16;2020-04-12;"2020";11094;372067
2020-04-18;1722826;4931;1780;263309;"2020-W16";16;2020-04-12;"2020";6711;261529
2020-04-19;921124;2497;1056;153767;"2020-W17";17;2020-04-19;"2020";3553;152711
2020-04-20;2204987;6262;2259;313038;"2020-W17";17;2020-04-19;"2020";8521;310779
2020-04-21;1239154;3220;1479;188762;"2020-W17";17;2020-04-19;"2020";4699;187283
2020-04-22;2779098;8505;3007;401135;"2020-W17";17;2020-04-19;"2020";11512;398128
2020-04-23;2808407;8255;3105;385279;"2020-W17";17;2020-04-19;"2020";11360;382174
2020-04-24;2866889;8393;3271;397054;"2020-W17";17;2020-04-19;"2020";11664;393783
2020-04-25;1810311;4923;1962;281776;"2020-W17";17;2020-04-19;"2020";6885;279814
2020-04-26;993701;2617;1130;170493;"2020-W18";18;2020-04-26;"2020";3747;169363
2020-04-27;2803251;8069;3020;399225;"2020-W18";18;2020-04-26;"2020";11089;396205
2020-04-28;2735039;7586;2904;383539;"2020-W18";18;2020-04-26;"2020";10490;380635
2020-04-29;2891524;7955;2941;406566;"2020-W18";18;2020-04-26;"2020";10896;403625
2020-04-30;2942421;7869;2921;422205;"2020-W18";18;2020-04-26;"2020";10790;419284
2020-05-01;1275036;3046;1128;198576;"2020-W18";18;2020-04-26;"2020";4174;197448
2020-05-02;1576874;3581;1328;256976;"2020-W18";18;2020-04-26;"2020";4909;255648
2020-05-03;933489;2111;759;159480;"2020-W19";19;2020-05-03;"2020";2870;158721
2020-05-04;2831649;7326;2029;410720;"2020-W19";19;2020-05-03;"2020";9355;408691
2020-05-05;2827902;7285;1750;417104;"2020-W19";19;2020-05-03;"2020";9035;415354
2020-05-06;2874905;7028;554;426934;"2020-W19";19;2020-05-03;"2020";7582;426380
2020-05-07;2884440;6799;543;404867;"2020-W19";19;2020-05-03;"2020";7342;404324
2020-05-08;2997205;7203;721;455630;"2020-W19";19;2020-05-03;"2020";7924;454909
2020-05-09;1803278;4043;489;284126;"2020-W19";19;2020-05-03;"2020";4532;283637
2020-05-10;1006182;2116;373;166660;"2020-W20";20;2020-05-10;"2020";2489;166287
2020-05-11;3039474;8196;1335;424473;"2020-W20";20;2020-05-10;"2020";9531;423138
2020-05-14;2965057;7210;2110;378249;"2020-W20";20;2020-05-10;"2020";9320;376139
2020-05-15;2932297;7246;2115;382683;"2020-W20";20;2020-05-10;"2020";9361;380568
2020-05-16;1741926;3775;1295;266702;"2020-W20";20;2020-05-10;"2020";5070;265407
2020-05-17;1043689;2252;792;171404;"2020-W21";21;2020-05-17;"2020";3044;170612
2020-05-18;2760024;6067;2237;373940;"2020-W21";21;2020-05-17;"2020";8304;371703
2020-05-19;2698718;6008;2268;377903;"2020-W21";21;2020-05-17;"2020";8276;375635
2020-05-20;1931412;3969;1755;281311;"2020-W21";21;2020-05-17;"2020";5724;279556
2020-05-21;2013330;3954;1966;298213;"2020-W21";21;2020-05-17;"2020";5920;296247
2020-05-22;2467037;4912;2313;335517;"2020-W21";21;2020-05-17;"2020";7225;333204
2020-05-23;1456775;2692;1279;212734;"2020-W21";21;2020-05-17;"2020";3971;211455
2020-05-24;806517;1467;740;133646;"2020-W22";22;2020-05-24;"2020";2207;132906
2020-05-25;1748529;3508;1833;268619;"2020-W22";22;2020-05-24;"2020";5341;266786
2020-05-26;2961194;6225;2875;429184;"2020-W22";22;2020-05-24;"2020";9100;426309
2020-05-27;2667823;5566;2693;377347;"2020-W22";22;2020-05-24;"2020";8259;374654
2020-05-28;2879608;5763;2984;395549;"2020-W22";22;2020-05-24;"2020";8747;392565
2020-05-29;2886639;5955;3118;415555;"2020-W22";22;2020-05-24;"2020";9073;412437
2020-05-30;1767051;3353;1675;278710;"2020-W22";22;2020-05-24;"2020";5028;277035
2020-05-31;966963;1767;1018;172010;"2020-W23";23;2020-05-31;"2020";2785;170992
2020-06-01;2848449;6020;3005;425011;"2020-W23";23;2020-05-31;"2020";9025;422006
2020-06-02;2629878;5492;3031;368439;"2020-W23";23;2020-05-31;"2020";8523;365408
2020-06-03;2962988;6228;3318;441195;"2020-W23";23;2020-05-31;"2020";9546;437877
2020-06-04;3071946;6397;3533;447622;"2020-W23";23;2020-05-31;"2020";9930;444089
2020-06-05;3131283;6534;3521;472373;"2020-W23";23;2020-05-31;"2020";10055;468852
2020-06-06;1922183;3799;1202;302568;"2020-W23";23;2020-05-31;"2020";5001;301366
2020-06-07;1074342;2060;775;188595;"2020-W24";24;2020-06-07;"2020";2835;187820
2020-06-08;3188798;6717;2710;484847;"2020-W24";24;2020-06-07;"2020";9427;482137
2020-06-09;3294643;7023;3074;483592;"2020-W24";24;2020-06-07;"2020";10097;480518
2020-06-10;3336944;7435;3429;498862;"2020-W24";24;2020-06-07;"2020";10864;495433
2020-06-11;3110854;6695;3291;425631;"2020-W24";24;2020-06-07;"2020";9986;422340
2020-06-12;3379818;7419;3570;491798;"2020-W24";24;2020-06-07;"2020";10989;488228
2020-06-13;2086799;4283;2051;331505;"2020-W24";24;2020-06-07;"2020";6334;329454
2020-06-14;982507;1801;1060;163073;"2020-W25";25;2020-06-14;"2020";2861;162013
2020-06-15;3515499;7709;3949;521106;"2020-W25";25;2020-06-14;"2020";11658;517157
2020-06-16;3423010;7687;4145;495739;"2020-W25";25;2020-06-14;"2020";11832;491594
2020-06-17;3530673;7767;4404;518340;"2020-W25";25;2020-06-14;"2020";12171;513936
2020-06-18;3667432;7732;4436;523876;"2020-W25";25;2020-06-14;"2020";12168;519440
2020-06-19;3718007;7995;4620;532752;"2020-W25";25;2020-06-14;"2020";12615;528132
2020-06-20;2431081;5141;2698;378182;"2020-W25";25;2020-06-14;"2020";7839;375484
2020-06-21;1196658;2320;1380;211366;"2020-W26";26;2020-06-21;"2020";3700;209986
2020-06-22;3710878;8033;4741;537913;"2020-W26";26;2020-06-21;"2020";12774;533172
2020-06-23;3739365;8087;4879;537829;"2020-W26";26;2020-06-21;"2020";12966;532950
2020-06-24;3728835;8033;4810;543695;"2020-W26";26;2020-06-21;"2020";12843;538885
2020-06-25;3553374;7409;4598;504434;"2020-W26";26;2020-06-21;"2020";12007;499836
2020-06-26;3126846;6208;4051;428166;"2020-W26";26;2020-06-21;"2020";10259;424115
2020-06-27;1984182;3181;2492;256698;"2020-W26";26;2020-06-21;"2020";5673;254206
2020-06-28;1209360;2132;1447;215136;"2020-W27";27;2020-06-28;"2020";3579;213689
2020-06-29;3706191;7557;4804;549476;"2020-W27";27;2020-06-28;"2020";12361;544672
2020-06-30;3727818;8030;4924;553068;"2020-W27";27;2020-06-28;"2020";12954;548144
2020-07-01;3308043;6887;4077;484153;"2020-W27";27;2020-06-28;"2020";10964;480076
2020-07-02;3966546;8039;4876;584132;"2020-W27";27;2020-06-28;"2020";12915;579256
2020-07-03;4022215;8007;4752;602466;"2020-W27";27;2020-06-28;"2020";12759;597714
2020-07-04;2647966;5206;2843;416313;"2020-W27";27;2020-06-28;"2020";8049;413470
2020-07-05;1286094;2201;1340;228708;"2020-W28";28;2020-07-05;"2020";3541;227368
2020-07-06;3629298;7236;1080;556562;"2020-W28";28;2020-07-05;"2020";8316;555482
2020-07-07;4239045;8479;1583;659542;"2020-W28";28;2020-07-05;"2020";10062;657959
2020-07-08;4165348;8314;1633;641547;"2020-W28";28;2020-07-05;"2020";9947;639914
2020-07-09;3679026;7069;1456;537756;"2020-W28";28;2020-07-05;"2020";8525;536300
2020-07-10;4306885;8343;1750;645715;"2020-W28";28;2020-07-05;"2020";10093;643965
2020-07-11;2860649;5464;956;447350;"2020-W28";28;2020-07-05;"2020";6420;446394
2020-07-12;1436755;2293;492;259219;"2020-W29";29;2020-07-12;"2020";2785;258727
2020-07-13;4174944;8142;1847;623494;"2020-W29";29;2020-07-12;"2020";9989;621647
2020-07-14;4157984;7958;1859;599426;"2020-W29";29;2020-07-12;"2020";9817;597567
2020-07-15;4167423;7726;1820;596882;"2020-W29";29;2020-07-12;"2020";9546;595062
2020-07-16;4109661;7576;1802;576982;"2020-W29";29;2020-07-12;"2020";9378;575180
2020-07-17;3997783;7431;1629;571364;"2020-W29";29;2020-07-12;"2020";9060;569735
2020-07-18;2504005;4745;796;383870;"2020-W29";29;2020-07-12;"2020";5541;383074
2020-07-19;1145010;1843;380;201284;"2020-W30";30;2020-07-19;"2020";2223;200904
2020-07-20;4207078;7790;1716;627292;"2020-W30";30;2020-07-19;"2020";9506;625576
2020-07-21;4237484;7791;1977;621213;"2020-W30";30;2020-07-19;"2020";9768;619236
2020-07-22;3936975;7266;1718;577792;"2020-W30";30;2020-07-19;"2020";8984;576074
2020-07-23;3420040;6224;1504;477372;"2020-W30";30;2020-07-19;"2020";7728;475868
2020-07-24;4288127;7992;1649;624932;"2020-W30";30;2020-07-19;"2020";9641;623283
2020-07-25;2806502;5081;870;435973;"2020-W30";30;2020-07-19;"2020";5951;435103
2020-07-26;1358179;2061;491;241462;"2020-W31";31;2020-07-26;"2020";2552;240971
2020-07-27;3868109;7002;1724;570923;"2020-W31";31;2020-07-26;"2020";8726;569199
2020-07-28;3493540;6142;1424;504090;"2020-W31";31;2020-07-26;"2020";7566;502666
2020-07-29;4372542;7633;1953;633581;"2020-W31";31;2020-07-26;"2020";9586;631628
2020-07-30;4276391;7095;1884;592238;"2020-W31";31;2020-07-26;"2020";8979;590354
2020-07-31;4508478;7658;1859;662308;"2020-W31";31;2020-07-26;"2020";9517;660449
2020-08-01;3019081;5407;1107;476025;"2020-W31";31;2020-07-26;"2020";6514;474918
2020-08-02;1505273;2249;673;273137;"2020-W32";32;2020-08-02;"2020";2922;272464
2020-08-03;4486146;8358;3012;687019;"2020-W32";32;2020-08-02;"2020";11370;684007
2020-08-04;4589812;8939;3578;704084;"2020-W32";32;2020-08-02;"2020";12517;700506
2020-08-05;4660151;9148;3907;724907;"2020-W32";32;2020-08-02;"2020";13055;721000
2020-08-06;4660427;8923;3410;707992;"2020-W32";32;2020-08-02;"2020";12333;704582
2020-08-07;4791166;9511;3467;749533;"2020-W32";32;2020-08-02;"2020";12978;746066
2020-08-08;3134060;6019;1867;491419;"2020-W32";32;2020-08-02;"2020";7886;489552
2020-08-09;1538652;2331;911;266762;"2020-W33";33;2020-08-09;"2020";3242;265851
2020-08-10;3839559;7368;3323;587902;"2020-W33";33;2020-08-09;"2020";10691;584579
2020-08-11;4711379;9200;4624;713421;"2020-W33";33;2020-08-09;"2020";13824;708797
