"data";"tot.pass";"est.pagantes";"est.grat";"tot.grat";"semana";"semana.num";"semana.dia1";"ano";"estudantes";"grat.no.est"
2020-08-12;4743058;9258;4824;714749;"2020-W33";33;2020-08-09;"2020";14082;709925
2020-08-13;4684372;8905;4970;684785;"2020-W33";33;2020-08-09;"2020";13875;679815
2020-08-14;4733920;9162;5162;695271;"2020-W33";33;2020-08-09;"2020";14324;690109
2020-08-15;3027193;5531;2466;463629;"2020-W33";33;2020-08-09;"2020";7997;461163
2020-08-16;1350459;1964;1110;222058;"2020-W34";34;2020-08-16;"2020";3074;220948
2020-08-17;4410008;8404;5273;632293;"2020-W34";34;2020-08-16;"2020";13677;627020
2020-08-18;4412388;8200;5849;600617;"2020-W34";34;2020-08-16;"2020";14049;594768
2020-08-19;4627530;8933;5956;677339;"2020-W34";34;2020-08-16;"2020";14889;671383
2020-08-20;4422010;8238;6101;592777;"2020-W34";34;2020-08-16;"2020";14339;586676
2020-08-21;3920097;6437;5129;462166;"2020-W34";34;2020-08-16;"2020";11566;457037
2020-08-22;2567645;4062;2681;368959;"2020-W34";34;2020-08-16;"2020";6743;366278
2020-08-23;1251139;1827;1320;216611;"2020-W35";35;2020-08-23;"2020";3147;215291
2020-08-24;4618565;8853;7057;678629;"2020-W35";35;2020-08-23;"2020";15910;671572
2020-08-25;4714093;9334;7628;689142;"2020-W35";35;2020-08-23;"2020";16962;681514
2020-08-26;4777307;9571;7978;710350;"2020-W35";35;2020-08-23;"2020";17549;702372
2020-08-27;4714012;9538;8196;685736;"2020-W35";35;2020-08-23;"2020";17734;677540
2020-08-28;4714751;9161;7852;700803;"2020-W35";35;2020-08-23;"2020";17013;692951
2020-08-29;2859715;5703;3655;445246;"2020-W35";35;2020-08-23;"2020";9358;441591
2020-08-30;1354539;2186;1600;242317;"2020-W36";36;2020-08-30;"2020";3786;240717
2020-08-31;4463158;8747;7686;668033;"2020-W36";36;2020-08-30;"2020";16433;660347
2020-09-01;4701021;9503;8969;710259;"2020-W36";36;2020-08-30;"2020";18472;701290
2020-09-02;4612018;9845;9260;713894;"2020-W36";36;2020-08-30;"2020";19105;704634
2020-09-03;4151515;8635;8162;621946;"2020-W36";36;2020-08-30;"2020";16797;613784
2020-09-04;4807207;10066;9204;735669;"2020-W36";36;2020-08-30;"2020";19270;726465
2020-09-05;3070963;5928;4492;490867;"2020-W36";36;2020-08-30;"2020";10420;486375
2020-09-06;1498316;2532;1347;267800;"2020-W37";37;2020-09-06;"2020";3879;266453
2020-09-07;1611537;2710;1717;259596;"2020-W37";37;2020-09-06;"2020";4427;257879
2020-09-08;4965623;10686;8859;798943;"2020-W37";37;2020-09-06;"2020";19545;790084
2020-09-09;4856012;10782;9817;752177;"2020-W37";37;2020-09-06;"2020";20599;742360
2020-09-10;4753746;10618;9674;711160;"2020-W37";37;2020-09-06;"2020";20292;701486
2020-09-11;4581957;10337;9286;676050;"2020-W37";37;2020-09-06;"2020";19623;666764
2020-09-12;2795901;5567;4189;428156;"2020-W37";37;2020-09-06;"2020";9756;423967
2020-09-13;1318945;2255;1795;234176;"2020-W38";38;2020-09-13;"2020";4050;232381
2020-09-14;4683598;10350;10546;705400;"2020-W38";38;2020-09-13;"2020";20896;694854
2020-09-15;4663687;10920;11437;700016;"2020-W38";38;2020-09-13;"2020";22357;688579
2020-09-16;4244459;10293;10339;633235;"2020-W38";38;2020-09-13;"2020";20632;622896
2020-09-17;4891530;11683;12022;712095;"2020-W38";38;2020-09-13;"2020";23705;700073
2020-09-18;4712855;10983;11742;688703;"2020-W38";38;2020-09-13;"2020";22725;676961
2020-09-19;2998308;6372;5520;463608;"2020-W38";38;2020-09-13;"2020";11892;458088
2020-09-20;1344642;2289;2302;236929;"2020-W39";39;2020-09-20;"2020";4591;234627
2020-09-21;4731631;10763;12213;679026;"2020-W39";39;2020-09-20;"2020";22976;666813
2020-09-22;4658946;11100;13021;638695;"2020-W39";39;2020-09-20;"2020";24121;625674
2020-09-23;4923559;11679;13555;724487;"2020-W39";39;2020-09-20;"2020";25234;710932
2020-09-24;4930673;11998;13779;719026;"2020-W39";39;2020-09-20;"2020";25777;705247
2020-09-25;4928725;11662;13750;737067;"2020-W39";39;2020-09-20;"2020";25412;723317
2020-09-26;3045746;6531;6287;478925;"2020-W39";39;2020-09-20;"2020";12818;472638
2020-09-27;1474414;2719;3004;268002;"2020-W40";40;2020-09-27;"2020";5723;264998
2020-09-28;4672793;10993;13163;694281;"2020-W40";40;2020-09-27;"2020";24156;681118
2020-09-29;4827732;11697;14313;730450;"2020-W40";40;2020-09-27;"2020";26010;716137
2020-09-30;4495978;11065;13189;682810;"2020-W40";40;2020-09-27;"2020";24254;669621
2020-10-01;5180279;12627;15426;775915;"2020-W40";40;2020-09-27;"2020";28053;760489
2020-10-01;5065637;12311;14911;757123;"2020-W40";40;2020-09-27;"2020";27222;742212
2020-10-02;5198772;12879;15455;781434;"2020-W40";40;2020-09-27;"2020";28334;765979
2020-10-02;4978276;12320;14686;746182;"2020-W40";40;2020-09-27;"2020";27006;731496
2020-10-03;3151391;7079;7298;504400;"2020-W40";40;2020-09-27;"2020";14377;497102
2020-10-04;1448538;2798;3037;266677;"2020-W41";41;2020-10-04;"2020";5835;263640
2020-10-05;5065203;12583;15361;794129;"2020-W41";41;2020-10-04;"2020";27944;778768
2020-10-06;5172211;13769;12985;801837;"2020-W41";41;2020-10-04;"2020";26754;788852
2020-10-07;5128421;14355;15267;814057;"2020-W41";41;2020-10-04;"2020";29622;798790
2020-10-08;4523191;12390;13594;675396;"2020-W41";41;2020-10-04;"2020";25984;661802
2020-10-09;4637736;11468;14212;626372;"2020-W41";41;2020-10-04;"2020";25680;612160
2020-10-10;3468225;8185;8285;575980;"2020-W41";41;2020-10-04;"2020";16470;567695
2020-10-11;1770069;3514;3969;328282;"2020-W42";42;2020-10-11;"2020";7483;324313
2020-10-12;1947252;4052;4572;329569;"2020-W42";42;2020-10-11;"2020";8624;324997
2020-10-13;4626161;12953;15246;736558;"2020-W42";42;2020-10-11;"2020";28199;721312
2020-10-14;5297477;16070;18688;821758;"2020-W42";42;2020-10-11;"2020";34758;803070
2020-10-15;4857464;13801;16616;723276;"2020-W42";42;2020-10-11;"2020";30417;706660
2020-10-16;4751045;13879;16557;701630;"2020-W42";42;2020-10-11;"2020";30436;685073
2020-10-17;2948095;7297;8214;472779;"2020-W42";42;2020-10-11;"2020";15511;464565
2020-10-18;1309600;2869;3435;241252;"2020-W43";43;2020-10-18;"2020";6304;237817
2020-10-19;4907309;14612;17728;744806;"2020-W43";43;2020-10-18;"2020";32340;727078
2020-10-20;5016366;15778;19539;751926;"2020-W43";43;2020-10-18;"2020";35317;732387
2020-10-21;5028479;16081;20201;769196;"2020-W43";43;2020-10-18;"2020";36282;748995
2020-10-22;4473285;13881;17756;672005;"2020-W43";43;2020-10-18;"2020";31637;654249
2020-10-23;5234302;16087;20817;796750;"2020-W43";43;2020-10-18;"2020";36904;775933
2020-10-24;3277971;8359;10151;525830;"2020-W43";43;2020-10-18;"2020";18510;515679
2020-10-25;1540253;3275;4527;280362;"2020-W44";44;2020-10-25;"2020";7802;275835
2020-10-26;4131643;12619;15922;632367;"2020-W44";44;2020-10-25;"2020";28541;616445
2020-10-27;5291127;16963;23055;816740;"2020-W44";44;2020-10-25;"2020";40018;793685
2020-10-28;5276760;16769;22446;820705;"2020-W44";44;2020-10-25;"2020";39215;798259
2020-10-29;5263373;16268;22538;799000;"2020-W44";44;2020-10-25;"2020";38806;776462
2020-10-30;4656346;12645;17316;625837;"2020-W44";44;2020-10-25;"2020";29961;608521
2020-10-31;3129964;7500;9519;498199;"2020-W44";44;2020-10-25;"2020";17019;488680
2020-11-03;5391141;16966;24207;874784;"2020-W45";45;2020-11-01;"2020";41173;850577
2020-11-04;5329422;18028;25779;862931;"2020-W45";45;2020-11-01;"2020";43807;837152
2020-11-05;4790981;16481;26378;739325;"2020-W45";45;2020-11-01;"2020";42859;712947
2020-11-06;5190881;17533;26967;834804;"2020-W45";45;2020-11-01;"2020";44500;807837
2020-11-07;3299853;9894;21603;535009;"2020-W45";45;2020-11-01;"2020";31497;513406
2020-11-08;1565386;4283;11726;286894;"2020-W46";46;2020-11-08;"2020";16009;275168
2020-11-09;5306448;18957;42549;867698;"2020-W46";46;2020-11-08;"2020";61506;825149
2020-11-10;5298598;19835;48455;840200;"2020-W46";46;2020-11-08;"2020";68290;791745
2020-11-11;4534046;17365;44093;693020;"2020-W46";46;2020-11-08;"2020";61458;648927
2020-11-12;5216356;20109;54507;792993;"2020-W46";46;2020-11-08;"2020";74616;738486
2020-11-13;4933758;18435;52950;743384;"2020-W46";46;2020-11-08;"2020";71385;690434
2020-11-14;3191374;10515;38164;504613;"2020-W46";46;2020-11-08;"2020";48679;466449
2020-11-15;2102970;6169;22425;426579;"2020-W47";47;2020-11-15;"2020";28594;404154
2020-11-16;5264226;20118;62499;807634;"2020-W47";47;2020-11-15;"2020";82617;745135
2020-11-17;5282552;20729;65600;785242;"2020-W47";47;2020-11-15;"2020";86329;719642
2020-11-18;5280833;20565;65872;785670;"2020-W47";47;2020-11-15;"2020";86437;719798
2020-11-19;5089728;19190;64688;712605;"2020-W47";47;2020-11-15;"2020";83878;647917
2020-11-20;4847117;17504;62617;735784;"2020-W47";47;2020-11-15;"2020";80121;673167
2020-11-21;3421639;10936;46639;540812;"2020-W47";47;2020-11-15;"2020";57575;494173
2020-11-22;1726676;5060;24235;312154;"2020-W48";48;2020-11-22;"2020";29295;287919
2020-11-23;4332535;15730;53066;661030;"2020-W48";48;2020-11-22;"2020";68796;607964
2020-11-24;5523932;20829;70961;854694;"2020-W48";48;2020-11-22;"2020";91790;783733
2020-11-25;5566013;21113;72391;862220;"2020-W48";48;2020-11-22;"2020";93504;789829
2020-11-26;5451624;20264;69027;810944;"2020-W48";48;2020-11-22;"2020";89291;741917
2020-11-27;5619413;20578;72721;875163;"2020-W48";48;2020-11-22;"2020";93299;802442
2020-11-28;3683839;11916;50863;582273;"2020-W48";48;2020-11-22;"2020";62779;531410
2020-11-29;2530097;6864;30597;521674;"2020-W49";49;2020-11-29;"2020";37461;491077
2020-11-30;4359526;14562;50222;662100;"2020-W49";49;2020-11-29;"2020";64784;611878
2020-12-01;5507887;20213;64968;850923;"2020-W49";49;2020-11-29;"2020";85181;785955
2020-12-02;5629872;21913;74946;883711;"2020-W49";49;2020-11-29;"2020";96859;808765
2020-12-03;5582691;22145;78611;859590;"2020-W49";49;2020-11-29;"2020";100756;780979
2020-12-04;5560847;22291;82222;870416;"2020-W49";49;2020-11-29;"2020";104513;788194
2020-12-05;3746372;13284;60668;581460;"2020-W49";49;2020-11-29;"2020";73952;520792
2020-12-06;1826028;5765;21647;323223;"2020-W50";50;2020-12-06;"2020";27412;301576
2020-12-07;4368787;17506;48655;698264;"2020-W50";50;2020-12-06;"2020";66161;649609
2020-12-08;5561861;23169;71042;856269;"2020-W50";50;2020-12-06;"2020";94211;785227
2020-12-09;5707358;24262;77978;889959;"2020-W50";50;2020-12-06;"2020";102240;811981
2020-12-10;5669909;23318;79357;866240;"2020-W50";50;2020-12-06;"2020";102675;786883
2020-12-11;5596839;22463;80525;842626;"2020-W50";50;2020-12-06;"2020";102988;762101
2020-12-12;3798918;13530;59862;583271;"2020-W50";50;2020-12-06;"2020";73392;523409
2020-12-13;1902429;5995;29837;332750;"2020-W51";51;2020-12-13;"2020";35832;302913
2020-12-14;4779856;18020;66668;730383;"2020-W51";51;2020-12-13;"2020";84688;663715
2020-12-15;5683437;21397;79327;865374;"2020-W51";51;2020-12-13;"2020";100724;786047
2020-12-16;5698452;21191;79644;862202;"2020-W51";51;2020-12-13;"2020";100835;782558
2020-12-17;5651737;20098;74887;848187;"2020-W51";51;2020-12-13;"2020";94985;773300
2020-12-18;5534629;18771;71487;816873;"2020-W51";51;2020-12-13;"2020";90258;745386
2020-12-19;3894479;11974;55533;590575;"2020-W51";51;2020-12-13;"2020";67507;535042
2020-12-20;2067460;5509;29247;346339;"2020-W52";52;2020-12-20;"2020";34756;317092
2020-12-21;4654705;13944;52969;701882;"2020-W52";52;2020-12-20;"2020";66913;648913
2020-12-22;5381104;15612;60202;821701;"2020-W52";52;2020-12-20;"2020";75814;761499
2020-12-23;5076645;13598;57121;799747;"2020-W52";52;2020-12-20;"2020";70719;742626
2020-12-24;2656643;5130;27630;420756;"2020-W52";52;2020-12-20;"2020";32760;393126
2020-12-25;727090;1491;8643;127861;"2020-W52";52;2020-12-20;"2020";10134;119218
2020-12-26;2158471;3734;19780;391066;"2020-W52";52;2020-12-20;"2020";23514;371286
2020-12-27;1396587;2415;13625;263503;"2020-W53";53;2020-12-27;"2020";16040;249878
2020-12-28;4443762;9721;36489;731747;"2020-W53";53;2020-12-27;"2020";46210;695258
2020-12-29;4461368;9574;35926;731181;"2020-W53";53;2020-12-27;"2020";45500;695255
2020-12-30;4466179;8915;37623;756008;"2020-W53";53;2020-12-27;"2020";46538;718385
2020-12-31;2584025;4043;21423;459586;"2020-W53";53;2020-12-27;"2020";25466;438163
2021-01-01;877454;1514;8017;157636;"2020-W53";53;2020-12-27;"2021";9531;149619
2021-01-02;1815828;2431;11896;347793;"2020-W53";53;2020-12-27;"2021";14327;335897
2021-01-03;1386627;2110;10695;275949;"2021-W01";1;2021-01-03;"2021";12805;265254
2021-01-04;4432888;8629;26875;720161;"2021-W01";1;2021-01-03;"2021";35504;693286
2021-01-05;4158465;7865;24433;678718;"2021-W01";1;2021-01-03;"2021";32298;654285
2021-01-06;4922912;9073;30;793427;"2021-W01";1;2021-01-03;"2021";9103;793397
2021-01-07;4949754;8515;4;792247;"2021-W01";1;2021-01-03;"2021";8519;792243
2021-01-08;4968541;8045;1;818716;"2021-W01";1;2021-01-03;"2021";8046;818715
2021-01-09;2941804;4539;0;491535;"2021-W01";1;2021-01-03;"2021";4539;491535
2021-01-10;1401686;2188;1;259551;"2021-W02";2;2021-01-10;"2021";2189;259550
2021-01-11;5118953;8525;2;822759;"2021-W02";2;2021-01-10;"2021";8527;822757
2021-01-12;5096949;8278;0;777283;"2021-W02";2;2021-01-10;"2021";8278;777283
2021-01-13;5181183;8408;1;806464;"2021-W02";2;2021-01-10;"2021";8409;806463
2021-01-14;5058884;7645;2;758933;"2021-W02";2;2021-01-10;"2021";7647;758931
2021-01-15;4791791;6593;2;705087;"2021-W02";2;2021-01-10;"2021";6595;705085
2021-01-16;3006092;4307;2;489403;"2021-W02";2;2021-01-10;"2021";4309;489401
2021-01-17;1519170;2561;4;278073;"2021-W03";3;2021-01-17;"2021";2565;278069
2021-01-18;5090765;7701;3;779433;"2021-W03";3;2021-01-17;"2021";7704;779430
2021-01-19;5175056;7619;4;774252;"2021-W03";3;2021-01-17;"2021";7623;774248
2021-01-20;5241774;7698;8;802356;"2021-W03";3;2021-01-17;"2021";7706;802348
2021-01-21;5062544;7143;4;747413;"2021-W03";3;2021-01-17;"2021";7147;747409
2021-01-22;4646416;6412;4;703003;"2021-W03";3;2021-01-17;"2021";6416;702999
2021-01-23;2521529;3128;2;411773;"2021-W03";3;2021-01-17;"2021";3130;411771
2021-01-24;1803955;2466;2;328181;"2021-W04";4;2021-01-24;"2021";2468;328179
2021-01-25;2136143;2126;2;356379;"2021-W04";4;2021-01-24;"2021";2128;356377
2021-01-26;5326438;7035;4;836957;"2021-W04";4;2021-01-24;"2021";7039;836953
2021-01-27;5327211;6969;4;826149;"2021-W04";4;2021-01-24;"2021";6973;826145
2021-01-28;5219995;6698;121;790614;"2021-W04";4;2021-01-24;"2021";6819;790493
2021-01-29;5196141;6741;201;805705;"2021-W04";4;2021-01-24;"2021";6942;805504
2021-01-30;2690144;2688;74;460490;"2021-W04";4;2021-01-24;"2021";2762;460416
2021-01-31;1396445;1330;65;280519;"2021-W05";5;2021-01-31;"2021";1395;280454
2021-02-01;5151579;7456;682;707213;"2021-W05";5;2021-01-31;"2021";8138;706531
2021-02-02;5168374;7905;1058;629124;"2021-W05";5;2021-01-31;"2021";8963;628066
2021-02-03;5118499;8352;1335;601911;"2021-W05";5;2021-01-31;"2021";9687;600576
2021-02-04;4467649;7536;3254;511141;"2021-W05";5;2021-01-31;"2021";10790;507887
2021-02-05;5529421;9390;6613;657085;"2021-W05";5;2021-01-31;"2021";16003;650472
2021-02-06;3484653;4869;5321;437865;"2021-W05";5;2021-01-31;"2021";10190;432544
2021-02-07;1776836;2173;2975;261233;"2021-W06";6;2021-02-07;"2021";5148;258258
2021-02-08;5456268;11150;13988;644478;"2021-W06";6;2021-02-07;"2021";25138;630490
2021-02-09;5538626;12057;17396;637707;"2021-W06";6;2021-02-07;"2021";29453;620311
2021-02-10;5464171;12468;20245;618984;"2021-W06";6;2021-02-07;"2021";32713;598739
2021-02-11;5045886;11811;20808;533745;"2021-W06";6;2021-02-07;"2021";32619;512937
2021-02-12;4664591;10608;21492;518662;"2021-W06";6;2021-02-07;"2021";32100;497170
2021-02-13;3182266;4993;14068;360439;"2021-W06";6;2021-02-07;"2021";19061;346371
2021-02-14;1784034;2756;8433;262867;"2021-W07";7;2021-02-14;"2021";11189;254434
2021-02-15;4932345;10576;29394;556296;"2021-W07";7;2021-02-14;"2021";39970;526902
2021-02-16;4813246;10884;30950;514998;"2021-W07";7;2021-02-14;"2021";41834;484048
2021-02-17;5289578;12284;34027;576870;"2021-W07";7;2021-02-14;"2021";46311;542843
2021-02-18;5578219;15009;39620;616240;"2021-W07";7;2021-02-14;"2021";54629;576620
2021-02-19;5573897;14867;42034;617424;"2021-W07";7;2021-02-14;"2021";56901;575390
2021-02-20;3475300;7010;25498;419993;"2021-W07";7;2021-02-14;"2021";32508;394495
2021-02-21;1788323;3297;13176;257313;"2021-W08";8;2021-02-21;"2021";16473;244137
2021-02-22;5430244;16526;47603;601271;"2021-W08";8;2021-02-21;"2021";64129;553668
2021-02-23;5535967;17792;50857;606171;"2021-W08";8;2021-02-21;"2021";68649;555314
2021-02-24;5368611;17480;49835;575239;"2021-W08";8;2021-02-21;"2021";67315;525404
2021-02-25;5258029;17083;50177;554758;"2021-W08";8;2021-02-21;"2021";67260;504581
2021-02-26;4931211;15444;44848;531070;"2021-W08";8;2021-02-21;"2021";60292;486222
2021-02-27;2719088;6071;23388;326124;"2021-W08";8;2021-02-21;"2021";29459;302736
2021-02-28;1371311;2866;11374;196344;"2021-W09";9;2021-02-28;"2021";14240;184970
2021-03-01;5395437;18537;55095;614641;"2021-W09";9;2021-02-28;"2021";73632;559546
2021-03-02;5496663;20449;63674;616297;"2021-W09";9;2021-02-28;"2021";84123;552623
2021-03-03;5494445;20923;67191;621140;"2021-W09";9;2021-02-28;"2021";88114;553949
2021-03-04;5380913;20152;66071;591054;"2021-W09";9;2021-02-28;"2021";86223;524983
2021-03-05;5212443;18427;63373;602216;"2021-W09";9;2021-02-28;"2021";81800;538843
2021-03-06;2335523;4916;19229;275308;"2021-W09";9;2021-02-28;"2021";24145;256079
2021-03-07;1128640;2053;9464;161499;"2021-W10";10;2021-03-07;"2021";11517;152035
2021-03-08;4743908;16242;45982;539173;"2021-W10";10;2021-03-07;"2021";62224;493191
2021-03-09;4802017;17288;50083;536172;"2021-W10";10;2021-03-07;"2021";67371;486089
2021-03-10;4837342;17752;52655;544855;"2021-W10";10;2021-03-07;"2021";70407;492200
2021-03-11;4670093;16898;51740;494471;"2021-W10";10;2021-03-07;"2021";68638;442731
2021-03-12;4706428;15635;51979;514283;"2021-W10";10;2021-03-07;"2021";67614;462304
2021-03-13;2698193;6140;29854;333735;"2021-W10";10;2021-03-07;"2021";35994;303881
2021-03-14;1360451;2757;14206;199329;"2021-W11";11;2021-03-14;"2021";16963;185123
2021-03-15;4151162;12959;42633;436988;"2021-W11";11;2021-03-14;"2021";55592;394355
2021-03-16;4130228;13570;41991;428871;"2021-W11";11;2021-03-14;"2021";55561;386880
2021-03-17;3872662;11785;37530;408568;"2021-W11";11;2021-03-14;"2021";49315;371038
2021-03-18;4070514;12045;38788;412009;"2021-W11";11;2021-03-14;"2021";50833;373221
2021-03-19;4178470;11712;38672;443136;"2021-W11";11;2021-03-14;"2021";50384;404464
2021-03-20;2484593;5145;23038;295508;"2021-W11";11;2021-03-14;"2021";28183;272470
2021-03-21;1220649;2296;11165;166619;"2021-W12";12;2021-03-21;"2021";13461;155454
2021-03-22;4058560;11324;35883;431804;"2021-W12";12;2021-03-21;"2021";47207;395921
2021-03-23;4126040;12230;36549;434570;"2021-W12";12;2021-03-21;"2021";48779;398021
2021-03-24;4114262;11954;35274;438449;"2021-W12";12;2021-03-21;"2021";47228;403175
2021-03-25;4223338;11972;35815;462564;"2021-W12";12;2021-03-21;"2021";47787;426749
2021-03-26;3506413;8154;27964;413318;"2021-W12";12;2021-03-21;"2021";36118;385354
2021-03-27;2310305;4520;19306;285106;"2021-W12";12;2021-03-21;"2021";23826;265800
2021-03-28;1188524;2022;9539;165704;"2021-W13";13;2021-03-28;"2021";11561;156165
2021-03-29;3312844;7487;24432;389594;"2021-W13";13;2021-03-28;"2021";31919;365162
2021-03-30;3421758;7726;24711;402739;"2021-W13";13;2021-03-28;"2021";32437;378028
2021-03-31;3616188;7892;26219;444095;"2021-W13";13;2021-03-28;"2021";34111;417876
2021-04-01;3668009;8017;29820;457441;"2021-W13";13;2021-03-28;"2021";37837;427621
2021-04-02;1657158;3066;15278;216989;"2021-W13";13;2021-03-28;"2021";18344;201711
2021-04-03;2291457;4247;22479;308669;"2021-W13";13;2021-03-28;"2021";26726;286190
2021-04-04;1287712;2307;13318;180940;"2021-W14";14;2021-04-04;"2021";15625;167622
2021-04-05;4234091;11605;40542;506206;"2021-W14";14;2021-04-04;"2021";52147;465664
2021-04-06;4192001;12441;33573;473810;"2021-W14";14;2021-04-04;"2021";46014;440237
2021-04-07;4370821;13580;38832;513652;"2021-W14";14;2021-04-04;"2021";52412;474820
2021-04-08;4431944;13674;42076;518775;"2021-W14";14;2021-04-04;"2021";55750;476699
2021-04-09;4449024;13268;43188;516537;"2021-W14";14;2021-04-04;"2021";56456;473349
2021-04-10;2694109;6264;27673;338715;"2021-W14";14;2021-04-04;"2021";33937;311042
2021-04-11;1300340;2714;12981;185589;"2021-W15";15;2021-04-11;"2021";15695;172608
2021-04-12;4420457;15107;45374;500274;"2021-W15";15;2021-04-11;"2021";60481;454900
2021-04-13;4443367;15904;47979;478270;"2021-W15";15;2021-04-11;"2021";63883;430291
2021-04-14;4525798;17074;52044;495580;"2021-W15";15;2021-04-11;"2021";69118;443536
2021-04-15;4534824;16995;52650;482511;"2021-W15";15;2021-04-11;"2021";69645;429861
2021-04-16;4571167;16584;53333;498019;"2021-W15";15;2021-04-11;"2021";69917;444686
2021-04-17;2685110;6812;29276;323588;"2021-W15";15;2021-04-11;"2021";36088;294312
2021-04-18;1371633;3191;14429;193357;"2021-W16";16;2021-04-18;"2021";17620;178928
2021-04-19;4557839;16921;51278;489925;"2021-W16";16;2021-04-18;"2021";68199;438647
2021-04-20;4642080;17907;51997;491496;"2021-W16";16;2021-04-18;"2021";69904;439499
2021-04-21;2242833;5382;21501;287711;"2021-W16";16;2021-04-18;"2021";26883;266210
2021-04-22;4679612;18148;51376;491229;"2021-W16";16;2021-04-18;"2021";69524;439853
2021-04-23;4695696;17005;49526;506947;"2021-W16";16;2021-04-18;"2021";66531;457421
2021-04-24;2832590;7822;30880;334007;"2021-W16";16;2021-04-18;"2021";38702;303127
2021-04-25;1289306;3109;13569;181352;"2021-W17";17;2021-04-25;"2021";16678;167783
2021-04-26;4803768;18237;50786;524807;"2021-W17";17;2021-04-25;"2021";69023;474021
2021-04-27;4881311;19644;51752;521412;"2021-W17";17;2021-04-25;"2021";71396;469660
2021-04-28;4853444;19680;51441;533793;"2021-W17";17;2021-04-25;"2021";71121;482352
2021-04-29;4585632;18216;47149;482421;"2021-W17";17;2021-04-25;"2021";65365;435272
2021-04-30;4885074;17840;47802;540376;"2021-W17";17;2021-04-25;"2021";65642;492574
2021-05-01;2421214;6597;26034;313840;"2021-W17";17;2021-04-25;"2021";32631;287806
2021-05-02;1365778;3452;16449;189747;"2021-W18";18;2021-05-02;"2021";19901;173298
2021-05-03;4923386;19743;61212;560707;"2021-W18";18;2021-05-02;"2021";80955;499495
2021-05-04;4949084;21743;66344;559686;"2021-W18";18;2021-05-02;"2021";88087;493342
2021-05-05;4630903;20774;63334;525017;"2021-W18";18;2021-05-02;"2021";84108;461683
2021-05-06;4684570;21017;55109;524807;"2021-W18";18;2021-05-02;"2021";76126;469698
2021-05-07;5037374;21611;62765;563825;"2021-W18";18;2021-05-02;"2021";84376;501060
2021-05-08;3053562;10086;41181;354421;"2021-W18";18;2021-05-02;"2021";51267;313240
2021-05-09;1418957;3654;17777;181978;"2021-W19";19;2021-05-09;"2021";21431;164201
2021-05-10;4266541;18702;56475;481126;"2021-W19";19;2021-05-09;"2021";75177;424651
2021-05-11;4453904;20932;62204;495305;"2021-W19";19;2021-05-09;"2021";83136;433101
2021-05-12;3937950;18485;54099;418502;"2021-W19";19;2021-05-09;"2021";72584;364403
2021-05-13;4108209;19624;57807;426981;"2021-W19";19;2021-05-09;"2021";77431;369174
2021-05-14;4792063;21719;66695;524125;"2021-W19";19;2021-05-09;"2021";88414;457430
2021-05-15;2840933;9383;40001;330724;"2021-W19";19;2021-05-09;"2021";49384;290723
2021-05-16;1363021;4109;17861;184457;"2021-W20";20;2021-05-16;"2021";21970;166596
2021-05-17;4333651;19626;57723;481560;"2021-W20";20;2021-05-16;"2021";77349;423837
2021-05-18;4542018;21873;59460;492338;"2021-W20";20;2021-05-16;"2021";81333;432878
2021-05-19;4312186;18082;53508;455551;"2021-W20";20;2021-05-16;"2021";71590;402043
2021-05-20;4458593;20917;55251;474868;"2021-W20";20;2021-05-16;"2021";76168;419617
2021-05-21;5024343;22247;60145;543904;"2021-W20";20;2021-05-16;"2021";82392;483759
2021-05-22;2804674;8773;32252;300463;"2021-W20";20;2021-05-16;"2021";41025;268211
2021-05-23;1342799;3947;15370;178426;"2021-W21";21;2021-05-23;"2021";19317;163056
2021-05-24;4663085;20885;52703;509544;"2021-W21";21;2021-05-23;"2021";73588;456841
2021-05-25;4778612;22333;53603;523401;"2021-W21";21;2021-05-23;"2021";75936;469798
2021-05-26;4740454;22023;53517;523938;"2021-W21";21;2021-05-23;"2021";75540;470421
2021-05-27;4427952;20154;47414;470036;"2021-W21";21;2021-05-23;"2021";67568;422622
2021-05-28;4993222;21387;51978;552234;"2021-W21";21;2021-05-23;"2021";73365;500256
2021-05-29;2961450;9421;32436;342216;"2021-W21";21;2021-05-23;"2021";41857;309780
2021-05-30;1306915;3431;12908;175418;"2021-W22";22;2021-05-30;"2021";16339;162510
2021-05-31;4069135;16543;38068;448325;"2021-W22";22;2021-05-30;"2021";54611;410257
2021-06-01;4591808;21122;49454;528952;"2021-W22";22;2021-05-30;"2021";70576;479498
2021-06-02;4607678;22428;62884;535007;"2021-W22";22;2021-05-30;"2021";85312;472123
2021-06-03;3283352;15429;49126;356107;"2021-W22";22;2021-05-30;"2021";64555;306981
2021-06-04;4782298;20987;69189;566162;"2021-W22";22;2021-05-30;"2021";90176;496973
2021-06-05;2891859;10430;45689;342239;"2021-W22";22;2021-05-30;"2021";56119;296550
2021-06-06;1354426;4410;17883;183674;"2021-W23";23;2021-06-06;"2021";22293;165791
2021-06-07;4490263;22357;60132;516829;"2021-W23";23;2021-06-06;"2021";82489;456697
2021-06-08;4566511;24034;66224;516596;"2021-W23";23;2021-06-06;"2021";90258;450372
2021-06-09;4625778;24865;70553;528473;"2021-W23";23;2021-06-06;"2021";95418;457920
2021-06-10;4639495;24351;71685;504268;"2021-W23";23;2021-06-06;"2021";96036;432583
