"estimate","lower","upper","onset_date","n.reported"
48,48,48,2020-05-08,48
33,33,35,2020-05-09,33
53,52,56,2020-05-10,52
39,38,43,2020-05-11,38
31,30,35,2020-05-12,30
29,27,32,2020-05-13,27
24,22,28,2020-05-14,22
38,36,43,2020-05-15,36
40,37,45,2020-05-16,37
38,35,43,2020-05-17,34
54,50,61,2020-05-18,49
36,32,42.0249999999996,2020-05-19,31
42,37,48,2020-05-20,36
29,24,35,2020-05-21,23
43,38,49,2020-05-22,36
27,22,33,2020-05-23,20
29,24,36,2020-05-24,22
39,34,47,2020-05-25,31
28,23,35,2020-05-26,20
23,18,30,2020-05-27,15
19,13,26,2020-05-28,10
26,20,34,2020-05-29,16
29,23,38,2020-05-30,18
22,16,31,2020-05-31,10
34,27,44.0249999999996,2020-06-01,20
19,11,28.0249999999996,2020-06-02,5
27,19,37,2020-06-03,11
27,19,38,2020-06-04,11
20,12,32,2020-06-05,4
18,8,31,2020-06-06,1
25,14,39,2020-06-07,6
20,9,34,2020-06-08,1
21,10,38,2020-06-09,1
22,10,41,2020-06-10,1
25,11,47,2020-06-11,2
24,10,50,2020-06-12,1
25,10,54,2020-06-13,1
24,9,56,2020-06-14,NA
24,8,62,2020-06-15,NA
24,8,64,2020-06-16,NA
