"estimate","lower","upper","onset_date","n.reported"
232,232,232,2020-05-11,232
233,233,233,2020-05-12,233
232,232,232,2020-05-13,232
226,226,226,2020-05-14,226
215,215,215,2020-05-15,215
235,235,235,2020-05-16,235
225,225,225,2020-05-17,225
246,246,246,2020-05-18,246
219,219,219,2020-05-19,219
223,223,225,2020-05-20,223
243,243,245,2020-05-21,243
235,235,237,2020-05-22,235
235,233,239,2020-05-23,233
202,200,208,2020-05-24,200
223,219,229,2020-05-25,219
241,237,248,2020-05-26,235
258,253,266,2020-05-27,250
229,222,237,2020-05-28,219
233,226,242,2020-05-29,221
222,214,231,2020-05-30,208
223,215,233,2020-05-31,205
253,243,263,2020-06-01,231
247,237,258,2020-06-02,222
220,210,233,2020-06-03,192
222,211,235,2020-06-04,190
228,216,242,2020-06-05,192
223,210,237,2020-06-06,182
224,211,240,2020-06-07,178
261,246,277,2020-06-08,208
228,213,245,2020-06-09,171
234,218,252,2020-06-10,171
254,237,273,2020-06-11,183
237,219,257,2020-06-12,160
227,207,248,2020-06-13,140
234,213,257,2020-06-14,134
264,241,289,2020-06-15,148
233,208,261,2020-06-16,99
278,250,311,2020-06-17,118
285,252,322,2020-06-18,96
271,233,317,2020-06-19,47
