"estimate","lower","upper","onset_date","n.reported"
965,965,965,2020-04-25,965
851,846,858,2020-04-26,844
973,966,987,2020-04-27,961
867,857,883,2020-04-28,850
752,743,768,2020-04-29,735
991,979,1012,2020-04-30,965
1415,1399,1446,2020-05-01,1372
922,910,946,2020-05-02,890
960,946,985,2020-05-03,920
1059,1043,1086,2020-05-04,1010
1053,1037,1080,2020-05-05,998
930,914,955,2020-05-06,876
995,978,1023,2020-05-07,934
980,961,1007,2020-05-08,913
956,937,983,2020-05-09,883
1375,1349,1411.025,2020-05-10,1261
1084,1061,1116,2020-05-11,984
1055,1032,1087,2020-05-12,947
979,955,1010,2020-05-13,867
992,967,1025,2020-05-14,866
1242,1213,1281,2020-05-15,1071
1014,986,1050,2020-05-16,858
1004,974,1040,2020-05-17,830
1151,1117,1193,2020-05-18,930
977,943,1016,2020-05-19,759
1375,1330,1424.025,2020-05-20,1038
1012,972,1057,2020-05-21,724
980,937,1027,2020-05-22,671
927,883,976,2020-05-23,596
964,915,1018.025,2020-05-24,570
1213,1150,1281,2020-05-25,658
1069,1003,1141,2020-05-26,508
1031,955,1111,2020-05-27,410
1158,1069,1257,2020-05-28,387
1068,971,1174,2020-05-29,286
1204,1085,1335,2020-05-30,255
1273,1129,1432,2020-05-31,190
1379,1187,1590.025,2020-06-01,132
1453,1194,1761,2020-06-02,72
1378,992,1917.025,2020-06-03,11
