"estimate","lower","upper","onset_date","n.reported"
152,152,152,2020-05-17,152
171,171,171,2020-05-18,171
160,160,160,2020-05-19,160
157,157,157,2020-05-20,157
164,164,164,2020-05-21,164
172,172,172,2020-05-22,172
172,172,172,2020-05-23,172
145,145,145,2020-05-24,145
149,149,149,2020-05-25,149
153,153,153,2020-05-26,153
180,180,182,2020-05-27,180
159,159,161,2020-05-28,159
166,166,170,2020-05-29,166
147,146,151,2020-05-30,146
142,140,146,2020-05-31,140
174,172,179,2020-06-01,172
171,167,177,2020-06-02,167
139,135,145,2020-06-03,134
139,135,146,2020-06-04,133
142,137,148.025,2020-06-05,134
137,131,145,2020-06-06,127
142,136,150,2020-06-07,130
170,162,178,2020-06-08,155
146,139,156,2020-06-09,129
146,137,156,2020-06-10,125
170,161,181,2020-06-11,147
149,139,160,2020-06-12,123
157,146,168,2020-06-13,128
151,140,163,2020-06-14,119
167,156,181,2020-06-15,133
137,125,151,2020-06-16,100
164,151,179,2020-06-17,122
146,133,161,2020-06-18,101
132,118,148,2020-06-19,82
138,122,155,2020-06-20,81
153,136,171,2020-06-21,87
157,138,177,2020-06-22,80
163,142,186,2020-06-23,72
164,141,190,2020-06-24,56
161,135,193,2020-06-25,29
