"estimate","lower","upper","onset_date","n.reported"
505,505,505,2020-04-24,505
523,520,529,2020-04-25,519
456,452,463,2020-04-26,451
509,504,517,2020-04-27,503
444,440,452,2020-04-28,438
405,400,413,2020-04-29,397
527,520,537,2020-04-30,515
711,702,724,2020-05-01,693
486,478,497,2020-05-02,471
505,496,516,2020-05-03,487
568,558,581,2020-05-04,545
513,503,526,2020-05-05,489
460,450,473,2020-05-06,435
510,499,525,2020-05-07,479
473,461,487,2020-05-08,439
495,482,511,2020-05-09,453
645,629,663,2020-05-10,586
513,498,531,2020-05-11,458
470,454,487,2020-05-12,413
438,422,456,2020-05-13,379
426,410,445,2020-05-14,361
501,481,522,2020-05-15,417
481,460,503,2020-05-16,387
447,426,471,2020-05-17,348
481,458,508,2020-05-18,363
392,368,419,2020-05-19,275
536,506,568,2020-05-20,366
402,374,433,2020-05-21,250
337,308,368,2020-05-22,188
342,309.975,378,2020-05-23,171
340,304,381,2020-05-24,143
382,339,431,2020-05-25,140
336,290,389,2020-05-26,91
339,285,397,2020-05-27,72
324,266,392,2020-05-28,48
337,269,418,2020-05-29,34
353,269,457,2020-05-30,22
359,258,498,2020-05-31,11
362,236.975,550,2020-06-01,4
360,214,605,2020-06-02,NA
