"estimate","lower","upper","onset_date","n.reported"
4,4,4,2020-05-27,4
2,2,2,2020-05-28,2
5,5,6,2020-05-29,5
2,2,3,2020-05-30,2
2,2,3,2020-05-31,2
6,6,7,2020-06-01,6
6,6,8,2020-06-02,6
2,2,4,2020-06-03,2
5,5,7,2020-06-04,5
5,5,7,2020-06-05,5
7,7,9,2020-06-06,7
4,4,6,2020-06-07,4
9,9,12,2020-06-08,9
12,12,15,2020-06-09,12
8,8,11,2020-06-10,8
7,7,10,2020-06-11,7
11,11,14,2020-06-12,11
10,9,12,2020-06-13,9
6,5,8,2020-06-14,5
8,7,11,2020-06-15,7
11,10,14,2020-06-16,10
7,6,10,2020-06-17,6
10,9,13,2020-06-18,9
12,11,16,2020-06-19,11
10,8,13,2020-06-20,8
7,5,10,2020-06-21,5
8,6,12,2020-06-22,6
7,4,11,2020-06-23,4
4,1,9,2020-06-24,1
10,6,16,2020-06-25,5
9,4,16,2020-06-26,3
11,6,19,2020-06-27,4
9,4,18,2020-06-28,2
8,2,17,2020-06-29,NA
8,2,18,2020-06-30,NA
8,2,20,2020-07-01,NA
8,2,20,2020-07-02,NA
8,2,22,2020-07-03,NA
8,2,23,2020-07-04,NA
8,2,23,2020-07-05,NA
