"estimate","lower","upper","onset_date","n.reported"
22,22,22,2020-05-30,22
24,24,26,2020-05-31,24
43,43,46,2020-06-01,43
26,26,29,2020-06-02,26
35,34,38,2020-06-03,34
41,40,44,2020-06-04,40
36,35,40,2020-06-05,35
40,39,44,2020-06-06,39
33,32,37,2020-06-07,32
58,56,62,2020-06-08,56
34,32,38,2020-06-09,32
62,59,66,2020-06-10,59
44,41,48,2020-06-11,41
41,38,45,2020-06-12,38
48,44,52,2020-06-13,44
60,57,65,2020-06-14,56
60,56,65,2020-06-15,55
59,55,64,2020-06-16,54
37,34,43,2020-06-17,33
56,52,62,2020-06-18,51
42,38,48,2020-06-19,36
66,61,73,2020-06-20,59
42,37,49,2020-06-21,35
46,41,52,2020-06-22,38
48,42,55,2020-06-23,39
48,41,56,2020-06-24,37
50,43,58,2020-06-25,37
56,48,66,2020-06-26,40
65,56,76,2020-06-27,45
67,58,80,2020-06-28,44
53,43,66,2020-06-29,27
91,77,107,2020-06-30,54
82,67,99,2020-07-01,41
61,46,78,2020-07-02,20
71,54,90,2020-07-03,24
67,49,89,2020-07-04,16
68,48,93,2020-07-05,12
68,45,98,2020-07-06,7
67,40,103,2020-07-07,2
67,36,112,2020-07-08,NA
