"dt_evoluca","n.casos"
2020-01-10,1
2020-01-30,1
2020-02-10,1
2020-02-23,1
2020-02-27,1
2020-02-28,1
2020-03-01,1
2020-03-05,1
2020-03-11,1
2020-03-19,1
2020-03-20,1
2020-03-21,3
2020-03-22,1
2020-03-23,1
2020-03-24,3
2020-03-25,3
2020-03-26,3
2020-03-27,3
2020-03-28,1
2020-03-29,1
2020-03-30,3
2020-03-31,4
2020-04-01,3
2020-04-02,4
2020-04-03,5
2020-04-05,4
2020-04-06,5
2020-04-07,5
2020-04-08,4
2020-04-09,4
2020-04-10,6
2020-04-11,1
2020-04-12,2
2020-04-13,2
2020-04-15,2
2020-04-16,3
2020-04-17,2
2020-04-18,3
2020-04-19,3
2020-04-20,3
2020-04-21,2
2020-04-22,3
2020-04-23,5
2020-04-24,2
2020-04-25,3
2020-04-26,4
2020-04-27,1
2020-04-28,8
2020-04-29,4
2020-04-30,5
2020-05-01,4
2020-05-02,6
2020-05-03,3
2020-05-04,2
2020-05-05,3
2020-05-06,3
2020-05-07,2
2020-05-08,4
2020-05-09,4
2020-05-11,1
2020-05-12,5
2020-05-13,1
2020-05-14,5
2020-05-15,4
2020-05-17,4
2020-05-18,3
2020-05-19,2
2020-05-20,3
2020-05-21,3
2020-05-22,1
2020-05-23,2
2020-05-24,7
2020-05-25,2
2020-05-26,3
2020-05-27,7
2020-05-28,2
2020-05-29,2
2020-05-30,5
2020-05-31,1
2020-06-01,4
2020-06-02,1
2020-06-03,3
2020-06-04,3
2020-06-05,2
2020-06-06,2
2020-06-07,2
2020-06-08,3
2020-06-09,3
2020-06-10,2
2020-06-11,2
2020-06-12,5
2020-06-13,4
2020-06-14,4
2020-06-15,5
2020-06-16,3
2020-06-17,3
2020-06-18,6
2020-06-19,5
2020-06-20,3
2020-06-21,5
2020-06-22,6
2020-06-23,5
