"estimate","lower","upper","onset_date","n.reported"
1,1,1,2020-05-07,1
3,3,4,2020-05-08,3
2,2,3.02499999999964,2020-05-09,2
4,4,6,2020-05-10,4
3,3,5,2020-05-11,3
0,0,2,2020-05-12,NA
6,6,9,2020-05-13,6
7,7,10,2020-05-14,7
9,9,12,2020-05-15,9
9,9,12,2020-05-16,9
1,1,4,2020-05-17,1
3,3,6,2020-05-18,3
2,2,4,2020-05-19,2
3,3,6,2020-05-20,3
4,4,7,2020-05-21,4
0,0,3,2020-05-22,NA
6,5,9,2020-05-23,5
6,5,10,2020-05-24,5
8,7,12,2020-05-25,7
2,1,6,2020-05-26,1
9,7,13,2020-05-27,7
7,5,11,2020-05-28,5
2,1,7,2020-05-29,1
4,2,8,2020-05-30,2
3,1,7,2020-05-31,1
5,3,10,2020-06-01,3
3,1,8,2020-06-02,1
8,5,13,2020-06-03,5
4,2,10,2020-06-04,2
3,1,8,2020-06-05,1
2,0,8,2020-06-06,NA
3,1,9,2020-06-07,1
2,0,9,2020-06-08,NA
2,0,10,2020-06-09,NA
2,0,11,2020-06-10,NA
3,0,12,2020-06-11,NA
3,0,12,2020-06-12,NA
3,0,14,2020-06-13,NA
3,0,15,2020-06-14,NA
3,0,17,2020-06-15,NA
