"estimate","lower","upper","onset_date","n.reported"
115,115,115,2020-05-16,115
101,97,109,2020-05-17,96
145,138,157,2020-05-18,135
93,87,102,2020-05-19,84
178,168,192,2020-05-20,160
108,100,118,2020-05-21,94
96,89,106,2020-05-22,83
88,80,99,2020-05-23,74
101,92,113,2020-05-24,83
133,123,148,2020-05-25,109
76,68,88,2020-05-26,59
79,70,91,2020-05-27,60
103,91,117,2020-05-28,77
76,66,89,2020-05-29,54
93,81,107,2020-05-30,64
65,53,78,2020-05-31,39
146,129,167,2020-06-01,95
97.5,83,116,2020-06-02,57
71,58,88,2020-06-03,38
80,65,97,2020-06-04,42
81,66,101,2020-06-05,39
106,87,128,2020-06-06,52
70,53,91,2020-06-07,27
101,81,127,2020-06-08,43
80,61,105,2020-06-09,26
114,89,145,2020-06-10,40
71,50,98,2020-06-11,15
106,79,140.025,2020-06-12,29
88,62,122,2020-06-13,18
82,55,117,2020-06-14,14
70,43,107,2020-06-15,7
92,58,139,2020-06-16,11
92,55,147,2020-06-17,8
84,46,145,2020-06-18,5
69,30,132,2020-06-19,1
66,25,136,2020-06-20,NA
72,25,169,2020-06-21,1
76,23,214,2020-06-22,NA
83,23,282,2020-06-23,1
81,19,333,2020-06-24,NA
