"estimate","lower","upper","onset_date","n.reported"
104,104,104,2020-05-13,104
108,108,108,2020-05-14,108
120,120,120,2020-05-15,120
102,102,102,2020-05-16,102
94,94,94,2020-05-17,94
102,102,102,2020-05-18,102
106,106,106,2020-05-19,106
92,92,92,2020-05-20,92
114,114,115,2020-05-21,114
101,100,105,2020-05-22,100
97,94,103,2020-05-23,94
83,78,90,2020-05-24,77
109,102,118,2020-05-25,99
82,74,91,2020-05-26,68
109,101,119,2020-05-27,92
90,81,101,2020-05-28,69
96,86,108,2020-05-29,72
95,84,108,2020-05-30,68
88,77,102,2020-05-31,58
98,86,112,2020-06-01,64
100,87,114,2020-06-02,63
113,99,128,2020-06-03,73
97,83,113,2020-06-04,54
105,91,122,2020-06-05,59
126,111,143,2020-06-06,76
97,82,115,2020-06-07,45
101,85,118,2020-06-08,45
112,96,131,2020-06-09,53
106,90,126,2020-06-10,44
100,83,120,2020-06-11,35
104,86,125,2020-06-12,36
107,89,129,2020-06-13,35
125,105,149,2020-06-14,48
104,84,128,2020-06-15,23
121,100,146,2020-06-16,36
117,95,143,2020-06-17,29
113,91,140,2020-06-18,23
103,80,131,2020-06-19,11
106,81,135,2020-06-20,11
100,73,131,2020-06-21,NA
